ligand	ligand_lfc	receptor_cell_target	receptors	n_receptors	mean_receptor_exp	sum_receptor_exp
DEFB4A	0.63518	Bcell	CCR6	1	8.26886658241917	8.26886658241917
DEFB4A	0.63518	Nonresident_macrophage	TLR4	1	5.79056147421046	5.79056147421046
DEFB4A	0.63518	Resident_macrophage	CCR6	1	6.16631525292582	6.16631525292582
DEFB4A	0.63518	Tcell_cyto	CCR6	1	4.3745908111412	4.3745908111412
DEFB4A	0.63518	Treg	CCR6	1	8.04354185659465	8.04354185659465
EGFR	-0.85146	Bcell	IL6ST,RIPK1,INSR,AKT1,TRPV3,IFNAR2,F3,ESR1,EZR,PTPRE	10	4.71118560655917	47.1118560655917
EGFR	-0.85146	DC_plasma	IL6ST,INSR,AKT1,IFNAR2,PTPRS,EZR,PTPRE	7	7.60242000821145	53.2169400574801
EGFR	-0.85146	Mastcell	CD33,RIPK1,FCGR2A,IFNAR2,F3,EZR	6	6.0147535265396	36.0885211592376
EGFR	-0.85146	MD_macrophage	CD33,ITGA5,IL6ST,RIPK1,CD5,AXL,TLR3,AKT1,FCGR2A,PLD2,EZR,PTPRE	12	5.43479999007263	65.2175998808716
EGFR	-0.85146	NKcell	EZR	1	8.67535846398954	8.67535846398954
EGFR	-0.85146	NKcell_prolif	ITGA6,IL6ST,RIPK1,INSR,GPRC5A,AXL,TLR3,AKT1,ITGB4,PPARG,F3,PLD2,EZR	13	3.80939980433539	49.5221974563601
EGFR	-0.85146	Nonresident_macrophage	CD33,ITGA5,IL6ST,RIPK1,INSR,GPRC5A,AXL,CAV1,AKT1,FCGR2A,IFNAR2,F3,PLD2,EZR,MET,PTPRE	16	5.28498089254552	84.5596942807283
EGFR	-0.85146	Resident_macrophage	CD33,IL6ST,RIPK1,CD5,AXL,TLR3,AKT1,FCGR2A,IFNAR2,EZR,PTPRE	11	4.37665120944833	48.1431633039317
EGFR	-0.85146	Tcell_cyto	CD33,ITGA5,ITGA6,IL6ST,RIPK1,CD5,GPRC5A,AKT1,ITGB4,IFNAR2,EZR,PTPRE	12	4.7227919466516	56.6735033598192
EGFR	-0.85146	Treg	ITGA5,ITGA6,IL6ST,RIPK1,CD5,AKT1,ITGB4,PPARG,IFNAR2,F3,EZR,PTPRE	12	5.29016958874645	63.4820350649574
FGFR3	-0.74558	NKcell_prolif	ITGB4	1	4.62990975055918	4.62990975055918
FGFR3	-0.74558	Tcell_cyto	ITGB4	1	2.50341955743792	2.50341955743792
FGFR3	-0.74558	Treg	ITGB4	1	3.21623649633734	3.21623649633734
HLA-A	0.52596	Bcell	APLP2,IL2RB,IL2RG	3	4.41203558482974	13.2361067544892
HLA-A	0.52596	DC_plasma	LILRB2	1	5.75398157118181	5.75398157118181
HLA-A	0.52596	Mastcell	APLP2,IL2RG	2	5.32342649544564	10.6468529908913
HLA-A	0.52596	MD_macrophage	APLP2,LILRB2,IL2RG	3	6.57804342925948	19.7341302877785
HLA-A	0.52596	NKcell	KLRC4,CD3D,CD3G	3	10.0054898021293	30.0164694063878
HLA-A	0.52596	NKcell_prolif	APLP2	1	8.63224887794583	8.63224887794583
HLA-A	0.52596	Nonresident_macrophage	APLP2,LILRB2,IL2RG	3	7.03980753081852	21.1194225924556
HLA-A	0.52596	Resident_macrophage	APLP2,LILRB2,IL2RG	3	5.06129127528692	15.1838738258608
HLA-A	0.52596	Tcell_cyto	APLP2,KIR3DL2,KLRC1,KLRC3,KLRC2,KLRC4,IL2RA,IL2RB,IL2RG,CD3D,CD3G	11	7.01782372622863	77.196060988515
HLA-A	0.52596	Treg	APLP2,KIR3DL2,KLRC1,KLRC3,KLRC2,KLRC4,IL2RA,IL2RB,IL2RG,CD3D,CD3G	11	5.78047610383618	63.585237142198
HLA-B	0.6193	Bcell	CANX	1	5.62572263626973	5.62572263626973
HLA-B	0.6193	DC_plasma	LILRB2,CANX	2	6.24726707863645	12.4945341572729
HLA-B	0.6193	Mastcell	CANX	1	8.24687962954869	8.24687962954869
HLA-B	0.6193	MD_macrophage	LILRB2,CANX	2	6.46534901581025	12.9306980316205
HLA-B	0.6193	NKcell	KLRC4,CD3D,CANX,CD3G	4	9.73390155385419	38.9356062154168
HLA-B	0.6193	NKcell_prolif	CANX	1	7.06648824601428	7.06648824601428
HLA-B	0.6193	Nonresident_macrophage	LILRB2,CANX	2	7.77502472727341	15.5500494545468
HLA-B	0.6193	Resident_macrophage	LILRB2,CANX	2	5.27791434116132	10.5558286823226
HLA-B	0.6193	Tcell_cyto	KLRC1,KLRC4,KLRC3,KLRC2,KIR3DL2,CD3D,CANX,CD3G	8	7.24234382561352	57.9387506049082
HLA-B	0.6193	Treg	KLRC1,KLRC4,KLRC3,KLRC2,KIR3DL2,CD3D,CANX,CD3G	8	6.11761601850607	48.9409281480485
HLA-C	0.76724	DC_plasma	LILRB2	1	5.75398157118181	5.75398157118181
HLA-C	0.76724	MD_macrophage	LILRB2	1	6.77228262709343	6.77228262709343
HLA-C	0.76724	NKcell	KLRC4,CD3D,CD3G	3	10.0054898021293	30.0164694063878
HLA-C	0.76724	Nonresident_macrophage	LILRB2,LILRA3	2	5.98241055065385	11.9648211013077
HLA-C	0.76724	Resident_macrophage	LILRB2	1	3.19812920079323	3.19812920079323
HLA-C	0.76724	Tcell_cyto	KIR3DL2,KLRC1,KLRC3,KLRC2,KLRC4,CD3D,CD3G	7	7.15380731894075	50.0766512325852
HLA-C	0.76724	Treg	KIR3DL2,KLRC1,KLRC3,KLRC2,KLRC4,CD3D,CD3G	7	5.89543133744953	41.2680193621467
HLA-DMA	0.53127	Bcell	CD74	1	13.0956574322934	13.0956574322934
HLA-DMA	0.53127	DC_MD	CD74	1	13.1902559430343	13.1902559430343
HLA-DMA	0.53127	DC_plasma	CD74,CD4	2	9.62773606763966	19.2554721352793
HLA-DMA	0.53127	Mastcell	CD74	1	5.98478519818599	5.98478519818599
HLA-DMA	0.53127	MD_macrophage	CD74,CD4	2	10.0317321916608	20.0634643833216
HLA-DMA	0.53127	NKcell_prolif	CD74,CD4	2	4.43967786621236	8.87935573242473
HLA-DMA	0.53127	Nonresident_macrophage	CD74,CD4	2	9.90039667487128	19.8007933497426
HLA-DMA	0.53127	Resident_macrophage	CD74,CD4	2	9.40220944599269	18.8044188919854
HLA-DMA	0.53127	Tcell_cyto	CD74	1	8.26967737057004	8.26967737057004
HLA-DMA	0.53127	Treg	CD74,CD4	2	6.23049041329487	12.4609808265897
HLA-DRB1	0.78059	DC_plasma	CD4	1	7.13691805926194	7.13691805926194
HLA-DRB1	0.78059	MD_macrophage	CD4	1	6.46072056483961	6.46072056483961
HLA-DRB1	0.78059	NKcell_prolif	CD4	1	0.950541813552911	0.950541813552911
HLA-DRB1	0.78059	Nonresident_macrophage	CD4	1	7.50104085103311	7.50104085103311
HLA-DRB1	0.78059	Resident_macrophage	CD4	1	5.52241891100919	5.52241891100919
HLA-DRB1	0.78059	Treg	CD4	1	4.94274956895085	4.94274956895085
HLA-DRB5	0.7059	DC_plasma	CD4	1	7.13691805926194	7.13691805926194
HLA-DRB5	0.7059	MD_macrophage	CD4	1	6.46072056483961	6.46072056483961
HLA-DRB5	0.7059	NKcell_prolif	CD4	1	0.950541813552911	0.950541813552911
HLA-DRB5	0.7059	Nonresident_macrophage	CD4	1	7.50104085103311	7.50104085103311
HLA-DRB5	0.7059	Resident_macrophage	CD4	1	5.52241891100919	5.52241891100919
HLA-DRB5	0.7059	Treg	CD4	1	4.94274956895085	4.94274956895085
HLA-F	0.55971	DC_plasma	LILRB2	1	5.75398157118181	5.75398157118181
HLA-F	0.55971	MD_macrophage	LILRB2	1	6.77228262709343	6.77228262709343
HLA-F	0.55971	NKcell	KLRC4	1	9.91764593411208	9.91764593411208
HLA-F	0.55971	Nonresident_macrophage	LILRB2	1	7.78269132668118	7.78269132668118
HLA-F	0.55971	Resident_macrophage	LILRB2	1	3.19812920079323	3.19812920079323
HLA-F	0.55971	Tcell_cyto	KLRC1,KLRC3,KLRC2,KIR3DL2,KLRC4	5	6.00625599707792	30.0312799853896
HLA-F	0.55971	Treg	KLRC1,KLRC3,KLRC2,KIR3DL2,KLRC4	5	4.18786050991218	20.9393025495609
HSPA1A	-1.59207	Bcell	NR3C1	1	7.61878491286592	7.61878491286592
HSPA1A	-1.59207	DC_plasma	NR3C1	1	9.59215033710263	9.59215033710263
HSPA1A	-1.59207	Mastcell	NR3C1	1	5.46230162198942	5.46230162198942
HSPA1A	-1.59207	MD_macrophage	NR3C1,NOD2	2	5.78121143077224	11.5624228615445
HSPA1A	-1.59207	NKcell_prolif	NR3C1	1	5.01468296793674	5.01468296793674
HSPA1A	-1.59207	Nonresident_macrophage	NR3C1,NOD2,TLR4	3	5.27328778322162	15.8198633496649
HSPA1A	-1.59207	Resident_macrophage	NR3C1,NOD2,ENPP1	3	2.76295430518208	8.28886291554623
HSPA1A	-1.59207	Tcell_cyto	NR3C1,NOD2	2	4.71310555623669	9.42621111247338
HSPA1A	-1.59207	Treg	NR3C1,ENPP1	2	5.81321516443943	11.6264303288789
LCN2	1.63619	Bcell	NR3C1	1	7.61878491286592	7.61878491286592
LCN2	1.63619	DC_plasma	NR3C1	1	9.59215033710263	9.59215033710263
LCN2	1.63619	Mastcell	NR3C1	1	5.46230162198942	5.46230162198942
LCN2	1.63619	MD_macrophage	NR3C1	1	7.08789450269644	7.08789450269644
LCN2	1.63619	NKcell_prolif	NR3C1,PKD1	2	5.20917322365226	10.4183464473045
LCN2	1.63619	Nonresident_macrophage	NR3C1,PKD1	2	4.40050504854347	8.80101009708694
LCN2	1.63619	Resident_macrophage	NR3C1	1	3.49987710995889	3.49987710995889
LCN2	1.63619	Tcell_cyto	NR3C1,PKD1	2	5.78520151383109	11.5704030276622
LCN2	1.63619	Treg	NR3C1,PKD1	2	5.95612583960867	11.9122516792173
LYPD3	-0.60158	Bcell	AGR2	1	5.80474254103254	5.80474254103254
LYPD3	-0.60158	Mastcell	AGR2	1	4.43522003251923	4.43522003251923
LYPD3	-0.60158	NKcell_prolif	AGR2	1	9.9502131606462	9.9502131606462
LYPD3	-0.60158	Nonresident_macrophage	AGR2	1	5.55438712364281	5.55438712364281
LYPD3	-0.60158	Resident_macrophage	AGR2	1	6.81741562034534	6.81741562034534
LYPD3	-0.60158	Treg	AGR2	1	3.27643818688167	3.27643818688167
MDK	0.84943	Bcell	ITGB1,ITGA4,TSPAN1	3	5.03022782523067	15.090683475692
MDK	0.84943	DC_plasma	ITGB1	1	7.13691805926194	7.13691805926194
MDK	0.84943	Mastcell	ITGB1,ITGA4	2	5.99761812416854	11.9952362483371
MDK	0.84943	MD_macrophage	ITGB1,ITGA4	2	4.52036429683095	9.04072859366191
MDK	0.84943	NKcell	TSPAN1	1	8.67535846398954	8.67535846398954
MDK	0.84943	NKcell_prolif	ITGB1,LRP1,SDC1,ITGA6,TSPAN1	5	6.40199078866708	32.0099539433354
MDK	0.84943	Nonresident_macrophage	ITGB1,LRP1,SDC3,ITGA4,TSPAN1	5	5.35267220968329	26.7633610484165
MDK	0.84943	Resident_macrophage	ITGB1,LRP1,ITGA4,TSPAN1	4	3.62789342808885	14.5115737123554
MDK	0.84943	Tcell_cyto	ITGB1,LRP1,ITGA4,ITGA6,TSPAN1	5	4.62402667284467	23.1201333642234
MDK	0.84943	Treg	ITGB1,ITGA4,ITGA6	3	6.22745170536036	18.6823551160811
MIF	0.81587	Bcell	CD74,CXCR4	2	10.9559294059639	21.9118588119279
MIF	0.81587	DC_MD	CD74	1	13.1902559430343	13.1902559430343
MIF	0.81587	DC_plasma	CD74,CXCR4	2	11.232255127024	22.4645102540479
MIF	0.81587	Mastcell	CD74	1	5.98478519818599	5.98478519818599
MIF	0.81587	MD_macrophage	CD74,CXCR4	2	12.2543353828318	24.5086707656636
MIF	0.81587	NKcell_prolif	CD74	1	7.92881391887182	7.92881391887182
MIF	0.81587	Nonresident_macrophage	CD74,CXCR2,TNFRSF10D,CXCR4	4	6.93487687549022	27.7395075019609
MIF	0.81587	Resident_macrophage	CD74,CXCR2,TNFRSF10D,CXCR4	4	6.05931806367204	24.2372722546882
MIF	0.81587	Tcell_cyto	CD74,CXCR4	2	7.86867894125156	15.7373578825031
MIF	0.81587	Treg	CD74,CXCR4	2	7.46991754909012	14.9398350981802
MUC2	0.97112	Bcell	AGR2	1	5.80474254103254	5.80474254103254
MUC2	0.97112	Mastcell	AGR2	1	4.43522003251923	4.43522003251923
MUC2	0.97112	NKcell_prolif	AGR2	1	9.9502131606462	9.9502131606462
MUC2	0.97112	Nonresident_macrophage	AGR2	1	5.55438712364281	5.55438712364281
MUC2	0.97112	Resident_macrophage	AGR2	1	6.81741562034534	6.81741562034534
MUC2	0.97112	Treg	AGR2	1	3.27643818688167	3.27643818688167
PI3	1.15747	MD_macrophage	PLD2	1	4.52036429683095	4.52036429683095
PI3	1.15747	NKcell_prolif	PLD2	1	0.950541813552911	0.950541813552911
PI3	1.15747	Nonresident_macrophage	PLD2	1	3.63466444240982	3.63466444240982
PLA2G10	0.67071	NKcell_prolif	PLA2R1	1	2.16354650229815	2.16354650229815
PLAT	-0.60197	Bcell	ITGAM	1	2.89056396080507	2.89056396080507
PLAT	-0.60197	Mastcell	ITGAM	1	5.46230162198942	5.46230162198942
PLAT	-0.60197	MD_macrophage	ITGAM	1	5.29821464148666	5.29821464148666
PLAT	-0.60197	NKcell_prolif	LRP1	1	2.41952897943957	2.41952897943957
PLAT	-0.60197	Nonresident_macrophage	LRP1,ITGAM	2	7.10530660666226	14.2106132133245
PLAT	-0.60197	Resident_macrophage	LRP1,ITGAM	2	4.40534391618414	8.81068783236828
PLAT	-0.60197	Tcell_cyto	LRP1,ITGAM	2	2.46391784095581	4.92783568191163
S100A4	1.72412	Bcell	AKT1	1	3.75575609407463	3.75575609407463
S100A4	1.72412	DC_plasma	AKT1	1	5.75398157118181	5.75398157118181
S100A4	1.72412	MD_macrophage	AKT1	1	4.12091750041794	4.12091750041794
S100A4	1.72412	NKcell_prolif	AKT1	1	3.72714263225376	3.72714263225376
S100A4	1.72412	Nonresident_macrophage	AKT1	1	5.47206054177849	5.47206054177849
S100A4	1.72412	Resident_macrophage	AKT1	1	3.91226281917477	3.91226281917477
S100A4	1.72412	Tcell_cyto	AKT1	1	5.65549415342194	5.65549415342194
S100A4	1.72412	Treg	AKT1	1	5.72241441692756	5.72241441692756
S100A6	0.86901	Bcell	ESR1	1	3.236779079048	3.236779079048
S100A8	0.55011	Nonresident_macrophage	TLR4	1	5.79056147421046	5.79056147421046
SAA1	1.71155	Bcell	F3	1	2.58428946288222	2.58428946288222
SAA1	1.71155	Mastcell	F3	1	4.55174641729702	4.55174641729702
SAA1	1.71155	NKcell_prolif	F3	1	9.79749544739145	9.79749544739145
SAA1	1.71155	Nonresident_macrophage	TLR2,F3	2	4.94086495360906	9.88172990721812
SAA1	1.71155	Resident_macrophage	TLR2	1	3.91839315458685	3.91839315458685
SAA1	1.71155	Treg	F3	1	4.50883827284968	4.50883827284968
SCGB3A1	-2.69658	Nonresident_macrophage	MARCO	1	5.7087344455647	5.7087344455647
SEMA5A	-0.51959	Nonresident_macrophage	MET	1	2.39052284141799	2.39052284141799
SLPI	0.50459	Bcell	PLSCR1	1	4.90798985959537	4.90798985959537
SLPI	0.50459	DC_plasma	CD4,PLSCR1	2	7.36733252330512	14.7346650466102
SLPI	0.50459	MD_macrophage	CD4,PLSCR1	2	7.41282417569792	14.8256483513958
SLPI	0.50459	NKcell_prolif	CD4,PLSCR4,PLSCR1	3	3.26816171921766	9.80448515765299
SLPI	0.50459	Nonresident_macrophage	CD4,PLSCR1	2	8.27143078929553	16.5428615785911
SLPI	0.50459	Resident_macrophage	CD4,PLSCR1	2	6.3856712616848	12.7713425233696
SLPI	0.50459	Tcell_cyto	PLSCR1	1	6.32077149078089	6.32077149078089
SLPI	0.50459	Treg	CD4,PLSCR1	2	5.57364407224719	11.1472881444944
TFF1	1.06891	Bcell	ITGB1,FCRL4	2	7.81020754853066	15.6204150970613
TFF1	1.06891	DC_plasma	ITGB1	1	7.13691805926194	7.13691805926194
TFF1	1.06891	Mastcell	ITGB1	1	6.59375100289675	6.59375100289675
TFF1	1.06891	MD_macrophage	ITGB1	1	4.52036429683095	4.52036429683095
TFF1	1.06891	NKcell_prolif	ITGB1	1	5.32259912771924	5.32259912771924
TFF1	1.06891	Nonresident_macrophage	ITGB1	1	8.43882684248683	8.43882684248683
TFF1	1.06891	Resident_macrophage	ITGB1	1	5.28672436688997	5.28672436688997
TFF1	1.06891	Tcell_cyto	ITGB1	1	5.283083397151	5.283083397151
TFF1	1.06891	Treg	ITGB1	1	6.89433046398449	6.89433046398449
TNC	-0.59386	Bcell	ITGA4,NT5E,ITGB1,ITGB7,ITGAV	5	4.93467374442899	24.6733687221449
TNC	-0.59386	DC_plasma	ITGB1	1	7.13691805926194	7.13691805926194
TNC	-0.59386	Mastcell	ITGA4,ITGA2B,ITGB1,ITGB8,ITGAV	5	5.8918320752995	29.4591603764975
TNC	-0.59386	MD_macrophage	ITGA4,ITGA5,NT5E,ITGB1,ITGAV	5	4.82964014317701	24.1482007158851
TNC	-0.59386	NKcell_prolif	ITGA1,ITGA2,ITGA3,ITGA6,NT5E,ITGB1,ITGB5,ITGB4,ITGB6,ITGB8,SDC1	11	4.78163035190561	52.5979338709617
TNC	-0.59386	Nonresident_macrophage	ITGA9,ITGA4,ITGA5,ITGB1,ITGB5,ITGB7,ITGB8,SDC3,ITGAV	9	4.90630205400392	44.1567184860353
TNC	-0.59386	Resident_macrophage	ITGA4,NT5E,ITGB1,ITGB7	4	3.93786887958652	15.7514755183461
TNC	-0.59386	Tcell_cyto	ITGA1,ITGA4,ITGA5,ITGA6,ITGA7,ITGB1,ITGB4,ITGB7,ITGAV	9	5.17195054696937	46.5475549227243
TNC	-0.59386	Treg	ITGA1,ITGA4,ITGA5,ITGA6,ITGB1,ITGB4,ITGB7,ITGB8,ITGAV	9	5.37095730947967	48.338615785317
ZG16B	0.87036	Bcell	TLR6,CXCR4	2	8.09913511813782	16.1982702362756
ZG16B	0.87036	DC_plasma	CXCR4	1	10.3459561780305	10.3459561780305
ZG16B	0.87036	Mastcell	TLR5	1	4.55174641729702	4.55174641729702
ZG16B	0.87036	MD_macrophage	CXCR4	1	10.9059269471816	10.9059269471816
ZG16B	0.87036	NKcell_prolif	TLR5	1	0.950541813552911	0.950541813552911
ZG16B	0.87036	Nonresident_macrophage	TLR2,TLR5,TLR6,TLR4,CXCR4	5	5.87542091529766	29.3771045764883
ZG16B	0.87036	Resident_macrophage	TLR2,CXCR4	2	5.41078646011939	10.8215729202388
ZG16B	0.87036	Tcell_cyto	TLR6,CXCR4	2	4.96170628908825	9.92341257817649
ZG16B	0.87036	Treg	CXCR4	1	7.42160384054134	7.42160384054134
