ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0019884	antigen processing and presentation of exogenous antigen	11/86	33/1561	5.36672742178295e-07	0.000102553282187161	8.87435883716836e-05	HLA-A/HLA-DMA/B2M/HLA-B/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/CD74/PDIA3/CANX	11
GO:0019221	cytokine-mediated signaling pathway	38/86	336/1561	1.03496691173227e-06	0.000181291704038436	0.000156879195041523	HLA-A/B2M/HLA-B/ANXA1/MIF/CXCL3/CXCL6/LCN2/SAA1/CXCL1/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/IL2RB/IL2RG/CD74/CANX/CCR6/CCR10/CXCR4/ITGB1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/F3/AKT1/CD4/CX3CR1/GPR35/SDC1/CXCR2/IL2RA/CXCR6/CCR4	38
GO:0019722	calcium-mediated signaling	15/86	67/1561	1.30928588398923e-06	0.000211701456011181	0.000183194008707157	DEFB1/CCR6/CCR10/CXCR4/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CD4/CX3CR1/CXCR2/CXCR6/CCR4	15
GO:0060326	cell chemotaxis	25/86	171/1561	1.53211365059076e-06	0.00023003592096727	0.000199059578061717	DEFB4A/ANXA1/MIF/MDK/CXCL3/CXCL6/SAA1/CXCL1/CXCL17/S100A8/CD74/CCR6/CCR10/CXCR4/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CX3CR1/DYSF/CXCR2/CXCR6/CCR4	25
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	8/86	19/1561	2.82572340256733e-06	0.000395978039479768	0.000342656143132375	HLA-A/B2M/HLA-B/HLA-F/HLA-C/PDIA3/CANX/HFE	8
GO:0044419	interspecies interaction between organisms	43/86	426/1561	3.37998057772765e-06	0.000419783275380657	0.000363255796413329	SLPI/HLA-A/B2M/HLA-B/DEFB4A/ANXA1/DEFB1/MIF/CXCL3/MUC2/CXCL6/LCN2/SAA1/CXCL1/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/PI3/S100A8/PLSCR1/IL2RB/IL2RG/CD74/CXCR4/ITGB1/TLR6/CCR2/CCR7/CCR5/AKT1/CD4/LILRB2/CX3CR1/TLR5/PLSCR4/TLR4/TLR2/KLRC2/IL2RA/CD247/CXCR6/CCR4	43
GO:0050900	leukocyte migration	28/86	215/1561	3.39501221763615e-06	0.000419783275380657	0.000363255796413329	ANXA1/MIF/MDK/CXCL3/CXCL6/SAA1/CXCL1/CXCL17/S100A8/CD74/CCR6/CXCR4/ITGB1/ITGA4/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/AKT1/CX3CR1/DYSF/SDC1/ITGA6/CXCR2/TNFRSF10D/SDC3	28
GO:0002483	antigen processing and presentation of endogenous peptide antigen	6/86	10/1561	4.14245171844101e-06	0.000458285974324368	0.000396573771161554	HLA-A/B2M/HLA-B/HLA-F/HLA-C/HFE	6
GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	6/86	10/1561	4.14245171844101e-06	0.000458285974324368	0.000396573771161554	HLA-A/B2M/HLA-B/HLA-F/HLA-C/HFE	6
GO:0019883	antigen processing and presentation of endogenous antigen	7/86	15/1561	5.43573970089733e-06	0.000571296242564309	0.000494366221218452	HLA-A/B2M/HLA-B/HLA-F/HLA-C/CD74/HFE	7
GO:0002407	dendritic cell chemotaxis	7/86	16/1561	9.23436275627633e-06	0.000882301386986038	0.000763491810662464	CCR6/CXCR4/CCR1/CCR2/CCR7/CCR5/CXCR2	7
GO:0036336	dendritic cell migration	7/86	16/1561	9.23436275627633e-06	0.000882301386986038	0.000763491810662464	CCR6/CXCR4/CCR1/CCR2/CCR7/CCR5/CXCR2	7
GO:0030595	leukocyte chemotaxis	20/86	136/1561	2.08005127261579e-05	0.00190098598914713	0.00164500164717624	ANXA1/MIF/MDK/CXCL3/CXCL6/SAA1/CXCL1/CXCL17/S100A8/CD74/CCR6/CXCR4/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/DYSF/CXCR2	20
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	6/86	13/1561	2.95749405182144e-05	0.00259027187372028	0.00224146917611731	HLA-A/B2M/HLA-B/HLA-F/HLA-C/PDIA3	6
GO:0051707	response to other organism	36/86	354/1561	3.39768484026549e-05	0.00285677341369522	0.00247208395957	SLPI/HLA-A/B2M/HLA-B/DEFB4A/ANXA1/DEFB1/MIF/CXCL3/MUC2/CXCL6/LCN2/SAA1/CXCL1/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/PI3/S100A8/PLSCR1/CXCR4/TLR6/CCR7/CCR5/AKT1/CD4/LILRB2/CX3CR1/TLR5/PLSCR4/TLR4/TLR2/KLRC2/IL2RA/CCR4	36
GO:0043207	response to external biotic stimulus	36/86	356/1561	3.88205158335314e-05	0.00313848939546473	0.00271586442754422	SLPI/HLA-A/B2M/HLA-B/DEFB4A/ANXA1/DEFB1/MIF/CXCL3/MUC2/CXCL6/LCN2/SAA1/CXCL1/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/PI3/S100A8/PLSCR1/CXCR4/TLR6/CCR7/CCR5/AKT1/CD4/LILRB2/CX3CR1/TLR5/PLSCR4/TLR4/TLR2/KLRC2/IL2RA/CCR4	36
GO:0009607	response to biotic stimulus	36/86	357/1561	4.1474043932587e-05	0.00322883112393696	0.00279404085440586	SLPI/HLA-A/B2M/HLA-B/DEFB4A/ANXA1/DEFB1/MIF/CXCL3/MUC2/CXCL6/LCN2/SAA1/CXCL1/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/PI3/S100A8/PLSCR1/CXCR4/TLR6/CCR7/CCR5/AKT1/CD4/LILRB2/CX3CR1/TLR5/PLSCR4/TLR4/TLR2/KLRC2/IL2RA/CCR4	36
GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	6/86	14/1561	4.94807740280171e-05	0.00364050155420352	0.00315027627105198	HLA-A/B2M/HLA-B/HLA-F/HLA-C/PDIA3	6
GO:0002682	regulation of immune system process	40/86	421/1561	5.02257588353483e-05	0.00364050155420352	0.00315027627105198	HLA-A/B2M/HLA-B/ANXA1/MIF/MDK/MUC2/CXCL6/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/CXCL17/PLA2G10/PLSCR1/CD74/CCR6/ITGB1/ITGA4/TLR6/CCR1/CCR2/CCR7/CXCR3/AKT1/CD4/LILRB2/CX3CR1/PLD2/CD3D/CD3G/HFE/DYSF/TLR4/FPR3/CXCR2/KIR3DL2/KLRC1/IL2RA/CD247	40
GO:0002684	positive regulation of immune system process	32/86	305/1561	6.42558655174771e-05	0.00450219431059123	0.0038959345829544	HLA-A/B2M/HLA-B/ANXA1/MIF/MDK/MUC2/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/CXCL17/PLSCR1/CD74/CCR6/ITGA4/TLR6/CCR1/CCR2/CCR7/AKT1/CD4/LILRB2/PLD2/CD3D/CD3G/DYSF/TLR4/FPR3/CXCR2/IL2RA/CD247	32
GO:0002252	immune effector process	30/86	278/1561	7.0883512295905e-05	0.00480635944664491	0.00415914123080896	SLPI/HLA-A/B2M/HLA-B/ANXA1/MIF/MDK/CXCL6/LCN2/CXCL1/HLA-F/HLA-C/S100A8/PLSCR1/CD74/CCR6/CCR2/LILRB2/PLD2/CD3G/HFE/DYSF/LRP1/TLR4/LILRA3/CXCR2/TLR2/KLRC2/IL2RA/CD247	30
GO:0001776	leukocyte homeostasis	8/86	28/1561	7.70597716206641e-05	0.00506186374833237	0.0043802396500167	ANXA1/MIF/CXCL6/CD74/CCR2/AKT1/CXCR2/IL2RA	8
GO:0006954	inflammatory response	32/86	309/1561	8.44607220812585e-05	0.00523898474134581	0.00453350975664558	ANXA1/MIF/MDK/CXCL3/CXCL6/SAA1/CXCL1/CXCL17/S100A8/PLSCR1/CCR6/CXCR4/ESR1/TLR6/CCR1/CCR2/CCR7/CXCR3/CCR5/F3/AKT1/TLR5/HFE/LRP1/SDC1/TLR4/FPR3/CXCR2/TLR2/IL2RA/CXCR6/CCR4	32
GO:0048872	homeostasis of number of cells	11/86	53/1561	8.47409520484098e-05	0.00523898474134581	0.00453350975664558	B2M/ANXA1/MIF/CXCL6/CD74/CCR2/CCR7/AKT1/CXCR2/IL2RA/CCR4	11
GO:0071887	leukocyte apoptotic process	9/86	37/1561	0.000107298848685073	0.00632707993297259	0.00547508344142252	ANXA1/MIF/CD74/CCR7/CCR5/AKT1/CD3G/CXCR2/IL2RA	9
GO:0002250	adaptive immune response	21/86	164/1561	0.000108361026444821	0.00632707993297259	0.00547508344142252	HLA-A/HLA-DMA/B2M/HLA-B/ANXA1/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/CD74/CCR6/CCR2/FCRL4/CD4/LILRB2/CD3D/CD3G/HFE/TLR4/LILRA3/CD247	21
GO:0006935	chemotaxis	30/86	288/1561	0.000142294595490603	0.00787113788740126	0.00681122052653081	DEFB4A/ANXA1/DEFB1/MIF/MDK/CXCL3/CXCL6/SAA1/CXCL1/CXCL17/PLA2G10/S100A8/CD74/CCR6/CCR10/CXCR4/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/F3/CX3CR1/DYSF/LRP1/FPR3/CXCR2/CXCR6/CCR4	30
GO:0042330	taxis	30/86	288/1561	0.000142294595490603	0.00787113788740126	0.00681122052653081	DEFB4A/ANXA1/DEFB1/MIF/MDK/CXCL3/CXCL6/SAA1/CXCL1/CXCL17/PLA2G10/S100A8/CD74/CCR6/CCR10/CXCR4/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/F3/CX3CR1/DYSF/LRP1/FPR3/CXCR2/CXCR6/CCR4	30
GO:0002475	antigen processing and presentation via MHC class Ib	5/86	11/1561	0.000160754687767976	0.00866426547918678	0.00749754657120274	HLA-A/B2M/HLA-B/HLA-F/HLA-C	5
GO:0019730	antimicrobial humoral response	9/86	39/1561	0.000166798429982475	0.00876525749557905	0.00758493913183464	SLPI/DEFB4A/DEFB1/CXCL3/CXCL6/LCN2/CXCL1/PI3/S100A8	9
GO:0033077	T cell differentiation in thymus	6/86	17/1561	0.000178214684472077	0.00913676260390991	0.00790641783742618	B2M/CD74/CCR6/CCR7/CD3D/CD3G	6
GO:0050852	T cell receptor signaling pathway	7/86	24/1561	0.00019432916416037	0.00972571197774044	0.00841606004183258	HLA-DRB5/HLA-DRB1/CCR7/CD4/CD3D/CD3G/CD247	7
GO:0050776	regulation of immune response	28/86	267/1561	0.000234652051631544	0.0114706654076629	0.00992604027464646	HLA-A/B2M/HLA-B/ANXA1/MIF/MUC2/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/PLSCR1/CD74/ITGB1/ITGA4/CCR2/CCR7/CD4/LILRB2/PLD2/CD3D/CD3G/HFE/TLR4/FPR3/KIR3DL2/KLRC1/IL2RA/CD247	28
GO:0007204	positive regulation of cytosolic calcium ion concentration	20/86	161/1561	0.000254001823676015	0.0120488361806134	0.0104263553107817	SAA1/CCR6/CCR10/CXCR4/ESR1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CD4/CX3CR1/GPR35/LRP1/PKD1/FPR3/CXCR2/CXCR6/CCR4	20
GO:0060333	interferon-gamma-mediated signaling pathway	7/86	25/1561	0.000257943686074027	0.0120488361806134	0.0104263553107817	HLA-A/B2M/HLA-B/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1	7
GO:0007009	plasma membrane organization	5/86	12/1561	0.000263681153419824	0.0120490822714885	0.0104265682633743	PLSCR1/CXCR4/AKT1/PLSCR4/DYSF	5
GO:0030217	T cell differentiation	12/86	70/1561	0.000277853215668386	0.0124265416879776	0.0107531994776029	B2M/ANXA1/MDK/CD74/CCR6/CCR2/CCR7/CD4/LILRB2/CD3D/CD3G/IL2RA	12
GO:0009617	response to bacterium	22/86	190/1561	0.000333619634048768	0.0143698763236069	0.0124348471566893	SLPI/B2M/DEFB4A/DEFB1/MIF/CXCL3/CXCL6/LCN2/CXCL1/S100A8/TLR6/CCR7/CCR5/AKT1/CD4/LILRB2/CX3CR1/TLR5/PLSCR4/TLR4/TLR2/CCR4	22
GO:0002685	regulation of leukocyte migration	15/86	104/1561	0.000338607647998285	0.0143698763236069	0.0124348471566893	ANXA1/MIF/MDK/CXCL17/CD74/CCR6/ITGA4/CCR1/CCR2/CCR7/CXCR3/AKT1/CX3CR1/DYSF/CXCR2	15
GO:0071219	cellular response to molecule of bacterial origin	13/86	82/1561	0.000341814374966864	0.0143698763236069	0.0124348471566893	MIF/CXCL3/CXCL6/LCN2/CXCL1/TLR6/CCR5/AKT1/LILRB2/CX3CR1/PLSCR4/TLR4/TLR2	13
GO:0002429	immune response-activating cell surface receptor signaling pathway	11/86	62/1561	0.000374161376795923	0.0151247541158659	0.0130880740709181	MUC2/HLA-DRB5/HLA-DRB1/PLSCR1/CCR7/CD4/PLD2/CD3D/CD3G/FPR3/CD247	11
GO:0002757	immune response-activating signal transduction	11/86	62/1561	0.000374161376795923	0.0151247541158659	0.0130880740709181	MUC2/HLA-DRB5/HLA-DRB1/PLSCR1/CCR7/CD4/PLD2/CD3D/CD3G/FPR3/CD247	11
GO:0045321	leukocyte activation	32/86	333/1561	0.000382942395947461	0.0151876399298408	0.013142491761613	SLPI/B2M/ANXA1/MIF/MDK/CXCL6/LCN2/CXCL1/HLA-F/PLA2G10/S100A8/PLSCR1/CD74/CCR6/ITGB1/ITGA4/TLR6/CCR2/CCR7/CXCR5/AKT1/CD4/LILRB2/CD3D/CD3G/HFE/DYSF/TLR4/LILRA3/CXCR2/TLR2/IL2RA	32
GO:0050778	positive regulation of immune response	21/86	179/1561	0.000392816616101034	0.0152907505008217	0.0132317175949822	HLA-A/B2M/HLA-B/ANXA1/MIF/MUC2/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/PLSCR1/CD74/CCR2/CCR7/CD4/PLD2/CD3D/CD3G/TLR4/FPR3/CD247	21
GO:0002237	response to molecule of bacterial origin	17/86	130/1561	0.000437300037134483	0.0164248830547436	0.0142131293097285	SLPI/B2M/MIF/CXCL3/CXCL6/LCN2/CXCL1/S100A8/TLR6/CCR7/CCR5/AKT1/LILRB2/CX3CR1/PLSCR4/TLR4/TLR2	17
GO:0071216	cellular response to biotic stimulus	13/86	84/1561	0.000437580138470808	0.0164248830547436	0.0142131293097285	MIF/CXCL3/CXCL6/LCN2/CXCL1/TLR6/CCR5/AKT1/LILRB2/CX3CR1/PLSCR4/TLR4/TLR2	13
GO:0055065	metal ion homeostasis	24/86	224/1561	0.000561221027098305	0.0206962561221164	0.01790932474286	B2M/LCN2/SAA1/S100A8/CCR6/CCR10/CXCR4/ESR1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CD4/CX3CR1/GPR35/HFE/LRP1/PKD1/FPR3/CXCR2/CXCR6/CCR4	24
GO:0002768	immune response-regulating cell surface receptor signaling pathway	12/86	76/1561	0.000615487133807304	0.0223061026769475	0.019302391419583	MUC2/HLA-DRB5/HLA-DRB1/PLSCR1/CCR7/CD4/LILRB2/PLD2/CD3D/CD3G/FPR3/CD247	12
GO:0051480	regulation of cytosolic calcium ion concentration	20/86	172/1561	0.000631659073440157	0.0225041927520544	0.0194738069385297	SAA1/CCR6/CCR10/CXCR4/ESR1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CD4/CX3CR1/GPR35/LRP1/PKD1/FPR3/CXCR2/CXCR6/CCR4	20
GO:0006875	cellular metal ion homeostasis	23/86	213/1561	0.000677476593973321	0.0233399027473662	0.0201969812947312	LCN2/SAA1/S100A8/CCR6/CCR10/CXCR4/ESR1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CD4/CX3CR1/GPR35/HFE/LRP1/PKD1/FPR3/CXCR2/CXCR6/CCR4	23
GO:0042592	homeostatic process	36/86	405/1561	0.000683862970377993	0.0233399027473662	0.0201969812947312	B2M/ANXA1/MIF/ZG16B/MUC2/TFF1/CXCL6/LCN2/SAA1/PLA2G10/S100A8/CD74/PDIA3/CCR6/CCR10/CXCR4/ESR1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/AKT1/CD4/CX3CR1/GPR35/HFE/LRP1/PKD1/TLR4/FPR3/CXCR2/IL2RA/CXCR6/CCR4	36
GO:0055080	cation homeostasis	24/86	227/1561	0.000688427198066937	0.0233399027473662	0.0201969812947312	B2M/LCN2/SAA1/S100A8/CCR6/CCR10/CXCR4/ESR1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CD4/CX3CR1/GPR35/HFE/LRP1/PKD1/FPR3/CXCR2/CXCR6/CCR4	24
GO:0097529	myeloid leukocyte migration	16/86	124/1561	0.000773226951805245	0.0254243699077812	0.0220007567733216	ANXA1/MIF/MDK/CXCL3/CXCL6/SAA1/CXCL1/CXCL17/S100A8/CD74/CCR1/CCR2/CCR7/CX3CR1/DYSF/CXCR2	16
GO:0002764	immune response-regulating signaling pathway	12/86	78/1561	0.000786196024741093	0.0254243699077812	0.0220007567733216	MUC2/HLA-DRB5/HLA-DRB1/PLSCR1/CCR7/CD4/LILRB2/PLD2/CD3D/CD3G/FPR3/CD247	12
GO:0071222	cellular response to lipopolysaccharide	12/86	78/1561	0.000786196024741093	0.0254243699077812	0.0220007567733216	MIF/CXCL3/CXCL6/LCN2/CXCL1/CCR5/AKT1/LILRB2/CX3CR1/PLSCR4/TLR4/TLR2	12
GO:0030003	cellular cation homeostasis	23/86	216/1561	0.000832593203981216	0.0265168320419472	0.0229461093537407	LCN2/SAA1/S100A8/CCR6/CCR10/CXCR4/ESR1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CD4/CX3CR1/GPR35/HFE/LRP1/PKD1/FPR3/CXCR2/CXCR6/CCR4	23
GO:0071624	positive regulation of granulocyte chemotaxis	5/86	15/1561	0.000876004874981373	0.0270788565766301	0.0234324523834027	MDK/CD74/CCR7/DYSF/CXCR2	5
GO:0090023	positive regulation of neutrophil chemotaxis	5/86	15/1561	0.000876004874981373	0.0270788565766301	0.0234324523834027	MDK/CD74/CCR7/DYSF/CXCR2	5
GO:0098771	inorganic ion homeostasis	24/86	232/1561	0.00095732846048194	0.0291638322309136	0.0252366678827276	B2M/LCN2/SAA1/S100A8/CCR6/CCR10/CXCR4/ESR1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CD4/CX3CR1/GPR35/HFE/LRP1/PKD1/FPR3/CXCR2/CXCR6/CCR4	24
GO:0016192	vesicle-mediated transport	32/86	350/1561	0.000988684142612156	0.029688772396725	0.0256909202772001	SLPI/B2M/ANXA1/MIF/LCN2/SAA1/CXCL1/HLA-F/S100A8/APLP2/IL2RB/IL2RG/CANX/ITGB1/ITGA4/TSPAN1/CCR1/CCR2/LILRB2/PLD2/CD3G/HFE/PLA2R1/LMTK2/DYSF/LRP1/SDC1/TLR4/LILRA3/CXCR2/TLR2/CD247	32
GO:0001775	cell activation	34/86	382/1561	0.00104688977324479	0.0309938352585992	0.0268202450432467	SLPI/B2M/ANXA1/MIF/MDK/CXCL6/LCN2/SAA1/CXCL1/HLA-F/PLA2G10/S100A8/PLSCR1/CD74/CCR6/ITGB1/ITGA4/TLR6/CCR2/CCR7/CXCR5/AKT1/CD4/LILRB2/CD3D/CD3G/HFE/DYSF/LRP1/TLR4/LILRA3/CXCR2/TLR2/IL2RA	34
GO:2000106	regulation of leukocyte apoptotic process	7/86	31/1561	0.00107545295442099	0.0313089375991267	0.0270929161056092	ANXA1/MIF/CD74/CCR7/CCR5/CD3G/CXCR2	7
GO:0006873	cellular ion homeostasis	23/86	220/1561	0.00108732276153009	0.0313089375991267	0.0270929161056092	LCN2/SAA1/S100A8/CCR6/CCR10/CXCR4/ESR1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CD4/CX3CR1/GPR35/HFE/LRP1/PKD1/FPR3/CXCR2/CXCR6/CCR4	23
GO:0042742	defense response to bacterium	11/86	70/1561	0.0011038044127516	0.0313540118324848	0.0271319207003524	SLPI/DEFB4A/DEFB1/CXCL6/LCN2/S100A8/TLR6/CD4/TLR5/TLR4/TLR2	11
GO:0032103	positive regulation of response to external stimulus	21/86	194/1561	0.00119975133297075	0.0324444015566126	0.0280754799388184	MIF/MDK/MUC2/HLA-F/CXCL17/S100A8/PLSCR1/CD74/CCR6/CXCR4/TLR6/CCR1/CCR2/CCR7/F3/DYSF/LRP1/TLR4/CXCR2/TLR2/CCR4	21
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	5/86	16/1561	0.00121936618600019	0.0324444015566126	0.0280754799388184	HLA-DMA/HLA-DRB5/HLA-DRB1/CD74/CANX	5
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	5/86	16/1561	0.00121936618600019	0.0324444015566126	0.0280754799388184	HLA-DMA/HLA-DRB5/HLA-DRB1/CD74/CANX	5
GO:0045058	T cell selection	5/86	16/1561	0.00121936618600019	0.0324444015566126	0.0280754799388184	CD74/CCR7/CD4/CD3D/CD3G	5
GO:0061025	membrane fusion	5/86	16/1561	0.00121936618600019	0.0324444015566126	0.0280754799388184	ANXA1/CXCR4/CCR5/CD4/DYSF	5
GO:0002274	myeloid leukocyte activation	18/86	156/1561	0.00137263599752453	0.036066010834957	0.0312094079437156	SLPI/B2M/MIF/CXCL6/LCN2/CXCL1/PLA2G10/S100A8/PLSCR1/CD74/TLR6/CCR2/LILRB2/DYSF/TLR4/LILRA3/CXCR2/TLR2	18
GO:0072503	cellular divalent inorganic cation homeostasis	21/86	198/1561	0.0015752857200675	0.0408626025731013	0.0353600967731579	SAA1/S100A8/CCR6/CCR10/CXCR4/ESR1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CD4/CX3CR1/GPR35/LRP1/PKD1/FPR3/CXCR2/CXCR6/CCR4	21
GO:0098542	defense response to other organism	26/86	269/1561	0.00159406917744734	0.0408626025731013	0.0353600967731579	SLPI/HLA-A/B2M/HLA-B/DEFB4A/ANXA1/DEFB1/MIF/MUC2/CXCL6/LCN2/SAA1/HLA-F/HLA-DRB5/HLA-C/HLA-DRB1/S100A8/PLSCR1/TLR6/CD4/CX3CR1/TLR5/TLR4/TLR2/KLRC2/IL2RA	26
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	5/86	17/1561	0.0016531793116369	0.0413688442031043	0.0357981685527389	HLA-DMA/HLA-DRB5/HLA-DRB1/CD74/CANX	5
GO:1902624	positive regulation of neutrophil migration	5/86	17/1561	0.0016531793116369	0.0413688442031043	0.0357981685527389	MDK/CD74/CCR7/DYSF/CXCR2	5
GO:0001816	cytokine production	24/86	241/1561	0.00167814014817596	0.041499418723128	0.0359111600748987	B2M/ANXA1/MIF/MDK/CXCL6/SAA1/HLA-F/CXCL17/S100A8/CD74/TLR6/CCR2/CCR7/CD4/LILRB2/CX3CR1/TLR5/HFE/PLA2R1/DYSF/LRP1/TLR4/TLR2/CD247	24
GO:0002443	leukocyte mediated immunity	21/86	201/1561	0.00191974414528146	0.0458915136517168	0.0397118211178159	SLPI/HLA-A/B2M/HLA-B/MIF/CXCL6/LCN2/CXCL1/HLA-F/HLA-C/S100A8/CD74/CCR6/CCR2/LILRB2/HFE/TLR4/LILRA3/CXCR2/TLR2/KLRC2	21
GO:0072507	divalent inorganic cation homeostasis	21/86	201/1561	0.00191974414528146	0.0458915136517168	0.0397118211178159	SAA1/S100A8/CCR6/CCR10/CXCR4/ESR1/CCR1/CCR2/CCR7/CXCR3/CXCR5/CCR5/CD4/CX3CR1/GPR35/LRP1/PKD1/FPR3/CXCR2/CXCR6/CCR4	21
