ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0001704	formation of primary germ layer	9/56	45/1561	1.66689480811444e-05	0.00167086360527662	0.00133602245522556	ITGA4/ITGB1/ITGAV/ITGA5/ITGB4/ITGA2/ITGA3/ITGB5/ITGA7	9
GO:0009888	tissue development	28/56	380/1561	2.02910082662596e-05	0.00194148056365802	0.00155240776161479	EGFR/TNC/FGFR3/SEMA5A/RIPK1/INSR/AKT1/ESR1/EZR/ITGAM/AGR2/ITGA4/ITGB1/ITGAV/PTPRS/ITGA5/ITGB8/ITGA6/ITGB4/PPARG/ITGA2/ITGA3/ITGB5/SDC1/CAV1/MET/ENPP1/ITGA7	28
GO:1905475	regulation of protein localization to membrane	8/56	37/1561	2.840103158585e-05	0.0025993118038354	0.00207840958836495	EGFR/AKT1/EZR/ITGAM/AGR2/ITGB1/LRP1/ITGA3	8
GO:0019058	viral life cycle	11/56	74/1561	3.43645291337863e-05	0.00291006267839723	0.0023268859721251	HSPA1A/EGFR/ITGB1/ITGB7/ITGAV/ITGA5/AXL/ITGA2/ITGB5/ITGB6/CAV1	11
GO:0062197	cellular response to chemical stress	9/56	49/1561	3.45613144702759e-05	0.00291006267839723	0.0023268859721251	HSPA1A/EGFR/RIPK1/AKT1/AXL/PPARG/TLR4/CAV1/MET	9
GO:0006909	phagocytosis	12/56	90/1561	4.44018314856894e-05	0.00359484058759139	0.00287443435407358	ITGAM/ITGB1/ITGAV/AXL/FCGR2A/PLD2/PPARG/LRP1/ITGA2/MARCO/TLR4/MET	12
GO:0062207	regulation of pattern recognition receptor signaling pathway	6/56	21/1561	5.82191789403472e-05	0.0045389396914604	0.00362933595031638	HSPA1A/ESR1/PTPRS/TLR3/TLR4/CAV1	6
GO:0048870	cell motility	30/56	451/1561	6.87745859680149e-05	0.00499208632629901	0.00399167197687317	EGFR/PLAT/SEMA5A/INSR/AKT1/F3/ITGAM/ITGA4/ITGB1/ITGB7/ITGAV/ITGA5/AXL/PLD2/ITGA2B/ITGB8/ITGA6/ITGB4/PPARG/LRP1/ITGA1/ITGA2/ITGA3/ITGB5/ITGB6/SDC1/CAV1/MET/ITGA9/SDC3	30
GO:0051674	localization of cell	30/56	451/1561	6.87745859680149e-05	0.00499208632629901	0.00399167197687317	EGFR/PLAT/SEMA5A/INSR/AKT1/F3/ITGAM/ITGA4/ITGB1/ITGB7/ITGAV/ITGA5/AXL/PLD2/ITGA2B/ITGB8/ITGA6/ITGB4/PPARG/LRP1/ITGA1/ITGA2/ITGA3/ITGB5/ITGB6/SDC1/CAV1/MET/ITGA9/SDC3	30
GO:0072657	protein localization to membrane	11/56	80/1561	7.29744363372272e-05	0.00512037294966211	0.00409424995449917	EGFR/AKT1/EZR/ITGAM/AGR2/ITGA4/ITGB1/ITGB7/LRP1/ITGA3/CAV1	11
GO:1903364	positive regulation of cellular protein catabolic process	5/56	14/1561	7.76840054483878e-05	0.0052749945635115	0.00421788538920109	HSPA1A/AKT1/EZR/LRP1/CAV1	5
GO:0080135	regulation of cellular response to stress	13/56	111/1561	8.29146829165161e-05	0.00545423148560207	0.00436120322314175	HSPA1A/EGFR/RIPK1/AKT1/EZR/AGR2/PTPRS/NOD2/TLR3/LRP1/TLR4/CAV1/MET	13
GO:1902532	negative regulation of intracellular signal transduction	10/56	68/1561	9.08113146146614e-05	0.00571774145791413	0.00457190578382533	HSPA1A/RIPK1/AKT1/ESR1/EZR/ITGB1/ITGA3/TLR4/CAV1/MET	10
GO:0044403	symbiotic process	15/56	145/1561	9.23530686788981e-05	0.00571774145791413	0.00457190578382533	HSPA1A/EGFR/IL6ST/RIPK1/INSR/ITGB1/ITGB7/ITGAV/ITGA5/AXL/ITGA2/ITGB5/ITGB6/CAV1/MET	15
GO:0071496	cellular response to external stimulus	10/56	70/1561	0.000117188732686388	0.00704806520870991	0.00563563258843713	EGFR/TNC/AKT1/ITGA4/AXL/TLR3/ITGA6/PPARG/ITGA2/TLR4	10
GO:0016032	viral process	14/56	132/1561	0.000127739635773159	0.00742598564856292	0.00593781775324521	HSPA1A/EGFR/IL6ST/RIPK1/INSR/ITGB1/ITGB7/ITGAV/ITGA5/AXL/ITGA2/ITGB5/ITGB6/CAV1	14
GO:0016477	cell migration	29/56	441/1561	0.000130528013775215	0.00742598564856292	0.00593781775324521	EGFR/PLAT/SEMA5A/INSR/AKT1/F3/ITGAM/ITGA4/ITGB1/ITGB7/ITGAV/ITGA5/AXL/ITGA2B/ITGB8/ITGA6/ITGB4/PPARG/LRP1/ITGA1/ITGA2/ITGA3/ITGB5/ITGB6/SDC1/CAV1/MET/ITGA9/SDC3	29
GO:1990778	protein localization to cell periphery	8/56	47/1561	0.000174767563079734	0.00968120316533792	0.00774108956688353	EGFR/AKT1/EZR/AGR2/ITGB1/LRP1/ITGA3/CAV1	8
GO:0012501	programmed cell death	26/56	378/1561	0.000181740811082767	0.00980934377767242	0.00784355079409836	HSPA1A/EGFR/FGFR3/SEMA5A/NR3C1/IL6ST/RIPK1/AKT1/F3/ESR1/ITGAM/ITGA4/ITGB1/ITGAV/NOD2/ITGA5/CD5/AXL/TLR3/ITGA6/PPARG/LRP1/ITGA1/TLR4/CAV1/MET	26
GO:0072659	protein localization to plasma membrane	7/56	36/1561	0.000194327185048324	0.0102264681131681	0.00817708339190185	EGFR/AKT1/EZR/AGR2/ITGB1/LRP1/ITGA3	7
GO:0030522	intracellular receptor signaling pathway	6/56	26/1561	0.000214831111833032	0.0110297436685008	0.0088193824857771	HSPA1A/NR3C1/ESR1/NOD2/PPARG/TLR4	6
GO:0098609	cell-cell adhesion	20/56	253/1561	0.000234417331039127	0.0116002103645909	0.00927552762744386	EGFR/IL6ST/AKT1/EZR/ITGAM/ITGA4/NT5E/ITGB1/ITGB7/ITGAV/PTPRS/NOD2/CD33/ITGA5/CD5/ITGA2B/ITGA6/ITGB5/CAV1/ITGA7	20
GO:1903829	positive regulation of cellular protein localization	8/56	49/1561	0.000236963917186417	0.0116002103645909	0.00927552762744386	EGFR/AKT1/EZR/ITGAM/AGR2/ITGB1/LRP1/ITGA3	8
GO:0008219	cell death	27/56	408/1561	0.000248797618728716	0.0119027042596352	0.00951740173079466	HSPA1A/EGFR/FGFR3/SEMA5A/NR3C1/IL6ST/RIPK1/AKT1/F3/ESR1/ITGAM/AGR2/ITGA4/ITGB1/ITGAV/NOD2/ITGA5/CD5/AXL/TLR3/ITGA6/PPARG/LRP1/ITGA1/TLR4/CAV1/MET	27
GO:0040007	growth	18/56	215/1561	0.000263458366164321	0.0119889108119437	0.00958633248570968	HSPA1A/EGFR/TNC/FGFR3/SCGB3A1/SEMA5A/RIPK1/INSR/AKT1/ESR1/EZR/AGR2/ITGA4/ITGB1/PTPRS/PPARG/LRP1/ENPP1	18
GO:0016458	gene silencing	4/56	10/1561	0.000266098387500289	0.0119889108119437	0.00958633248570968	EGFR/RIPK1/ESR1/PPARG	4
GO:0048585	negative regulation of response to stimulus	24/56	341/1561	0.000267685894613469	0.0119889108119437	0.00958633248570968	HSPA1A/EGFR/PLAT/SEMA5A/RIPK1/AKT1/ESR1/EZR/PTPRE/NT5E/ITGB1/ITGAV/PTPRS/TLR3/ITGA6/GPRC5A/PPARG/LRP1/ITGA1/ITGA3/TLR4/CAV1/MET/ENPP1	24
GO:0009056	catabolic process	16/56	178/1561	0.000283785453194695	0.0124451745619757	0.00995116095741923	HSPA1A/EGFR/RIPK1/INSR/AKT1/EZR/NT5E/ITGB1/PLD2/ITGB4/LRP1/SDC1/CAV1/MET/SDC3/ENPP1	16
GO:0007369	gastrulation	9/56	64/1561	0.000304505329009861	0.0130133299671322	0.0104054579909711	ITGA4/ITGB1/ITGAV/ITGA5/ITGB4/ITGA2/ITGA3/ITGB5/ITGA7	9
GO:0010648	negative regulation of cell communication	21/56	279/1561	0.000311796930873438	0.0130133299671322	0.0104054579909711	HSPA1A/EGFR/RIPK1/AKT1/ESR1/EZR/PTPRE/ITGB1/ITGAV/PTPRS/TLR3/ITGA6/GPRC5A/PPARG/LRP1/ITGA1/ITGA3/TLR4/CAV1/MET/ENPP1	21
GO:0006915	apoptotic process	25/56	367/1561	0.000315287329369948	0.0130133299671322	0.0104054579909711	HSPA1A/EGFR/FGFR3/SEMA5A/NR3C1/IL6ST/RIPK1/AKT1/F3/ESR1/ITGAM/ITGA4/ITGB1/ITGAV/NOD2/ITGA5/CD5/AXL/TLR3/ITGA6/PPARG/LRP1/ITGA1/TLR4/CAV1	25
GO:0023057	negative regulation of signaling	21/56	280/1561	0.000328562548903435	0.0133004647200333	0.0106350509250323	HSPA1A/EGFR/RIPK1/AKT1/ESR1/EZR/PTPRE/ITGB1/ITGAV/PTPRS/TLR3/ITGA6/GPRC5A/PPARG/LRP1/ITGA1/ITGA3/TLR4/CAV1/MET/ENPP1	21
GO:0051345	positive regulation of hydrolase activity	14/56	146/1561	0.000384141604857433	0.0149508937734112	0.0119547339135814	HSPA1A/EGFR/FGFR3/RIPK1/AKT1/F3/ESR1/ITGB1/CD33/ITGA6/PPARG/ITGA1/ITGA2/CAV1	14
GO:0034599	cellular response to oxidative stress	7/56	40/1561	0.000387958599221209	0.0149508937734112	0.0119547339135814	HSPA1A/EGFR/RIPK1/AKT1/AXL/TLR4/MET	7
GO:0010941	regulation of cell death	24/56	349/1561	0.000390640929946611	0.0149508937734112	0.0119547339135814	HSPA1A/EGFR/SEMA5A/IL6ST/RIPK1/AKT1/F3/ESR1/ITGAM/AGR2/ITGA4/ITGB1/ITGAV/NOD2/ITGA5/AXL/TLR3/ITGA6/PPARG/LRP1/ITGA1/TLR4/CAV1/MET	24
GO:0062208	positive regulation of pattern recognition receptor signaling pathway	4/56	11/1561	0.000407024921904233	0.0152997760822931	0.0122337001903171	HSPA1A/TLR3/TLR4/CAV1	4
GO:1901653	cellular response to peptide	10/56	83/1561	0.000499842110766651	0.0181882593629361	0.014543331277077	INSR/AKT1/PTPRE/ITGA4/NOD2/PPARG/LRP1/TLR4/CAV1/ENPP1	10
GO:0034121	regulation of toll-like receptor signaling pathway	5/56	20/1561	0.000509789692357829	0.0181882593629361	0.014543331277077	ESR1/PTPRS/TLR3/TLR4/CAV1	5
GO:0042058	regulation of epidermal growth factor receptor signaling pathway	5/56	20/1561	0.000509789692357829	0.0181882593629361	0.014543331277077	EGFR/AKT1/AGR2/GPRC5A/ITGA1	5
GO:0006396	RNA processing	4/56	12/1561	0.00059429810205812	0.0193523929888313	0.0154741724661289	HSPA1A/EGFR/RIPK1/ESR1	4
GO:0040029	regulation of gene expression, epigenetic	4/56	12/1561	0.00059429810205812	0.0193523929888313	0.0154741724661289	EGFR/RIPK1/ESR1/PPARG	4
GO:0070266	necroptotic process	4/56	12/1561	0.00059429810205812	0.0193523929888313	0.0154741724661289	RIPK1/TLR3/TLR4/CAV1	4
GO:0097300	programmed necrotic cell death	4/56	12/1561	0.00059429810205812	0.0193523929888313	0.0154741724661289	RIPK1/TLR3/TLR4/CAV1	4
GO:0032677	regulation of interleukin-8 production	6/56	31/1561	0.000597579831009043	0.0193523929888313	0.0154741724661289	HSPA1A/RIPK1/NOD2/CD33/TLR3/TLR4	6
GO:0034113	heterotypic cell-cell adhesion	6/56	31/1561	0.000597579831009043	0.0193523929888313	0.0154741724661289	ITGA4/ITGB1/ITGB7/ITGAV/ITGA5/ITGA7	6
GO:0033554	cellular response to stress	16/56	190/1561	0.000610666069223451	0.0194765466017479	0.0155734456888086	HSPA1A/EGFR/TNC/RIPK1/AKT1/EZR/AGR2/PTPRS/NOD2/AXL/TLR3/PPARG/LRP1/TLR4/CAV1/MET	16
GO:1901184	regulation of ERBB signaling pathway	5/56	21/1561	0.000650905477800793	0.0204500900115025	0.0163518909505651	EGFR/AKT1/AGR2/GPRC5A/ITGA1	5
GO:0040008	regulation of growth	14/56	154/1561	0.000674242113363737	0.0208717595386863	0.0166890578834151	HSPA1A/EGFR/FGFR3/SCGB3A1/SEMA5A/RIPK1/INSR/AKT1/EZR/AGR2/PTPRS/PPARG/LRP1/ENPP1	14
GO:0043067	regulation of programmed cell death	22/56	317/1561	0.000699621849904053	0.0209112786690346	0.0167206573780654	HSPA1A/EGFR/SEMA5A/IL6ST/RIPK1/AKT1/F3/ESR1/ITGAM/ITGA4/ITGB1/ITGAV/NOD2/ITGA5/AXL/TLR3/ITGA6/PPARG/LRP1/ITGA1/CAV1/MET	22
GO:0002224	toll-like receptor signaling pathway	7/56	44/1561	0.000712811996799852	0.0209112786690346	0.0167206573780654	RIPK1/ESR1/ITGAM/PTPRS/TLR3/TLR4/CAV1	7
GO:0032637	interleukin-8 production	6/56	32/1561	0.000715255137373155	0.0209112786690346	0.0167206573780654	HSPA1A/RIPK1/NOD2/CD33/TLR3/TLR4	6
GO:0070647	protein modification by small protein conjugation or removal	6/56	32/1561	0.000715255137373155	0.0209112786690346	0.0167206573780654	HSPA1A/RIPK1/AKT1/ESR1/NOD2/CAV1	6
GO:0006897	endocytosis	13/56	138/1561	0.000776525159610457	0.0217156300222068	0.0173638166798393	INSR/EZR/ITGAM/ITGA4/ITGB1/CD5/AXL/PPARG/LRP1/ITGA2/MARCO/CAV1/ENPP1	13
GO:0007173	epidermal growth factor receptor signaling pathway	5/56	22/1561	0.000819452058970232	0.0217156300222068	0.0173638166798393	EGFR/AKT1/AGR2/GPRC5A/ITGA1	5
GO:0060759	regulation of response to cytokine stimulus	7/56	45/1561	0.000820777721090722	0.0217156300222068	0.0173638166798393	HSPA1A/RIPK1/IFNAR2/AXL/PPARG/TLR4/CAV1	7
GO:0005977	glycogen metabolic process	4/56	13/1561	0.000835613316769001	0.0217156300222068	0.0173638166798393	IL6ST/INSR/AKT1/ENPP1	4
GO:0006073	cellular glucan metabolic process	4/56	13/1561	0.000835613316769001	0.0217156300222068	0.0173638166798393	IL6ST/INSR/AKT1/ENPP1	4
GO:0044042	glucan metabolic process	4/56	13/1561	0.000835613316769001	0.0217156300222068	0.0173638166798393	IL6ST/INSR/AKT1/ENPP1	4
GO:0044264	cellular polysaccharide metabolic process	4/56	13/1561	0.000835613316769001	0.0217156300222068	0.0173638166798393	IL6ST/INSR/AKT1/ENPP1	4
GO:0070265	necrotic cell death	4/56	13/1561	0.000835613316769001	0.0217156300222068	0.0173638166798393	RIPK1/TLR3/TLR4/CAV1	4
GO:1902115	regulation of organelle assembly	4/56	13/1561	0.000835613316769001	0.0217156300222068	0.0173638166798393	HSPA1A/EZR/PTPRS/SDC1	4
GO:0071407	cellular response to organic cyclic compound	12/56	122/1561	0.000869881850160736	0.0223305035925409	0.0178554695559309	EGFR/TNC/NR3C1/AKT1/ESR1/EZR/NOD2/TLR3/ITGA6/PPARG/ITGA2/CAV1	12
GO:0030335	positive regulation of cell migration	16/56	198/1561	0.000977769665477534	0.0247976523594001	0.0198282015865387	EGFR/SEMA5A/INSR/AKT1/F3/ITGA4/ITGB1/ITGAV/ITGA5/ITGA2B/ITGA6/LRP1/ITGA2/ITGA3/CAV1/MET	16
GO:0035987	endodermal cell differentiation	5/56	23/1561	0.00101862687960278	0.0255263045424269	0.0204108318356498	ITGA4/ITGAV/ITGA5/ITGB5/ITGA7	5
GO:0046777	protein autophosphorylation	7/56	47/1561	0.00107547493569968	0.026633820466445	0.0212964015131119	EGFR/FGFR3/RIPK1/INSR/AKT1/CAV1/ENPP1	7
GO:0080134	regulation of response to stress	21/56	305/1561	0.00110829868943876	0.0271275435031231	0.0216911824285505	HSPA1A/EGFR/PLAT/IL6ST/RIPK1/AKT1/IFNAR2/F3/ESR1/EZR/AGR2/NT5E/PTPRS/NOD2/TLR3/PPARG/LRP1/ITGA2/TLR4/CAV1/MET	21
GO:0048333	mesodermal cell differentiation	4/56	14/1561	0.00113878504129725	0.0272402558173944	0.0217813071894055	ITGB1/ITGB4/ITGA2/ITGA3	4
GO:0055094	response to lipoprotein particle	4/56	14/1561	0.00113878504129725	0.0272402558173944	0.0217813071894055	AKT1/ITGB1/PPARG/TLR4	4
GO:0051091	positive regulation of DNA-binding transcription factor activity	9/56	77/1561	0.00123851024568129	0.0283725527551278	0.0226866917641952	HSPA1A/RIPK1/AKT1/ESR1/NOD2/TLR3/PPARG/TLR4/CAV1	9
GO:0001706	endoderm formation	5/56	24/1561	0.00125173816700453	0.0283725527551278	0.0226866917641952	ITGA4/ITGAV/ITGA5/ITGB5/ITGA7	5
GO:0032757	positive regulation of interleukin-8 production	5/56	24/1561	0.00125173816700453	0.0283725527551278	0.0226866917641952	HSPA1A/RIPK1/NOD2/TLR3/TLR4	5
GO:1903362	regulation of cellular protein catabolic process	5/56	24/1561	0.00125173816700453	0.0283725527551278	0.0226866917641952	HSPA1A/AKT1/EZR/LRP1/CAV1	5
GO:1901575	organic substance catabolic process	13/56	145/1561	0.00125351420723368	0.0283725527551278	0.0226866917641952	HSPA1A/EGFR/RIPK1/INSR/AKT1/EZR/NT5E/PLD2/LRP1/SDC1/CAV1/SDC3/ENPP1	13
GO:0016049	cell growth	11/56	110/1561	0.00128922261896923	0.0288703575843641	0.0230847364807592	HSPA1A/EGFR/SCGB3A1/SEMA5A/AKT1/ITGA4/ITGB1/PTPRS/PPARG/LRP1/ENPP1	11
GO:2000147	positive regulation of cell motility	16/56	204/1561	0.00136524464520391	0.0298425700376368	0.0238621175097794	EGFR/SEMA5A/INSR/AKT1/F3/ITGA4/ITGB1/ITGAV/ITGA5/ITGA2B/ITGA6/LRP1/ITGA2/ITGA3/CAV1/MET	16
GO:0031331	positive regulation of cellular catabolic process	6/56	36/1561	0.00137516831052293	0.0298425700376368	0.0238621175097794	HSPA1A/INSR/AKT1/EZR/LRP1/CAV1	6
GO:0044257	cellular protein catabolic process	6/56	36/1561	0.00137516831052293	0.0298425700376368	0.0238621175097794	HSPA1A/RIPK1/AKT1/EZR/LRP1/CAV1	6
GO:0010942	positive regulation of cell death	13/56	147/1561	0.00142826299115337	0.0301977945757617	0.0241461550327005	RIPK1/AKT1/F3/ITGAM/ITGA4/ITGB1/TLR3/ITGA6/PPARG/LRP1/ITGA1/TLR4/CAV1	13
GO:0000082	G1/S transition of mitotic cell cycle	4/56	15/1561	0.0015116700500753	0.0301977945757617	0.0241461550327005	EGFR/RIPK1/AKT1/ITGB1	4
GO:0008593	regulation of Notch signaling pathway	4/56	15/1561	0.0015116700500753	0.0301977945757617	0.0241461550327005	EGFR/IL6ST/AKT1/NOD2	4
GO:0036473	cell death in response to oxidative stress	4/56	15/1561	0.0015116700500753	0.0301977945757617	0.0241461550327005	RIPK1/AKT1/TLR4/MET	4
GO:0044843	cell cycle G1/S phase transition	4/56	15/1561	0.0015116700500753	0.0301977945757617	0.0241461550327005	EGFR/RIPK1/AKT1/ITGB1	4
GO:0071402	cellular response to lipoprotein particle stimulus	4/56	15/1561	0.0015116700500753	0.0301977945757617	0.0241461550327005	AKT1/ITGB1/PPARG/TLR4	4
GO:1903201	regulation of oxidative stress-induced cell death	4/56	15/1561	0.0015116700500753	0.0301977945757617	0.0241461550327005	RIPK1/AKT1/TLR4/MET	4
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	16/56	206/1561	0.00152064903801935	0.0301977945757617	0.0241461550327005	EGFR/PLAT/FGFR3/INSR/AKT1/F3/PTPRE/AGR2/ITGAV/ITGA5/AXL/GPRC5A/LRP1/ITGA1/MET/ENPP1	16
GO:0051272	positive regulation of cellular component movement	16/56	206/1561	0.00152064903801935	0.0301977945757617	0.0241461550327005	EGFR/SEMA5A/INSR/AKT1/F3/ITGA4/ITGB1/ITGAV/ITGA5/ITGA2B/ITGA6/LRP1/ITGA2/ITGA3/CAV1/MET	16
GO:0051090	regulation of DNA-binding transcription factor activity	10/56	96/1561	0.00161059322458628	0.0313916549792049	0.0251007657515932	HSPA1A/RIPK1/AKT1/ESR1/NOD2/TLR3/PPARG/TLR4/CAV1/ENPP1	10
GO:0051896	regulation of protein kinase B signaling	10/56	96/1561	0.00161059322458628	0.0313916549792049	0.0251007657515932	EGFR/FGFR3/SEMA5A/INSR/AKT1/F3/ESR1/ITGB1/AXL/MET	10
GO:0042981	regulation of apoptotic process	21/56	314/1561	0.00164835657916552	0.0318329412765451	0.0254536182528794	HSPA1A/EGFR/SEMA5A/IL6ST/RIPK1/AKT1/F3/ESR1/ITGAM/ITGA4/ITGB1/ITGAV/NOD2/ITGA5/AXL/TLR3/ITGA6/PPARG/LRP1/ITGA1/CAV1	21
GO:0044255	cellular lipid metabolic process	11/56	114/1561	0.00173993910874708	0.0332961074901146	0.0266235658840821	EGFR/FGFR3/AKT1/NOD2/PLD2/ITGB8/PPARG/LRP1/SDC1/CAV1/SDC3	11
GO:2000377	regulation of reactive oxygen species metabolic process	7/56	51/1561	0.00176975702623787	0.0335616084705471	0.0268358604547592	EGFR/RIPK1/INSR/AKT1/ITGAM/TLR4/CAV1	7
GO:2000379	positive regulation of reactive oxygen species metabolic process	6/56	38/1561	0.00184343558107332	0.0346467133764227	0.0277035102832354	EGFR/RIPK1/INSR/AKT1/ITGAM/TLR4	6
GO:0006979	response to oxidative stress	8/56	66/1561	0.00187208907886841	0.0348738717789205	0.0278851461305132	HSPA1A/EGFR/RIPK1/AKT1/AXL/SDC1/TLR4/MET	8
GO:0005976	polysaccharide metabolic process	4/56	16/1561	0.00196209873952745	0.0355619262992298	0.0284353144905455	IL6ST/INSR/AKT1/ENPP1	4
GO:0031396	regulation of protein ubiquitination	4/56	16/1561	0.00196209873952745	0.0355619262992298	0.0284353144905455	HSPA1A/AKT1/NOD2/CAV1	4
GO:1903320	regulation of protein modification by small protein conjugation or removal	4/56	16/1561	0.00196209873952745	0.0355619262992298	0.0284353144905455	HSPA1A/AKT1/NOD2/CAV1	4
GO:0040017	positive regulation of locomotion	16/56	211/1561	0.00197660112922085	0.0355619262992298	0.0284353144905455	EGFR/SEMA5A/INSR/AKT1/F3/ITGA4/ITGB1/ITGAV/ITGA5/ITGA2B/ITGA6/LRP1/ITGA2/ITGA3/CAV1/MET	16
