Gene	mean_expression	Log2_mean_expression	zscore
CCNL2	0.430270186	0.5162877058726729	0.6804323947634138
MRPL20	1.616587956	1.3876867556284322	2.045039524251593
RP4-758J18.13	0.01570855	0.022486490899682802	-0.09285816447111414
VWA1	0.102161791	0.1403360187734336	0.09169368463683625
ATAD3C	0.000628617	0.0009066177007144802	-0.12665215223024345
ATAD3B	0.053304663	0.07492278890529079	-0.01074314940141067
ATAD3A	0.215506037	0.2815570587539993	0.31284522025674466
SSU72	1.428177305	1.2798737707306933	1.8762048578790598
RP5-832C2.5	0.004948135	0.007121046370256205	-0.11692038390833712
C1orf233	0.038934383	0.055104539410680574	-0.041778442086089045
RP11-345P4.9	0.007909714	0.01136641165702439	-0.1102721602968594
MIB2	0.197708201	0.260276465515998	0.2795199036174232
CDK11B	0.501456182	0.5863623723750958	0.7901690183373262
SLC35E2B	0.185232102	0.24516960732222623	0.2558626292594055
CDK11A	0.45700018	0.5430010556351582	0.7222653845384384
SLC35E2	0.004715639	0.0067872384646130825	-0.1174431256396344
NADK	0.462597869	0.5485331651383337	0.7309286440075169
GNB1	1.923529544	1.5477111706796827	2.2956370636135164
RP1-140A9.1	0.003463768	0.004988526346373625	-0.12025990100923609
TMEM52	0.019112537	0.02731337202115077	-0.08529928958664729
CFAP74	0.001941063	0.0027976476365419115	-0.12369080755901737
PRKCZ	0.18064892	0.23958002597588615	0.24710936913339587
RP5-892K4.1	0.011874387	0.017030206534187884	-0.10140268210371446
FAAP20	0.637273766	0.7112955727762255	0.9858138678754815
SKI	0.117236982	0.15993523460675657	0.12238597155868501
MORN1	0.047945149	0.06756320605797034	-0.022268224195016766
RER1	1.418758291	1.2742666065238526	1.8674240630698271
PEX10	0.16318827	0.21808462579882698	0.21344766575990937
PLCH2	0.011100455	0.015926339210010677	-0.1031313335418856
PANK4	0.036119052	0.051189780883640776	-0.04790893694687696
RP3-395M20.12	0.048023434	0.06767097616697355	-0.022099456672108945
RP3-395M20.8	0.184476041	0.24424901674608876	0.25442098841312627
TNFRSF14	0.609424367	0.6865447806566217	0.9470542348504538
RP3-395M20.9	0.048186818	0.06789587086616981	-0.02174727254935447
FAM213B	0.504183667	0.5889807367576515	0.794269365595032
MMEL1	0.076355636	0.10615483395626696	0.038166097581362274
TTC34	0.006910293	0.009935157417233585	-0.11251349822381278
PRDM16	0.013736415	0.019682581132114334	-0.0972490749963642
RP11-22L13.1	0.00119276	0.001719763508176987	-0.12537876942533016
ARHGEF16	0.251344734	0.32347929351556176	0.37849525792403355
MEGF6	0.012000107	0.017209442570129397	-0.1011219992494291
TPRG1L	0.445825042	0.5318929836096633	0.7048701919626521
WRAP73	0.138456499	0.18707916641877903	0.16489325095428323
TP73	0.00118286	0.001705497772255844	-0.12540110950586025
TP73-AS1	0.008041255	0.01155468364534269	-0.10997732718037381
SMIM1	0.02505057	0.035695085621989926	-0.07217356246973226
LRRC47	0.193176	0.2548068641558553	0.27095453162900873
CEP104	0.260629362	0.33414417082624337	0.3951964095001707
DFFB	0.096978356	0.1335350608372651	0.08104341402930464
C1orf174	0.228327321	0.29669505701054916	0.336551259817905
LINC01134	0.003887098	0.005597025947572567	-0.11930699327503609
NPHP4	0.017341618	0.024804210008478152	-0.08922862640712427
KCNAB2	0.038394999	0.054355340322500036	-0.04295168460617644
RPL22	12.8031534	3.786925990502133	5.802237751830654
RP1-120G22.11	0.00430892	0.006203102755845338	-0.11835787962404203
RNF207	0.239622913	0.30990132683731864	0.3572322210429665
ICMT	0.531329854	0.614785078052159	0.8346788520548816
LINC00337	0.001904097	0.0027444193073752504	-0.12377416289144737
GPR153	0.045079039	0.06361205700590235	-0.028455706460040666
ACOT7	0.312027775	0.3917982614427477	0.48548246514997995
RP1-202O8.3	0.007390429	0.0106229294382686	-0.11143645022424249
HES2	0.06889464	0.09611965489130281	0.022451050724725405
ESPN	0.029156246	0.04146202811844135	-0.06314255555250908
TNFRSF25	0.156584798	0.20987104476287743	0.20058523350980859
PLEKHG5	0.019528406	0.02790197214158084	-0.08437754435295486
NOL9	0.140095373	0.18915451596796098	0.16814323933995745
ZBTB48	0.024181988	0.03447209215142911	-0.07408876493605646
KLHL21	0.017293868	0.024736494008547154	-0.08933466936908546
PHF13	0.075760645	0.10535711629154582	0.036916875181013956
THAP3	0.09601862	0.13227230811000498	0.07906594873956994
DNAJC11	0.280066651	0.3562189309782092	0.4297653880795682
RP11-312B8.1	0.001946067	0.0028048528786700022	-0.12367952418112013
CAMTA1	0.931790484	0.9499386324319148	1.359527863432744
VAMP3	0.514249774	0.5986031960700184	0.8093380951105694
PER3	0.073576719	0.10242529149106289	0.032325650269452916
TNFRSF9	0.02340914	0.033383023133047536	-0.07579424229158574
PARK7	3.929062941	2.301313403425213	3.4757748889772224
ERRFI1	0.391055961	0.4761804594439321	0.6176246209471132
RP11-431K24.1	0.000760619	0.0010969241414987107	-0.12635413317002706
RERE	0.478045809	0.5636909835523859	0.7546657218492937
ENO1	9.528807257	3.3962701065715226	5.19047233329177
SLC2A5	0.001675137	0.002414689938659338	-0.12429051765162008
GPR157	0.054825316	0.07700410167477069	-0.0074838226386340564
MIR34AHG	0.041570768	0.05876086450978545	-0.036052652851680814
RP3-510D11.2	0.027934526	0.03974837540405409	-0.06582612826489047
H6PD	0.12440385	0.16916029868005603	0.1368323818547923
SPSB1	0.080637948	0.11188325007089184	0.04713677235187423
SLC25A33	0.155048206	0.20795306385419543	0.19758168373207669
TMEM201	0.016095463	0.02303595085697331	-0.09199771256300492
PIK3CD	0.004582639	0.006596247965273814	-0.11774221593257873
PIK3CD-AS2	0.015339808	0.021962640979008023	-0.09367851117304707
CLSTN1	0.844291261	0.8830665123932289	1.254806413719943
CTNNBIP1	0.333799111	0.41554139261801104	0.5226641055100637
LZIC	0.514346509	0.5986953569866855	0.8094824187060327
NMNAT1	0.090572486	0.1250856633462095	0.06781169423410202
RBP7	0.025309456	0.036059405590779886	-0.07160303897998892
UBE4B	0.232273915	0.301322979968045	0.34379856708119727
KIF1B	0.506952144	0.5916336022641138	0.7984237414630185
PGD	1.028091724	1.0201229022265903	1.4694361252865755
APITD1-CORT	0.005686456	0.00818058458563228	-0.11526115166213187
APITD1	0.103800635	0.14247962060336938	0.09505055579791241
DFFA	0.350070043	0.4330342576964009	0.5500578562925971
RP5-1113E3.3	0.001975719	0.002847547951556074	-0.12361266388230449
PEX14	0.030432551	0.04325007351132924	-0.06034248422850752
CASZ1	0.144036439	0.19413300450036697	0.17593953077188007
RP4-734G22.3	0.005001986	0.007198352339049778	-0.11679932309676375
TARDBP	0.464758704	0.5506630228629639	0.7342639919593427
RP4-635E18.8	0.00264533	0.0038113655323766373	-0.12210332973432438
SRM	0.727181357	0.788419576270182	1.1065897225795034
EXOSC10	0.463339402	0.549264422103589	0.7320737892409835
RP4-635E18.7	0.001812591	0.002612648929562927	-0.12398051473113374
RP4-635E18.6	0.00460867	0.006633630960554783	-0.11768367432423485
MTOR	0.206689416	0.27105439551633465	0.29639809521483923
UBIAD1	0.095110252	0.1310761228004825	0.07719272773706723
FBXO2	0.066484952	0.09286360953395992	0.017352097828446295
FBXO44	0.031021665	0.04407464857378589	-0.059051203259883694
FBXO6	0.105738365	0.14501006173002032	0.09901321561851448
MAD2L2	0.127072951	0.1725808985090453	0.14218902633939795
DRAXIN	0.009217979	0.013237812955880874	-0.10734155398592897
AGTRAP	0.24685627	0.3182951696509158	0.370376942454412
C1orf167	0.001445214	0.002083497883047201	-0.1248091629731233
MTHFR	0.141424163	0.1908350091041285	0.1707748842967805
CLCN6	0.061582188	0.08621606943448648	0.0069420788872475835
NPPA-AS1	0.002756821	0.003971779754421039	-0.1218521217589032
KIAA2013	0.483530428	0.5690345175660815	0.7630336729203849
PLOD1	0.113047242	0.15451482749811518	0.11389763755458707
MFN2	0.268618365	0.3432581324344915	0.4094688338182634
MIIP	0.097025124	0.13359656663002942	0.08113973183379906
TNFRSF1B	0.068848793	0.09605777352749766	0.022354144777611242
VPS13D	0.238865744	0.3090198509489279	0.3558518336279159
DHRS3	0.550012427	0.6322797821442896	0.8620754827249504
PRDM2	0.357890786	0.4413674495146518	0.5631075985085944
KAZN	0.072887746	0.10149913782697921	0.030875297651597272
TMEM51-AS1	0.006047315	0.008698157539716565	-0.11445063466263361
TMEM51	0.125205537	0.1701885571100664	0.13844263009288912
FHAD1	0.00456898	0.006576631952845789	-0.11777293452289499
EFHD2	2.143113978	1.6521945891948542	2.4592576434833973
CASP9	0.023779877	0.03390555469489104	-0.07497596013386007
DNAJC16	0.186935627	0.24724169308746702	0.2591075065735948
RP4-680D5.8	0.002168957	0.0031257549178632087	-0.12317699298066373
AGMAT	0.340945362	0.4232504545596583	0.5347364630484228
RP4-680D5.2	0.001517211	0.00218721397238259	-0.12464674402741827
DDI2	0.213345993	0.27899100240312164	0.30882678714959644
PLEKHM2	0.128953083	0.17498553187736252	0.14595467175653556
RP11-288I21.1	0.000756592	0.0010911188125233475	-0.12636322429000363
SLC25A34	0.002120498	0.0030559929792113474	-0.12328623987378111
TMEM82	0.040770345	0.057651760585959215	-0.03778950478217214
FBLIM1	0.747169931	0.8050199326327239	1.1325858085870775
UQCRHL	0.069339328	0.09671972877582022	0.023390763823175124
FLJ37453	0.023860804	0.034019591286093866	-0.07479737932702821
SPEN	0.562750703	0.6440876515101077	0.8805665548981146
ZBTB17	0.047310191	0.06668880114098762	-0.02363753849953498
FAM131C	0.001307668	0.0018853337119307287	-0.12511948720493243
EPHA2	0.369679392	0.4538382335493269	0.582636792175715
RP11-276H7.2	0.000721237	0.0010401499909489414	-0.12644304124335187
ARHGEF19	0.022774144	0.03248759444221947	-0.07719647973468914
RSG1	0.027024848	0.03847108686809958	-0.06782635656794586
FBXO42	0.071269257	0.09932113827354944	0.027464559804837647
SZRD1	0.519798554	0.6038801102443724	0.8176017198024244
SPATA21	0.015373383	0.022010346865015903	-0.09360380396263278
NECAP2	0.295646452	0.3736720982138465	0.457096972212665
RP4-798A10.2	0.01270061	0.018207725660628928	-0.09955869226289409
RP4-798A10.7	0.0037412	0.0053873394018547835	-0.11963536149545641
NBPF1	0.195348267	0.25743101140503755	0.2750639348307503
CROCC	0.029221644	0.04155370163550926	-0.06299899522270244
RP11-108M9.4	0.073209556	0.10193180571594729	0.03155285368766585
MFAP2	0.003739215	0.005384486323304515	-0.11963982940408192
ATP13A2	0.399031575	0.4844285233188665	0.6305410531733866
SDHB	1.028861407	1.0206703169117608	1.4702933743074227
PADI2	0.437100739	0.523161196493704	0.6911962512406019
PADI1	0.032597341	0.04627778819055369	-0.05560109618306067
RCC2	0.673447942	0.7428236720363341	1.0351867344646912
ARHGEF10L	0.24715614	0.31864209732638493	0.3709202296883086
ACTL8	0.024158773	0.03443939039983236	-0.07413997573711044
KLHDC7A	0.002908702	0.004190278764760964	-0.12150995325713634
ALDH4A1	0.032292478	0.04585178546885954	-0.056268214596109374
IFFO2	0.025001199	0.03562559733105543	-0.07228238083171205
UBR4	0.612767561	0.6895385260591671	0.9517424271560696
RP1-43E13.2	0.000927827	0.0013379508141959395	-0.12597668644679313
EMC1	0.171236656	0.22803261122935764	0.22902616776349954
MRTO4	0.705771198	0.7704241451040276	1.0784089554849892
AKR7A3	1.06476981	1.0459809523553971	1.5099297195478072
AKR7A2	1.349688521	1.2324695231766893	1.80197001197425
PQLC2	0.067778847	0.09461287420264759	0.020091438706683465
CAPZB	1.731261175	1.44956727743579	2.141944152800863
MINOS1	2.849514911	1.944676658901817	2.9172832950852077
NBL1	1.26820764	1.1815527158914334	1.7222345127770562
TMCO4	0.159669077	0.2137131768330826	0.20660199565443874
RNF186	0.68254112	0.750641763614293	1.047429831940256
RP11-91K11.2	0.010024016	0.01438959728615669	-0.10553786472419789
OTUD3	0.098470224	0.13549576346191333	0.08411386582880004
PLA2G2A	0.062972529	0.08810431296724584	0.009899060063363838
UBXN10-AS1	0.006255013	0.008995970518906975	-0.11398426082992028
UBXN10	0.05819622	0.08160716939257631	-0.000275438572809087
CAMK2N1	1.703433372	1.4347928006330823	2.118807386258504
MUL1	0.07009194	0.09773475520938003	0.024980290812265726
CDA	0.782985002	0.8342945674434309	1.1784297596300017
PINK1	0.323581011	0.40444649902008034	0.5052895502946403
PINK1-AS	0.007721946	0.011097620519638496	-0.11069308605128021
DDOST	1.078430711	1.0554946533926874	1.5248281340766552
HP1BP3	1.933312277	1.5525306669003547	2.3031843737753923
EIF4G3	0.780687128	0.8324340529163348	1.1755162019563925
ECE1	0.642603232	0.7159840418501437	0.9931559900942823
NBPF3	0.014827347	0.021234301977728444	-0.09481908688759366
RAP1GAP	0.053186103	0.07476038997433967	-0.010997465422364865
USP48	0.581436372	0.6612355111846097	0.9074200287157036
LDLRAD2	0.020715424	0.029580698135100884	-0.08174866673384723
HSPG2	0.362563731	0.4463237104380897	0.5708690816013551
CELA3B	0.002643023	0.003808046012314355	-0.12210852808833307
RP1-224A6.3	0.012616657	0.018088121113913492	-0.09974599246389022
LINC00339	0.018534544	0.026494910703772804	-0.08658099645701547
CDC42	3.216900743	2.0761830640009817	3.123221754648572
RP1-224A6.9	0.000635029	0.0009158624202900114	-0.12663767503951617
WNT4	0.028556907	0.04062161610445183	-0.0644586371184909
ZBTB40	0.111166331	0.15207479057733883	0.11007655032797252
EPHA8	0.001336427	0.0019267693986685886	-0.12505459909935832
EPHB2	0.416192996	0.5020178864654052	0.6580859195117778
KDM1A	0.826218833	0.8688596516132894	1.2325585314054224
LUZP1	0.534098157	0.617390794500989	0.838759392703273
HTR1D	0.025166982	0.035858918982129166	-0.0719170001388958
LINC01355	0.021441837	0.0306070563857132	-0.08014139416843974
HNRNPR	2.057626205	1.612412047916999	2.3969583565239554
ZNF436	0.019686876	0.028126199456477714	-0.08402640535111636
ZNF436-AS1	0.020817605	0.029725115119790344	-0.08152251036268564
RP5-1057J7.7	0.001642164	0.0023671987263945513	-0.1243648886838845
TCEA3	0.690640847	0.7575702119153723	1.0582797519058482
ASAP3	0.009160442	0.013155560446909851	-0.10747036105794909
E2F2	0.057188804	0.08023305152684662	-0.0024273011859911745
ID3	0.150137976	0.2018069440831777	0.1879568868487546
RPL11	27.32483768	4.823995783362808	7.426284545904121
TCEB3	0.285082739	0.36186124914851336	0.43860123384299404
TCEB3-AS1	0.018708941	0.026741912782329604	-0.08619419227414256
PITHD1	0.451654736	0.5376983611217906	0.7139613879475912
LYPLA2	0.39499144	0.4802562693609579	0.624007321585553
GALE	0.690482268	0.7574348834287865	1.058067828083267
HMGCL	0.480516328	0.5661004014879293	0.7584388598779395
FUCA1	0.582135913	0.661873539500152	0.9084191782883919
PNRC2	1.307247237	1.2061726067440899	1.7607891549862398
SRSF10	1.303299778	1.2037021923240903	1.7569204967276992
MYOM3	0.006885559	0.009899718254810463	-0.11256899579833875
IL22RA1	0.029372678	0.041765395606359355	-0.06266748338323845
IFNLR1	0.030990053	0.0440304136402616	-0.059120474973774824
GRHL3	0.002348028	0.003383517607116743	-0.12277333772814765
STPG1	0.0870071	0.12036136364152193	0.06041346140304432
NIPAL3	0.18822751	0.24881109550220704	0.2615651839428672
RCAN3	0.281242217	0.35754324088765843	0.43183925164941345
RP4-594I10.3	0.012892762	0.018481439765503357	-0.09913005716275505
NCMAP	0.003803167	0.005476402921542758	-0.11949588841021767
SRRM1	2.225382084	1.6894700746570925	2.517630891917809
CLIC4	0.352844371	0.4359958835860479	0.5546957495804332
SYF2	1.573384209	1.3636668690570932	2.00742448614255
RSRP1	0.673915525	0.7432267233848605	1.035817911126983
RP3-465N24.6	0.001454351	0.002096660704407745	-0.12478855005200776
TMEM50A	0.976845743	0.9832002992454058	1.4116154892857582
TMEM57	0.254597808	0.32722494712499384	0.3843609352178713
LDLRAP1	0.189668941	0.25056015872093645	0.2643042093513442
RP11-70P17.1	0.000820524	0.0011832805170597254	-0.1262188994607404
SEPN1	0.084061411	0.1164464862449514	0.054282780393087246
RP1-317E23.3	0.022068567	0.03149198487891366	-0.07875559998924361
MTFR1L	0.134626605	0.18221759818153666	0.1572800561970779
AUNIP	0.048121329	0.06780573082096819	-0.021888431468874748
PAQR7	0.048832433	0.06878420375849591	-0.02035614709590486
STMN1	1.30718597	1.2061342966881803	1.7607291616049754
PAFAH2	0.205253827	0.269337010680154	0.29370867801592915
PDIK1L	0.051127186	0.07193724542746979	-0.015418497528509705
ZNF593	0.732373186	0.7927497473840811	1.1133707517481566
CNKSR1	0.11689033	0.15948753127074547	0.12168487007781052
CEP85	0.029012127	0.04125998462222862	-0.06345895479058018
SH3BGRL3	7.504179224	3.088172001719838	4.707992038436908
UBXN11	0.058903431	0.08257102561921253	0.0012339560943506022
AIM1L	0.140997061	0.19029507551249644	0.1699293506359419
DHDDS	0.254756381	0.32740728286860965	0.38464647220091985
HMGN2	2.696707345	1.8862408350779698	2.825773048625922
RPS6KA1	0.469224433	0.5550547932015631	0.7411414852464963
ARID1A	0.494633794	0.5797920474346453	0.7798799179999942
PIGV	0.085644661	0.11855197634647205	0.057579968752894596
ZDHHC18	0.060455021	0.0846834305276911	0.00454197301183936
SFN	2.488994828	1.8028114589182775	2.6951230076967088
GPN2	0.232226296	0.30126722854643495	0.34371126059695273
GPATCH3	0.037407872	0.05298322223279791	-0.04510041557877967
NUDC	1.801200673	1.4860453392038175	2.19906863919147
NR0B2	0.09392738	0.12951696848576785	0.07475109884795125
KDF1	0.202215683	0.26569574536743445	0.2880064723416313
TRNP1	0.13978379	0.1887601799355789	0.16752571082491774
SLC9A1	0.095699505	0.1318521942039556	0.07840805218625974
WDTC1	0.163865989	0.21892495160066686	0.214763612318039
TMEM222	0.108467778	0.14856683317747255	0.10458310426656119
SYTL1	0.194048741	0.2558617285321753	0.27260644466353967
MAP3K6	0.035282453	0.05002442757939188	-0.04973387516295188
CD164L2	0.005400462	0.007770257090970184	-0.1159037227376889
WASF2	1.393135794	1.2589022622220132	1.8433635665842298
RP1-159A19.4	0.013630772	0.019532227872655687	-0.09748452754804712
AHDC1	0.085407806	0.11823718935678924	0.05708701369342824
IFI6	0.78126453	0.8329017824586071	1.1762486643893455
FAM76A	0.249271446	0.3210869847516272	0.3747489127838625
STX12	0.391048854	0.47617308859751384	0.6176130782336163
PPP1R8	0.163784212	0.21882357960554763	0.2146048642137016
THEMIS2	0.017547802	0.025096570499819938	-0.0887707911467146
RPA2	0.167706729	0.2236779850535358	0.22220684207402597
SMPDL3B	0.215539529	0.28159681016219035	0.3129074707894253
XKR8	0.020380443	0.02910715307566058	-0.08249023624144225
EYA3	0.156425929	0.209672861921669	0.2002748800407165
PTAFR	0.045323757	0.06394984209431183	-0.027926736477794794
DNAJC8	1.502394568	1.323309286073133	1.9442246863673966
ATPIF1	7.508634353	3.088927596040866	4.709175295863875
RP5-1092A3.4	0.041162408	0.05819512813871718	-0.036938593553115955
SESN2	0.211539673	0.2768416479615444	0.3054609074236598
MED18	0.097795816	0.1346097459303427	0.08272636622024332
PHACTR4	0.636874307	0.7109435437852645	0.9852625920036676
RCC1	0.219341412	0.28610213287864456	0.3199627866074098
TRNAU1AP	0.188629581	0.2492991903443537	0.262329538347025
SNHG12	0.121452624	0.16536867475860503	0.1308947152518735
TAF12	0.19293557	0.2545161257224844	0.2704992365043407
RNU11	0.015364388	0.021997566246978323	-0.09362381835500358
GMEB1	0.149362392	0.20083374899384984	0.18643286756315644
YTHDF2	0.892865122	0.9205716140240082	1.3135392400776091
EPB41	0.519660125	0.6037486981390968	0.8173959290159754
SRSF4	1.035529757	1.025404312100638	1.4777067902246366
MECR	0.170155897	0.22670074933508863	0.2269404778182069
PTPRU	0.090937348	0.1255682507677404	0.06856742404148128
RP11-111I12.1	0.007722832	0.011098888952115762	-0.11069109969152663
MATN1-AS1	0.006366385	0.009155638733124907	-0.1137342210995172
SDC3	0.034220248	0.04854345534414293	-0.052053071254984803
PUM1	0.890372153	0.9186702822953727	1.3105617628435622
NKAIN1	0.000748017	0.0010787570023932627	-0.12638258283100917
SNRNP40	0.328130617	0.4093970376725035	0.5130420723358301
ZCCHC17	0.510426974	0.5949564344499358	0.8036272822427984
SERINC2	1.580758746	1.3677952819908377	2.0138895628768405
RP11-73M7.1	0.005653607	0.00813346069020124	-0.11533494747782902
TINAGL1	0.657097238	0.7286582619826417	1.0130037638075506
PEF1	0.232568541	0.3016678746042979	0.3443386705845059
COL16A1	0.13647138	0.18456135291777345	0.1609503659406298
SPOCD1	0.004573639	0.006583322882729985	-0.11776245655573925
RP11-84A19.4	0.006610294	0.009505256600158517	-0.11318672103730777
PTP4A2	2.34847398	1.7435037573375654	2.6022474044546797
KHDRBS1	2.054211701	1.6108000652119085	2.39443399860482
RP11-277A4.4	0.002038857	0.0029384543557436377	-0.12347030484793872
TMEM39B	0.082555226	0.11444062517742504	0.05114161066806122
KPNA6	0.403334991	0.488859436731608	0.637479844344741
TXLNA	0.309010297	0.3884764459251763	0.48028051646826747
CCDC28B	0.137995189	0.18649445850520377	0.16397760089963076
RP4-622L5.7	0.001454351	0.002096660704407745	-0.12478855005200776
IQCC	0.005223881	0.007516850695531671	-0.11630055605299973
DCDC2B	0.006403475	0.009208808805010398	-0.11365095699773665
TMEM234	0.069618407	0.09709619801129202	0.02398031301180664
EIF3I	1.953252319	1.5623046222419639	2.318490345415133
FAM167B	0.003157875	0.004548672307022936	-0.12094871052561135
LCK	0.016499469	0.023609461546377008	-0.09109959731280201
HDAC1	1.395713295	1.2604552651254477	1.8457955623899822
MARCKSL1	3.5571308	2.188125779778444	3.298523561653078
TSSK3	0.010979282	0.015753432392143902	-0.10340210486813876
FAM229A	0.025329906	0.036088180141911556	-0.07155797815781668
BSDC1	0.278780383	0.35476851788473607	0.42749404747090997
ZBTB8B	0.004136414	0.005955275695658569	-0.11874597572456651
ZBTB8A	0.040131859	0.05676643246913212	-0.03917592477023297
ZBTB8OS	0.68090079	0.7492345764486663	1.0452261829469771
RBBP4	0.861076785	0.8961375798749993	1.2752756486596009
SYNC	0.132909262	0.18003231614090703	0.153857914006974
KIAA1522	0.787637766	0.8380544288371592	1.1843176862523763
YARS	0.895536933	0.9226065665253618	1.3167259668617333
S100PBP	0.117467813	0.16023327731997108	0.1228527051538829
TMEM54	3.025958225	2.0093322023392286	3.0185335954617734
RNF19B	0.139579282	0.1885012982489899	0.1671203032274315
RP1-117O3.2	0.004716312	0.006788204840968315	-0.11744161229845679
AK2	1.30671126	1.2058374275854948	1.760264265878772
AZIN2	0.027879108	0.039670594740989225	-0.06594793244563221
TRIM62	0.000935101	0.0013484352120843796	-0.12596026792520884
ZNF362	0.009057981	0.01300907483858626	-0.10769975688474258
RP11-415J8.3	0.030065074	0.04273548204106553	-0.06114833223728431
PHC2	0.378740356	0.46335079450232636	0.597533421337512
ZSCAN20	0.02593622	0.03694104483402384	-0.07022239575194722
SMIM12	0.427673073	0.5136656502630598	0.6763262670601584
GJB4	0.019059391	0.02723813453052786	-0.08541711117038393
GJB3	0.133025074	0.1801797885504702	0.1540888551602253
RP11-244H3.4	0.015452957	0.022123405291510734	-0.09342675495748778
ZMYM6	0.068689953	0.0958433608707491	0.0220183754878311
ZMYM1	0.168502112	0.22466034171095903	0.22374520833549433
SFPQ	1.623896365	1.3917107395241501	2.0513410655656226
ZMYM4	0.376039519	0.4605219039401646	0.5931033909963616
KIAA0319L	0.236948576	0.3067855240071654	0.3523528873355241
NCDN	0.043490446	0.06141739151689514	-0.031892543089573726
TFAP2E	0.002727175	0.0039291265721761465	-0.12191891645715659
PSMB2	1.249875849	1.1698453938984257	1.7039008973532732
C1orf216	0.023681983	0.03376759736225436	-0.07519200071794603
CLSPN	0.341733082	0.4240976971897334	0.5360632413295453
AGO4	0.091969786	0.12693293850043405	0.07070451910726175
AGO1	0.163970188	0.2190541079237373	0.2149658705593463
AGO3	0.141713949	0.19120123559315866	0.17134839338894448
ADPRHL2	0.327400741	0.4086039847047747	0.511800154830724
TRAPPC3	0.608924097	0.6860962667296858	0.9463518639877095
MAP7D1	0.140643018	0.18984734838045486	0.16922821189058695
THRAP3	1.478806774	1.3096458159761597	1.9228277515037375
SH3D21	0.046056669	0.06496101016105688	-0.02634325167438834
EVA1B	0.057391034	0.08050899875169519	-0.0019951690296658043
RP11-268J15.5	0.033301588	0.047261392644338596	-0.054060775877906087
STK40	0.1504951	0.2022548390850324	0.1886582884775082
LSM10	0.402232305	0.48772537752865014	0.6357039125554514
OSCP1	0.009223779	0.013246104135157257	-0.10732857003517118
MRPS15	1.10643485	1.074803295422867	1.5550653836840576
LINC01137	0.057387048	0.08050356027804946	-0.002003685655788563
ZC3H12A	0.099649526	0.13704378950585416	0.08653806789418803
MEAF6	0.547261592	0.6297171305791083	0.8580623814974236
SNIP1	0.192000893	0.2533853166106356	0.2687283943436205
DNALI1	0.07932543	0.11012992085982395	0.04439106641791237
GNL2	0.441703236	0.5277742269831598	0.6984202369635863
C1orf109	0.08891487	0.12289117037297331	0.06437512776351757
CDCA8	0.26939641	0.34414266763050955	0.41085401209577904
EPHA10	0.027565593	0.03923048896822688	-0.06663713617543743
MANEAL	0.025056096	0.03570286310296486	-0.07216138296828475
YRDC	0.220479605	0.2874481869574916	0.32207070145214844
C1orf122	0.586178444	0.6655550823864091	0.9141844584680192
MTF1	0.142748099	0.1925074189720911	0.17339387089068117
INPP5B	0.067513224	0.09425394158445712	0.019529351784594362
SF3A3	0.611873524	0.6887385469326094	0.9504896633163014
FHL3	0.000919509	0.0013259615509447146	-0.12599546158100347
UTP11L	0.362592121	0.4463537697186863	0.5709161543042928
RRAGC	0.258187873	0.33134736196939957	0.39081661897029296
RP5-864K19.4	0.028118079	0.040005967065765376	-0.0654227408407632
MYCBP	0.457319124	0.543316833613451	0.7227598914817663
