Gene,pvalue,log2FoldChange,pct.1,pct.2,padj,comparison
DNAJB1,0.00000,-0.43511,0.75100,0.63100,0.03645,ciliated_sars_vs_healthy
DNAJB14,0.00000,-0.30326,0.74400,0.68600,0.00000,ciliated_sars_vs_healthy
DNAJC15,0.00000,0.55612,0.89000,0.69400,0.00000,ciliated_sars_vs_healthy
DNAJC3,0.00000,0.32668,0.89700,0.73000,0.00000,ciliated_sars_vs_healthy
DSC3,0.00000,-0.27131,0.10600,0.23900,0.00000,ciliated_sars_vs_healthy
DSP,0.00000,-1.09688,0.88500,0.92800,0.00000,ciliated_sars_vs_healthy
DST,0.00000,-1.91407,0.32600,0.60300,0.00000,ciliated_sars_vs_healthy
DSTN,0.00000,0.61688,0.96900,0.90700,0.00000,ciliated_sars_vs_healthy
DUOX1,0.00000,-0.30624,0.57300,0.52800,0.00147,ciliated_sars_vs_healthy
DUOX2,0.00000,0.29012,0.84400,0.46800,0.00000,ciliated_sars_vs_healthy
DUOXA2,0.00000,0.69990,0.64800,0.30300,0.00000,ciliated_sars_vs_healthy
DUSP1,0.00000,-0.50593,0.58200,0.59600,0.00005,ciliated_sars_vs_healthy
DUSP6,0.00000,-0.33764,0.23100,0.34500,0.00000,ciliated_sars_vs_healthy
DYNC1H1,0.00000,-0.27315,0.85100,0.80800,0.00000,ciliated_sars_vs_healthy
DYNC1I2,0.00000,0.25005,0.91100,0.74200,0.00000,ciliated_sars_vs_healthy
DYNC1LI2,0.00000,-0.35036,0.86700,0.79900,0.00000,ciliated_sars_vs_healthy
DYNLL1,0.00000,0.78225,0.91000,0.83200,0.00000,ciliated_sars_vs_healthy
DYNLT1,0.00000,0.57670,0.90700,0.79300,0.00000,ciliated_sars_vs_healthy
ECE1,0.00000,-0.35331,0.79900,0.76100,0.00000,ciliated_sars_vs_healthy
EDF1,0.00000,0.31565,0.92400,0.86300,0.00000,ciliated_sars_vs_healthy
EEA1,0.00010,-0.25883,0.75000,0.65600,1.00000,ciliated_sars_vs_healthy
EEF2,0.00000,-0.33027,0.93800,0.89600,0.07559,ciliated_sars_vs_healthy
EFHD2,0.00000,0.65886,0.93400,0.79700,0.00000,ciliated_sars_vs_healthy
EFNA1,0.00002,-0.26031,0.53300,0.50100,0.51479,ciliated_sars_vs_healthy
EGFR,0.00000,-0.85146,0.62600,0.68700,0.00000,ciliated_sars_vs_healthy
EGR1,0.00000,-0.65150,0.21700,0.33400,0.00000,ciliated_sars_vs_healthy
EHF,0.00000,-0.26208,0.88900,0.82100,0.00000,ciliated_sars_vs_healthy
EID1,0.00000,0.30137,0.94000,0.85800,0.00000,ciliated_sars_vs_healthy
EIF1AX,0.00000,-0.32013,0.83300,0.73500,0.00035,ciliated_sars_vs_healthy
EIF1AY,0.00000,0.50857,0.67300,0.08200,0.00000,ciliated_sars_vs_healthy
EIF2S2,0.00000,0.48635,0.92600,0.76900,0.00000,ciliated_sars_vs_healthy
EIF3L,0.00000,-0.38379,0.77000,0.68300,0.00001,ciliated_sars_vs_healthy
EIF4A2,0.00000,-0.35641,0.86400,0.81000,0.00000,ciliated_sars_vs_healthy
EIF4B,0.00000,-0.28813,0.84400,0.77900,0.00000,ciliated_sars_vs_healthy
EIF5A,0.00000,0.45594,0.90400,0.76600,0.00000,ciliated_sars_vs_healthy
EIF6,0.00000,0.41853,0.88000,0.68500,0.00000,ciliated_sars_vs_healthy
ELL2,0.00000,-0.27433,0.80600,0.73700,0.00000,ciliated_sars_vs_healthy
EMC6,0.00000,0.28005,0.81300,0.52800,0.00000,ciliated_sars_vs_healthy
ENAH,0.00000,-0.26073,0.74400,0.67600,0.00251,ciliated_sars_vs_healthy
ENO1,0.00000,-0.28354,0.89700,0.87000,0.00027,ciliated_sars_vs_healthy
EPAS1,0.00000,-0.72757,0.93800,0.97000,0.00000,ciliated_sars_vs_healthy
EPB41L4A-AS1,0.00021,-0.29169,0.58000,0.50300,1.00000,ciliated_sars_vs_healthy
EPHA4,0.00000,-0.30674,0.24800,0.34500,0.00000,ciliated_sars_vs_healthy
EPS8L1,0.00000,0.33846,0.83300,0.53800,0.00000,ciliated_sars_vs_healthy
EPSTI1,0.00000,0.40137,0.69900,0.28900,0.00000,ciliated_sars_vs_healthy
ERAP2,0.00000,-0.63682,0.36400,0.58000,0.00000,ciliated_sars_vs_healthy
ERBB2,0.00000,-0.29743,0.86200,0.79000,0.00000,ciliated_sars_vs_healthy
ERLEC1,0.00000,0.58747,0.88300,0.63800,0.00000,ciliated_sars_vs_healthy
ETS2,0.00000,-0.27046,0.72100,0.64800,0.00597,ciliated_sars_vs_healthy
EWSR1,0.00000,-0.26341,0.85600,0.79600,0.00000,ciliated_sars_vs_healthy
EXPH5,0.00000,-0.36354,0.79700,0.76500,0.00000,ciliated_sars_vs_healthy
EZR,0.00000,0.44543,0.97100,0.92000,0.00000,ciliated_sars_vs_healthy
F3,0.00000,0.37636,0.99200,0.96200,0.00000,ciliated_sars_vs_healthy
FAM107A,0.00000,-0.38522,0.29600,0.43700,0.00000,ciliated_sars_vs_healthy
FAM107B,0.00000,0.27798,0.97700,0.92100,0.00000,ciliated_sars_vs_healthy
FAM114A1,0.00000,0.42955,0.86400,0.57500,0.00000,ciliated_sars_vs_healthy
FAM129A,0.00000,-0.28205,0.77500,0.72400,0.00012,ciliated_sars_vs_healthy
FAM177A1,0.00000,0.28393,0.88600,0.69000,0.00000,ciliated_sars_vs_healthy
FAM213A,0.00025,-0.36243,0.66600,0.56800,1.00000,ciliated_sars_vs_healthy
FAM214A,0.00000,-0.28388,0.78300,0.69700,0.00003,ciliated_sars_vs_healthy
FAM3D,0.00000,0.83758,0.96400,0.83900,0.00000,ciliated_sars_vs_healthy
FAM83A,0.00000,0.31285,0.56900,0.14100,0.00000,ciliated_sars_vs_healthy
FAM84A,0.00000,-0.44644,0.52600,0.53800,0.00000,ciliated_sars_vs_healthy
FAT2,0.00000,-0.61132,0.16800,0.37500,0.00000,ciliated_sars_vs_healthy
FBP1,0.00000,1.06683,0.90200,0.45500,0.00000,ciliated_sars_vs_healthy
FCGBP,0.00000,0.95957,0.58300,0.21800,0.00000,ciliated_sars_vs_healthy
FDX1,0.00000,0.38615,0.85200,0.62000,0.00000,ciliated_sars_vs_healthy
FER1L6,0.00000,0.28512,0.77300,0.47900,0.00000,ciliated_sars_vs_healthy
FGFBP1,0.00000,0.27413,0.33300,0.13000,0.00000,ciliated_sars_vs_healthy
FGFR3,0.00000,-0.74558,0.49600,0.53700,0.00000,ciliated_sars_vs_healthy
FGGY,0.00000,0.34787,0.69300,0.31000,0.00000,ciliated_sars_vs_healthy
FHL2,0.00000,0.28012,0.78200,0.49900,0.00000,ciliated_sars_vs_healthy
FIS1,0.00000,0.40932,0.87900,0.61100,0.00000,ciliated_sars_vs_healthy
FKBP11,0.00000,0.44517,0.67500,0.32700,0.00000,ciliated_sars_vs_healthy
FKBP2,0.00000,0.36905,0.93000,0.78700,0.00000,ciliated_sars_vs_healthy
FLNA,0.00000,-0.54511,0.01300,0.22700,0.00000,ciliated_sars_vs_healthy
FLOT2,0.00013,-0.29497,0.47400,0.43400,1.00000,ciliated_sars_vs_healthy
FMO2,0.00000,-0.63007,0.22600,0.36900,0.00000,ciliated_sars_vs_healthy
FOS,0.00000,-0.99027,0.41400,0.53100,0.00000,ciliated_sars_vs_healthy
FOSB,0.00501,-0.53044,0.34500,0.34500,1.00000,ciliated_sars_vs_healthy
FOXC1,0.00000,-0.32365,0.43300,0.43900,0.00667,ciliated_sars_vs_healthy
FRG1,0.00000,0.25292,0.75600,0.40800,0.00000,ciliated_sars_vs_healthy
FSCN1,0.00000,-0.27827,0.04900,0.14800,0.00000,ciliated_sars_vs_healthy
FTH1,0.00000,0.79413,0.91700,0.97700,0.00000,ciliated_sars_vs_healthy
FTL,0.20229,0.44559,0.72400,0.96300,1.00000,ciliated_sars_vs_healthy
FUS,0.00000,-0.54953,0.90900,0.86600,0.00000,ciliated_sars_vs_healthy
FUT3,0.00000,0.38664,0.81200,0.45100,0.00000,ciliated_sars_vs_healthy
FUT6,0.00000,0.34169,0.78100,0.41700,0.00000,ciliated_sars_vs_healthy
FXYD3,0.00000,0.50532,0.97600,0.96500,0.00000,ciliated_sars_vs_healthy
G3BP1,0.00002,-0.26986,0.81500,0.72000,0.53915,ciliated_sars_vs_healthy
GABARAPL2,0.00000,0.33455,0.87200,0.71800,0.00000,ciliated_sars_vs_healthy
GABRE,0.00221,-0.27007,0.47300,0.44600,1.00000,ciliated_sars_vs_healthy
GABRP,0.00000,0.26827,0.92400,0.78300,0.00000,ciliated_sars_vs_healthy
GALE,0.00000,0.46489,0.82900,0.50100,0.00000,ciliated_sars_vs_healthy
GALNT12,0.00000,0.27080,0.87400,0.64500,0.00000,ciliated_sars_vs_healthy
GALNT3,0.00000,0.27104,0.83700,0.56600,0.00000,ciliated_sars_vs_healthy
GALNT5,0.00000,0.27284,0.86800,0.64500,0.00000,ciliated_sars_vs_healthy
GALNT7,0.00000,0.29669,0.82800,0.56800,0.00000,ciliated_sars_vs_healthy
GAPDH,0.00000,0.35300,0.95100,0.97300,0.00000,ciliated_sars_vs_healthy
GATAD1,0.00000,-0.27764,0.68300,0.64100,0.00000,ciliated_sars_vs_healthy
GCC2,0.00000,-0.33514,0.88800,0.83400,0.00000,ciliated_sars_vs_healthy
GCNT3,0.00000,0.47650,0.60700,0.14600,0.00000,ciliated_sars_vs_healthy
GDF15,0.00000,0.36748,0.72800,0.35600,0.00000,ciliated_sars_vs_healthy
GDPD3,0.00000,0.34008,0.64600,0.28600,0.00000,ciliated_sars_vs_healthy
GEN1,0.00000,-0.26179,0.23500,0.29600,0.00016,ciliated_sars_vs_healthy
GFPT1,0.00000,0.31354,0.86200,0.62000,0.00000,ciliated_sars_vs_healthy
GGCT,0.00000,0.28225,0.77300,0.39900,0.00000,ciliated_sars_vs_healthy
GIGYF2,0.00004,-0.26362,0.68400,0.60100,0.94259,ciliated_sars_vs_healthy
GIPC1,0.00000,0.35339,0.86000,0.62100,0.00000,ciliated_sars_vs_healthy
GLIPR1,0.00000,-0.25979,0.07900,0.21000,0.00000,ciliated_sars_vs_healthy
GLIPR2,0.00000,0.45219,0.74500,0.33400,0.00000,ciliated_sars_vs_healthy
GLRX,0.00000,0.68962,0.84300,0.57600,0.00000,ciliated_sars_vs_healthy
GLTSCR2,0.00000,-0.53932,0.81800,0.77900,0.00000,ciliated_sars_vs_healthy
GLUL,0.00000,-0.40346,0.97500,0.98200,0.00000,ciliated_sars_vs_healthy
GMDS,0.00000,0.29644,0.76500,0.43800,0.00000,ciliated_sars_vs_healthy
GNAI1,0.00000,0.40778,0.80400,0.46900,0.00000,ciliated_sars_vs_healthy
GNB2L1,0.00276,-0.39084,0.94600,0.94800,1.00000,ciliated_sars_vs_healthy
GNE,0.00000,0.26539,0.84600,0.51800,0.00000,ciliated_sars_vs_healthy
GNG5,0.00000,0.75486,0.93800,0.85200,0.00000,ciliated_sars_vs_healthy
GNPNAT1,0.00000,0.58320,0.79700,0.43200,0.00000,ciliated_sars_vs_healthy
GNPTAB,0.00000,-0.33749,0.70900,0.69000,0.00000,ciliated_sars_vs_healthy
GOLGA4,0.00000,-0.26607,0.93000,0.87900,0.00000,ciliated_sars_vs_healthy
GOLGA8A,0.00000,-0.30830,0.69500,0.65100,0.00220,ciliated_sars_vs_healthy
GOLGB1,0.00000,-0.44198,0.95200,0.92700,0.00000,ciliated_sars_vs_healthy
GOLM1,0.00000,0.53507,0.93900,0.73400,0.00000,ciliated_sars_vs_healthy
GPATCH8,0.00000,-0.32243,0.60900,0.61300,0.00000,ciliated_sars_vs_healthy
GPC1,0.00000,-0.28399,0.59400,0.54500,0.01881,ciliated_sars_vs_healthy
GPNMB,0.00005,-0.36279,0.38100,0.37600,1.00000,ciliated_sars_vs_healthy
GPR110,0.00000,0.37216,0.94100,0.71800,0.00000,ciliated_sars_vs_healthy
GPR56,0.00000,-0.32890,0.77400,0.72100,0.00000,ciliated_sars_vs_healthy
GPX1,0.00000,0.59964,0.91800,0.91000,0.00000,ciliated_sars_vs_healthy
GSN,0.00000,0.57580,0.97100,0.89400,0.00000,ciliated_sars_vs_healthy
GSR,0.00000,0.25210,0.89200,0.68600,0.00000,ciliated_sars_vs_healthy
GSTA1,0.00000,0.55632,0.78300,0.54400,0.00000,ciliated_sars_vs_healthy
GSTK1,0.00000,0.65731,0.95500,0.89600,0.00000,ciliated_sars_vs_healthy
GSTP1,0.00000,0.92464,0.97600,0.98200,0.00000,ciliated_sars_vs_healthy
GTF2A2,0.00000,0.29166,0.83900,0.60700,0.00000,ciliated_sars_vs_healthy
GTF2I,0.00000,-0.50097,0.90400,0.87300,0.00000,ciliated_sars_vs_healthy
GTF3C6,0.00000,0.40922,0.87000,0.64500,0.00000,ciliated_sars_vs_healthy
GUK1,0.00000,0.55793,0.92800,0.85200,0.00000,ciliated_sars_vs_healthy
H2AFJ,0.00000,0.30047,0.91700,0.82100,0.00000,ciliated_sars_vs_healthy
H2AFZ,0.00000,0.41517,0.90400,0.80300,0.00000,ciliated_sars_vs_healthy
H6PD,0.00000,-0.26699,0.76600,0.71800,0.00000,ciliated_sars_vs_healthy
HCG18,0.00000,-0.25821,0.52000,0.51800,0.00009,ciliated_sars_vs_healthy
HEBP2,0.00000,0.53561,0.96800,0.90300,0.00000,ciliated_sars_vs_healthy
HES1,0.00000,0.35830,0.87400,0.71300,0.00000,ciliated_sars_vs_healthy
HES4,0.00000,0.49525,0.71800,0.36600,0.00000,ciliated_sars_vs_healthy
HIF1A,0.00000,-0.52814,0.66000,0.64100,0.00000,ciliated_sars_vs_healthy
HIGD1A,0.00000,0.35716,0.79800,0.45900,0.00000,ciliated_sars_vs_healthy
HIGD2A,0.00000,0.40973,0.87200,0.68200,0.00000,ciliated_sars_vs_healthy
HINT1,0.00000,0.46339,0.94300,0.89300,0.00000,ciliated_sars_vs_healthy
HIPK3,0.00000,-0.26181,0.57100,0.54500,0.00024,ciliated_sars_vs_healthy
HIST1H1C,0.00000,0.35055,0.67100,0.38200,0.00000,ciliated_sars_vs_healthy
HIST1H4C,0.00000,0.27827,0.72400,0.43900,0.00000,ciliated_sars_vs_healthy
HLA-A,0.00000,0.52596,0.98700,0.96900,0.00000,ciliated_sars_vs_healthy
HLA-B,0.00000,0.61930,0.98900,0.98000,0.00000,ciliated_sars_vs_healthy
HLA-C,0.00000,0.76724,0.98100,0.97000,0.00000,ciliated_sars_vs_healthy
HLA-DMA,0.00000,0.53127,0.80300,0.46300,0.00000,ciliated_sars_vs_healthy
HLA-DPA1,0.00000,0.37952,0.58600,0.36500,0.00000,ciliated_sars_vs_healthy
HLA-DQA1,0.55851,-0.26938,0.28400,0.26600,1.00000,ciliated_sars_vs_healthy
HLA-DRA,0.00000,0.58631,0.87100,0.69600,0.00000,ciliated_sars_vs_healthy
HLA-DRB1,0.00000,0.78059,0.87500,0.62500,0.00000,ciliated_sars_vs_healthy
HLA-DRB5,0.00000,0.70590,0.78900,0.37600,0.00000,ciliated_sars_vs_healthy
HLA-F,0.00000,0.55971,0.92300,0.68900,0.00000,ciliated_sars_vs_healthy
HLF,0.00000,-0.43278,0.25800,0.42800,0.00000,ciliated_sars_vs_healthy
HM13,0.00000,0.53789,0.88900,0.66800,0.00000,ciliated_sars_vs_healthy
HMGA1,0.00000,0.29633,0.84000,0.59700,0.00000,ciliated_sars_vs_healthy
HMGB1,0.00000,-0.34369,0.97000,0.98300,0.00000,ciliated_sars_vs_healthy
HMGB2,0.00000,-0.34021,0.38200,0.38600,0.08916,ciliated_sars_vs_healthy
HN1,0.00000,0.41311,0.89800,0.72100,0.00000,ciliated_sars_vs_healthy
HNRNPA1,0.00000,-0.34582,0.91700,0.89700,0.00000,ciliated_sars_vs_healthy
HNRNPA2B1,0.00000,-0.26651,0.97500,0.97600,0.00000,ciliated_sars_vs_healthy
HNRNPA3,0.00000,-0.30127,0.94300,0.93100,0.00000,ciliated_sars_vs_healthy
HNRNPH1,0.00000,-0.41094,0.91200,0.85500,0.00000,ciliated_sars_vs_healthy
HNRNPH3,0.00000,-0.28393,0.76500,0.68200,0.00007,ciliated_sars_vs_healthy
HNRNPR,0.00000,-0.26531,0.88900,0.83800,0.00000,ciliated_sars_vs_healthy
HNRNPU,0.00000,-0.51885,0.91500,0.91000,0.00000,ciliated_sars_vs_healthy
HNRNPU-AS1,0.00000,-0.26700,0.34300,0.41100,0.00000,ciliated_sars_vs_healthy
HP1BP3,0.00000,-0.37090,0.85700,0.80700,0.00000,ciliated_sars_vs_healthy
HPGD,0.00000,0.63965,0.79500,0.44600,0.00000,ciliated_sars_vs_healthy
HS3ST1,0.00000,0.29276,0.82200,0.59000,0.00000,ciliated_sars_vs_healthy
HSBP1,0.00000,0.41073,0.91800,0.82000,0.00000,ciliated_sars_vs_healthy
HSBP1L1,0.00000,0.35323,0.87500,0.66200,0.00000,ciliated_sars_vs_healthy
HSP90AA1,0.00000,-0.49788,0.96600,0.97200,0.00000,ciliated_sars_vs_healthy
HSPA1A,0.00000,-1.59207,0.84900,0.86600,0.00000,ciliated_sars_vs_healthy
HSPA1B,0.00000,-1.05929,0.85200,0.81800,0.00000,ciliated_sars_vs_healthy
HSPA4L,0.00000,-0.33682,0.24300,0.32500,0.00000,ciliated_sars_vs_healthy
HSPA8,0.00000,0.39864,0.92000,0.82300,0.00000,ciliated_sars_vs_healthy
HSPA9,0.00000,-0.34868,0.84600,0.81000,0.00000,ciliated_sars_vs_healthy
HSPB1,0.00000,-0.72010,0.97100,0.98500,0.00000,ciliated_sars_vs_healthy
HUWE1,0.00000,-0.25813,0.76400,0.70700,0.00000,ciliated_sars_vs_healthy
ID2,0.00000,-0.28063,0.33800,0.41800,0.00000,ciliated_sars_vs_healthy
IDO1,0.00000,0.72260,0.79300,0.38900,0.00000,ciliated_sars_vs_healthy
IER2,0.00000,-0.70128,0.79500,0.75600,0.00000,ciliated_sars_vs_healthy
IER3IP1.1,0.00000,0.46576,0.85100,0.54900,0.00000,ciliated_sars_vs_healthy
IFI27,0.00000,1.71870,0.96100,0.85600,0.00000,ciliated_sars_vs_healthy
IFI44L,0.00000,0.37992,0.70200,0.32000,0.00000,ciliated_sars_vs_healthy
IFI6,0.00000,1.71201,0.84200,0.36900,0.00000,ciliated_sars_vs_healthy
IFIT3,0.00000,0.25632,0.63100,0.28300,0.00000,ciliated_sars_vs_healthy
IFITM1,0.00000,1.36365,0.85200,0.30700,0.00000,ciliated_sars_vs_healthy
IFITM2,0.00000,0.59641,0.62600,0.50600,0.00000,ciliated_sars_vs_healthy
IFITM3,0.00000,1.35567,0.93000,0.76200,0.00000,ciliated_sars_vs_healthy
IGF1R,0.00000,-0.38895,0.76000,0.73900,0.00000,ciliated_sars_vs_healthy
IGFBP2,0.00000,-0.83809,0.37600,0.57500,0.00000,ciliated_sars_vs_healthy
IGFBP4,0.00026,-0.28269,0.42600,0.41300,1.00000,ciliated_sars_vs_healthy
IGFBP5,0.00000,-0.35253,0.06700,0.18000,0.00000,ciliated_sars_vs_healthy
IGFBP7,0.00000,-0.46093,0.02800,0.28600,0.00000,ciliated_sars_vs_healthy
IGSF3,0.00000,-0.27476,0.15300,0.27600,0.00000,ciliated_sars_vs_healthy
IKBKB,0.00000,-0.27357,0.55900,0.55900,0.00000,ciliated_sars_vs_healthy
IL20RB,0.00040,-0.25068,0.36200,0.35500,1.00000,ciliated_sars_vs_healthy
IL8,0.00000,0.72453,0.20300,0.08000,0.00000,ciliated_sars_vs_healthy
ILF3,0.00000,-0.31533,0.76100,0.72500,0.00000,ciliated_sars_vs_healthy
INADL,0.00000,-0.27315,0.73400,0.69400,0.00000,ciliated_sars_vs_healthy
IQGAP1,0.00000,-0.33953,0.90100,0.85900,0.00000,ciliated_sars_vs_healthy
IRF2BP2,0.00000,-0.31435,0.76800,0.71700,0.00000,ciliated_sars_vs_healthy
IRF6,0.00000,-0.34147,0.50900,0.49200,0.00004,ciliated_sars_vs_healthy
ISG15,0.00000,0.59460,0.71300,0.43700,0.00000,ciliated_sars_vs_healthy
ISG20,0.00000,0.80165,0.80400,0.34400,0.00000,ciliated_sars_vs_healthy
ITGA2,0.00000,-0.52785,0.61200,0.59200,0.00000,ciliated_sars_vs_healthy
ITGA6,0.00000,-0.73541,0.23800,0.46500,0.00000,ciliated_sars_vs_healthy
ITGB4,0.00000,-0.69451,0.63200,0.66600,0.00000,ciliated_sars_vs_healthy
IVNS1ABP,0.00000,-0.72963,0.66800,0.74800,0.00000,ciliated_sars_vs_healthy
JAG1,0.00000,-0.47753,0.37600,0.49400,0.00000,ciliated_sars_vs_healthy
JPX,0.00000,-0.25123,0.56800,0.53900,0.00001,ciliated_sars_vs_healthy
JTB,0.00000,0.64026,0.92100,0.77500,0.00000,ciliated_sars_vs_healthy
JUN,0.00000,-1.53862,0.65600,0.73500,0.00000,ciliated_sars_vs_healthy
JUNB,0.00000,-1.00350,0.72000,0.79000,0.00000,ciliated_sars_vs_healthy
JUP,0.00000,-0.45193,0.86300,0.83500,0.00000,ciliated_sars_vs_healthy
KAT6A,0.00000,-0.25481,0.58400,0.56300,0.00000,ciliated_sars_vs_healthy
KAT6B,0.00000,-0.33209,0.64500,0.60300,0.00004,ciliated_sars_vs_healthy
KCNE3,0.00000,0.59980,0.82100,0.41800,0.00000,ciliated_sars_vs_healthy
KCNQ1OT1,0.00076,-0.29589,0.57500,0.54600,1.00000,ciliated_sars_vs_healthy
KDELR1,0.00000,0.45277,0.93900,0.82100,0.00000,ciliated_sars_vs_healthy
KDELR2,0.00000,0.43983,0.90700,0.73800,0.00000,ciliated_sars_vs_healthy
KDM5A,0.00000,-0.32420,0.75300,0.72400,0.00000,ciliated_sars_vs_healthy
KDM6A,0.00000,-0.25134,0.43200,0.44200,0.00358,ciliated_sars_vs_healthy
KIAA1217,0.00000,-0.41720,0.79900,0.76200,0.00000,ciliated_sars_vs_healthy
KIAA2026,0.00000,-0.30208,0.66900,0.62800,0.00000,ciliated_sars_vs_healthy
KIDINS220,0.00000,-0.36853,0.65300,0.65200,0.00000,ciliated_sars_vs_healthy
KLF4,0.00000,0.42173,0.82300,0.46100,0.00000,ciliated_sars_vs_healthy
KLF5,0.00000,-0.44907,0.96900,0.95800,0.00000,ciliated_sars_vs_healthy
KLHL24,0.00000,-0.32516,0.72700,0.68000,0.00000,ciliated_sars_vs_healthy
KLK11,0.00000,0.50945,0.72600,0.36300,0.00000,ciliated_sars_vs_healthy
KMT2A,0.00000,-0.31602,0.76700,0.73100,0.00000,ciliated_sars_vs_healthy
KMT2C,0.00000,-0.39444,0.80000,0.78500,0.00000,ciliated_sars_vs_healthy
KMT2E,0.00000,-0.29703,0.85500,0.81300,0.00000,ciliated_sars_vs_healthy
KPNB1,0.00042,-0.26158,0.85200,0.76500,1.00000,ciliated_sars_vs_healthy
KRT13,0.00000,-0.77324,0.14100,0.22300,0.00000,ciliated_sars_vs_healthy
KRT15,0.00006,-0.52801,0.47100,0.43400,1.00000,ciliated_sars_vs_healthy
KRT18,0.00000,0.32850,0.97100,0.96100,0.00000,ciliated_sars_vs_healthy
KRT19,0.00000,0.46195,0.99000,0.99600,0.00000,ciliated_sars_vs_healthy
KRT23,0.00000,0.43568,0.80600,0.52800,0.00000,ciliated_sars_vs_healthy
KRT24,0.00000,0.46516,0.14700,0.05200,0.00000,ciliated_sars_vs_healthy
KRT4,0.00000,0.92062,0.76600,0.45600,0.00000,ciliated_sars_vs_healthy
KRT5,0.00000,-2.83055,0.07300,0.40300,0.00000,ciliated_sars_vs_healthy
KRT7,0.00000,0.65836,0.97400,0.91700,0.00000,ciliated_sars_vs_healthy
KRT8,0.00000,-0.64230,0.95800,0.96500,0.00000,ciliated_sars_vs_healthy
KRTCAP2,0.00000,0.61211,0.91400,0.70800,0.00000,ciliated_sars_vs_healthy
KTN1,0.00000,-0.41836,0.95600,0.94600,0.00000,ciliated_sars_vs_healthy
KYNU,0.00000,0.34542,0.77300,0.41000,0.00000,ciliated_sars_vs_healthy
LACTB2,0.00000,0.25423,0.63000,0.29600,0.00000,ciliated_sars_vs_healthy
LAMA3,0.00000,-0.25256,0.14000,0.24600,0.00000,ciliated_sars_vs_healthy
LAMA5,0.00000,-0.31206,0.62600,0.56800,0.00021,ciliated_sars_vs_healthy
LAMB2,0.00000,-0.29955,0.38100,0.39700,0.07611,ciliated_sars_vs_healthy
LAMP1,0.00000,-0.45890,0.91000,0.87900,0.00000,ciliated_sars_vs_healthy
LAMTOR2,0.00000,0.30050,0.83400,0.58700,0.00000,ciliated_sars_vs_healthy
LAMTOR5,0.00000,0.68551,0.94000,0.83400,0.00000,ciliated_sars_vs_healthy
LAP3,0.00000,0.30022,0.83500,0.57500,0.00000,ciliated_sars_vs_healthy
LARS,0.00002,-0.25640,0.75600,0.66500,0.49216,ciliated_sars_vs_healthy
LCN2,0.00000,1.63619,0.97100,0.76600,0.00000,ciliated_sars_vs_healthy
LDHA,0.00000,0.25937,0.88700,0.75900,0.00000,ciliated_sars_vs_healthy
LDLR,0.00000,0.28913,0.53000,0.25400,0.00000,ciliated_sars_vs_healthy
LGALS3,0.00000,1.16343,0.97500,0.96100,0.00000,ciliated_sars_vs_healthy
LGALS7B,0.00000,-0.38960,0.15800,0.27200,0.00000,ciliated_sars_vs_healthy
LGALS8,0.00000,-0.33791,0.80400,0.75600,0.00000,ciliated_sars_vs_healthy
LGI1,0.00000,0.28365,0.42400,0.14600,0.00000,ciliated_sars_vs_healthy
LIMA1,0.00000,-0.28140,0.93200,0.90100,0.00000,ciliated_sars_vs_healthy
LINC00116,0.00000,0.29924,0.77700,0.44400,0.00000,ciliated_sars_vs_healthy
LINC00493,0.00000,0.36364,0.88000,0.66300,0.00000,ciliated_sars_vs_healthy
LINC00910,0.00000,-0.28818,0.21500,0.31800,0.00000,ciliated_sars_vs_healthy
LINC00969,0.00000,-0.83680,0.84100,0.84100,0.00000,ciliated_sars_vs_healthy
LINC01133,0.00000,0.31822,0.71900,0.40300,0.00000,ciliated_sars_vs_healthy
LIPH,0.00000,0.44785,0.91700,0.63000,0.00000,ciliated_sars_vs_healthy
LMAN1,0.00000,0.31184,0.88300,0.74100,0.00000,ciliated_sars_vs_healthy
LMTK3,0.00000,0.47585,0.63800,0.20400,0.00000,ciliated_sars_vs_healthy
LNPEP,0.00000,-0.38428,0.67200,0.67200,0.00000,ciliated_sars_vs_healthy
LRIG1,0.00000,-0.31552,0.52600,0.54900,0.00000,ciliated_sars_vs_healthy
LRP1,0.00000,-0.43076,0.25400,0.36800,0.00000,ciliated_sars_vs_healthy
LRRFIP1,0.00000,-0.34230,0.91900,0.88500,0.00000,ciliated_sars_vs_healthy
LSG1,0.00151,-0.25645,0.57400,0.50400,1.00000,ciliated_sars_vs_healthy
LSMD1,0.00000,0.52372,0.87800,0.68300,0.00000,ciliated_sars_vs_healthy
LTB4R,0.00000,-0.27567,0.16300,0.25200,0.00000,ciliated_sars_vs_healthy
LTBP4,0.00007,-0.25748,0.49300,0.45400,1.00000,ciliated_sars_vs_healthy
LUC7L3,0.00000,-0.50883,0.85200,0.82400,0.00000,ciliated_sars_vs_healthy
LY6D,0.00000,1.69650,0.80200,0.49000,0.00000,ciliated_sars_vs_healthy
LY6E,0.00000,0.95744,0.96600,0.89200,0.00000,ciliated_sars_vs_healthy
LYNX1,0.00000,2.57901,0.88000,0.43700,0.00000,ciliated_sars_vs_healthy
LYPD2,0.00000,2.43296,0.95900,0.70400,0.00000,ciliated_sars_vs_healthy
LYPD3,0.00000,-0.60158,0.31300,0.39000,0.00000,ciliated_sars_vs_healthy
LYPD6B,0.00000,0.61802,0.86800,0.51700,0.00000,ciliated_sars_vs_healthy
