pvalue,log2FoldChange,pct.1,pct.2,padj,Gene,comparison
4.03E-53,-1.386684031,0.96,0.998,8.53E-49,KRT20,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.63E-53,2.13530107,1,0.891,1.62E-48,NFKBIA,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.64E-52,1.271062705,0.88,0.636,9.82E-48,SAMD9,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.55E-51,-1.053298272,1,1,9.63E-47,KRT19,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.86E-51,1.348765394,1,0.948,1.45E-46,IER2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.34E-50,-1.089825517,1,1,1.77E-45,TSPAN8,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.97E-49,-1.048444072,0.72,0.996,4.18E-45,TMBIM6,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.65E-49,1.017955603,0.94,0.834,1.20E-44,RBBP6,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.12E-48,-1.098147883,0.98,1,2.37E-44,ACTB,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.16E-48,1.757371882,0.98,0.924,2.46E-44,ISG15,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.77E-48,1.272456004,0.82,0.307,1.65E-43,MX2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.54E-47,1.076225951,0.88,0.614,1.17E-42,EPSTI1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.33E-47,0.792576975,0.92,0.697,1.55E-42,PARP9,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.10E-47,1.051847902,0.84,0.569,1.72E-42,OAS3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
9.00E-47,1.725158744,0.92,0.667,1.91E-42,ZC3HAV1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.32E-46,0.849896287,0.78,0.501,2.81E-42,HELZ2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.68E-45,1.007913183,0.92,0.885,9.92E-41,SPEN,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.34E-44,0.714680859,0.82,0.551,7.07E-40,C19orf66,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.09E-44,0.95623175,0.88,0.593,1.08E-39,ZFP36,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.20E-43,1.573654806,1,0.869,2.53E-39,PPP1R15A,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.99E-42,1.733533179,0.88,0.237,4.21E-38,IFIT1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.44E-42,1.956666305,0.84,0.037,5.17E-38,CXCL10,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.60E-41,-0.757099382,0.98,1,7.63E-37,CALM1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.00E-41,-0.971138192,1,1,1.48E-36,B2M,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.12E-40,0.951485557,0.96,0.797,4.48E-36,NFAT5,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.10E-40,0.861210198,0.96,0.919,1.08E-35,SP100,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.83E-40,-1.023701029,0.82,0.998,1.23E-35,DSG2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.29E-40,0.870956108,0.8,0.638,1.33E-35,DDX60,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.84E-39,0.665834017,0.82,0.723,8.14E-35,PNPT1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.21E-39,-0.730270007,0.98,0.993,1.10E-34,CALM2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.54E-38,0.940717937,0.92,0.906,3.26E-34,STAT1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.71E-38,0.968504621,0.94,0.51,3.62E-34,ZC3H12A,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.01E-38,-0.915572649,0.8,1,6.38E-34,CLDN7,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.64E-38,-0.966736412,1,1,9.83E-34,FTH1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.39E-38,-1.069072881,0.94,0.996,1.14E-33,ANXA2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.92E-37,-0.824941632,0.8,0.993,8.30E-33,COX6A1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.27E-37,-0.660746404,0.94,0.996,9.04E-33,SPINT2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.33E-37,1.300698695,0.94,0.708,1.13E-32,MX1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.21E-36,0.914758914,0.78,0.2,2.56E-32,OAS2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.38E-36,0.811028973,0.86,0.887,2.92E-32,EIF2AK2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.62E-36,0.596062615,0.8,0.338,3.43E-32,HSH2D,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.10E-36,0.90876748,0.98,0.922,4.45E-32,GPBP1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.22E-36,-0.795493403,0.94,0.998,6.81E-32,MGST3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.01E-36,0.846391983,0.74,0.266,1.27E-31,CSRNP1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.74E-36,0.854048636,0.98,0.878,1.43E-31,ARID4B,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.61E-36,-1.094893354,1,1,1.61E-31,PIGR,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.12E-35,0.901532434,0.96,0.924,2.37E-31,RSRC2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.17E-35,-0.836679832,0.8,0.993,2.47E-31,TM9SF3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.76E-35,-1.144311256,0.82,0.991,3.73E-31,PLS1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.24E-35,0.572514017,0.82,0.575,6.86E-31,OGFR,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.21E-35,-0.99496932,0.9,0.998,8.91E-31,CYSTM1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.96E-34,0.656022832,0.68,0.625,4.16E-30,OAS1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.37E-34,0.939316844,0.96,0.819,7.14E-30,PIM3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.66E-34,-1.021263291,1,1,7.75E-30,TMSB4X,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.64E-33,0.856714023,0.86,0.599,5.60E-29,CYLD,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.68E-33,0.617331453,0.8,0.719,9.91E-29,PML,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.00E-33,-0.942580067,0.78,0.991,1.06E-28,APLP2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.16E-33,0.681232017,0.78,0.723,1.09E-28,TRIM38,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.75E-33,-0.816858915,0.9,0.993,1.43E-28,ANXA4,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.44E-33,1.283049763,0.96,0.728,1.79E-28,CXCL2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.86E-32,1.054348436,0.96,0.843,3.94E-28,NFKBIZ,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.22E-32,0.880539769,0.94,0.952,4.71E-28,PARP14,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.01E-32,0.585483855,0.78,0.889,6.37E-28,TRIM25,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.15E-32,-0.826864148,0.9,0.991,6.67E-28,ITGB1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.36E-32,1.094818563,1,0.985,1.35E-27,RNF213,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.80E-32,-0.812269181,0.6,0.989,1.44E-27,PSAP,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.97E-32,0.644746602,0.9,0.758,1.69E-27,GATA6,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.31E-31,1.249882672,0.94,0.593,2.77E-27,ICAM1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.95E-31,-0.812997608,1,1,4.13E-27,HLA-A,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.05E-31,0.788917533,0.84,0.566,4.35E-27,BCL3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.52E-31,0.631391499,0.92,0.826,5.33E-27,SETD5,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.68E-31,0.656782872,0.94,0.839,5.69E-27,PHACTR4,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.90E-31,0.735819107,0.96,0.845,8.26E-27,BAZ1A,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.44E-31,0.863619099,0.82,0.688,9.40E-27,JUNB,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.12E-31,1.163114014,0.72,0.126,1.08E-26,HERC5,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.50E-31,-0.916260972,0.74,0.983,1.17E-26,CD9,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.01E-31,1.364508834,0.7,0.068,1.49E-26,OASL,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.46E-31,0.892324005,0.92,0.41,1.58E-26,TNF,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.46E-30,0.713929137,0.84,0.634,3.09E-26,TRIM22,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.88E-30,1.21804483,0.74,0.242,3.98E-26,RSAD2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.91E-30,0.656672419,0.78,0.349,4.06E-26,USP18,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.92E-30,-0.757009874,0.7,0.985,6.18E-26,SKP1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.97E-30,0.817711045,0.9,0.697,6.28E-26,CHD2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.97E-30,0.875600115,0.74,0.373,6.29E-26,CX3CL1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.04E-30,-0.890450865,0.78,0.996,6.45E-26,CALR,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.48E-30,0.590549848,0.58,0.285,7.38E-26,SAMHD1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.83E-30,0.565559661,0.88,0.54,8.11E-26,SRFBP1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.02E-30,0.729469665,0.94,0.893,1.06E-25,SMG1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.27E-30,-0.875770736,1,1,1.75E-25,HLA-C,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.06E-29,0.91969485,0.86,0.789,2.25E-25,CEBPD,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.08E-29,0.7374944,0.76,0.253,2.29E-25,RP11-37B2.1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.09E-29,0.737561597,0.7,0.397,2.31E-25,BATF2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.26E-29,0.755480793,0.98,0.889,2.67E-25,KMT2A,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.27E-29,1.074552353,0.7,0.078,2.69E-25,IFI44L,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.29E-29,-0.645528143,0.92,0.996,2.73E-25,ARPC2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.38E-29,0.641685854,0.88,0.8,2.92E-25,RBM33,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.48E-29,0.651417208,0.74,0.346,3.14E-25,PPM1K,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.05E-29,-0.800573109,0.58,0.989,4.34E-25,SLC44A4,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.15E-29,1.330159143,1,0.961,4.55E-25,TXNIP,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.70E-29,-0.768591257,0.94,0.998,5.73E-25,LIMA1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.86E-29,0.704867258,0.9,0.776,6.06E-25,TAF1D,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.59E-29,0.685544085,0.74,0.468,9.73E-25,ZNF267,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.71E-29,0.762288823,0.92,0.699,9.97E-25,DUSP8,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.02E-28,0.817346064,0.74,0.251,2.15E-24,NUAK2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.04E-28,0.712746145,0.88,0.66,2.19E-24,SERTAD2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.84E-28,0.619080676,0.72,0.248,3.90E-24,CMPK2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.62E-28,-0.793011755,0.7,0.991,5.56E-24,PRDX1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.53E-28,0.577144569,0.84,0.76,7.47E-24,MYCBP2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.65E-28,-0.738326368,0.92,0.993,1.20E-23,PRELID1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.67E-28,0.710941726,0.94,0.917,1.20E-23,ASH1L,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.25E-28,-0.846150107,0.86,0.987,1.32E-23,OAZ1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.27E-28,0.9412374,0.82,0.462,1.33E-23,ZC3H12C,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
9.33E-28,-0.683466656,1,1,1.98E-23,KRT8,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.16E-27,-0.82534933,0.56,0.985,2.45E-23,TMEM59,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.26E-27,1.240391886,0.72,0.338,2.68E-23,NEURL3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.70E-27,-0.816707444,0.94,0.998,3.60E-23,MYL6,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.98E-27,-0.687156772,0.84,0.998,4.19E-23,CST3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.02E-27,-0.735413403,0.64,0.989,4.28E-23,TSPAN3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.12E-27,1.086311325,0.94,0.73,4.50E-23,IER3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.24E-27,-0.710842496,0.94,0.991,4.74E-23,H3F3A,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.76E-27,0.470508804,0.76,0.741,5.85E-23,OTUD4,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.89E-27,0.577638091,0.94,0.882,6.13E-23,BRD2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.90E-27,-0.713140407,0.68,0.978,6.14E-23,NDUFC2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.50E-27,-0.638215707,0.88,0.993,7.42E-23,TPM3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.81E-27,0.846635796,0.82,0.608,8.08E-23,RIPK2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.50E-27,-0.801462298,1,0.998,9.52E-23,MYL12B,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.57E-27,0.785526247,0.74,0.627,9.69E-23,GBP1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.68E-27,0.603585704,0.84,0.869,1.41E-22,TRIM56,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.00E-27,0.814852159,0.8,0.275,1.70E-22,CSF1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.11E-27,-0.717887744,0.94,0.996,1.72E-22,CFL1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.31E-27,0.747328867,0.8,0.728,1.76E-22,SAMD9L,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.06E-26,0.616791445,0.74,0.346,2.26E-22,IRF7,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.94E-26,0.727840456,0.62,0.15,4.12E-22,IFI44,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.37E-26,-0.637018425,0.74,0.998,5.03E-22,RTN4,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.28E-26,-0.753015244,0.62,0.972,9.06E-22,CAP1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.40E-26,-1.125541525,0.82,0.987,9.32E-22,ABCB1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.90E-26,1.055839728,0.86,0.754,1.46E-21,BHLHE41,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.05E-26,-0.65026564,0.8,0.991,1.49E-21,ARPC1B,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
