B.cell_control,CTL_control,MC_control,MoD.Ma_control,moDC_control,NKT_control,NKT.p_control,nrMa_control,pDC_control,rMa_control,Treg_control
AL645728.1,0.0641560274587798,0,0,0,0,0,0,0,0,0,0
C1orf233,0,0,0.506790999391851,0,0,0,0,0,0,0,0
RP11-345P4.9,0,0.272636162559686,0,0,0,0,0,0.0225863135974125,0,0.120510966497951,0.0829359319925358
MIB2,0.139289765880668,0.199630374145109,0,0,0,0,0.078301115854648,0.057757562630857,0,0,0.559347910726216
MMP23B,0,0,0,0,0,0,0,0,1.39742873113471,0,0
CDK11B,0.283380232067122,0.402384449997914,0,0.713464304406348,0,0,0.0963252480713074,0.0426508008594728,0,0.153706373696338,0.482156265798782
RP11-345P4.10,0,0,0,0,0,0,0,0,0,0,0
SLC35E2B,0.340768754477309,0.192956676032891,0,0.424628450106157,0,0,0.487133217430047,0.251941734738071,4.19228619340414,0,0.357949298142279
RP11-345P4.7,0,0,0,0,0,0,0,0,0,0,0
CDK11A,0.943203691883109,1.31777218413681,0.412677451304061,0,0,0,0.043499632428106,0.228151025695802,2.79485746226942,0.15201764091056,2.05242013482956
SLC35E2,0.0641560274587798,0,0,0,0,0,0,0.0448933782267116,0,0,0.0461424880029531
NADK,0.256501648959426,0.124342535038691,0,0,0,0,0.0528256156432014,0.583076748549743,0,0,0.17784354310531
GNB1,1.53111007053634,0.964590736089547,2.23029571338851,0.602969755624478,0,0,0.147904082707732,2.44190081580895,0.529661016949152,1.08099041556806,1.60859624848244
RP1-140A9.1,0,0,0,0,0,0,0,0,0,0,0
TMEM52,0,0,0,0,0,0,0,0,0,0,0
C1orf222,0,0,0,0,0,0,0,0,0,0,0
PRKCZ,0,0.104515050167224,0,0,0,0,0.0254755002114466,0,0,0.0195400277468394,0.170010724413878
RP5-892K4.1,0.188217579521927,0,0,0,0,0,0,0,0,0,0
RP11-181G12.2,0,0,0,0,0,0,0,0,0,0,0.0874278720055954
C1orf86,0.326655244679995,0.338175105959249,0.713129725043881,1.79404552591296,0,0,1.15724767204069,0.431400176350119,0,1.3942115161333,0.750082205387728
AL590822.2,0.0714694110920526,0,0,0,0,0,0,0,0,0,0
AL590822.1,0,0,0,0,0,0,0,0,0,0,0
SKI,0.302738769597481,0.876312642740497,0.412677451304061,0.636942675159236,0,0,0.0509510004228933,0.286699554244549,0,0,1.27799973053915
MORN1,0.046653541470333,0.0856164383561644,0,0,0,0,0,0,0,0,0
RER1,0.3943496398352,1.63504108670512,2.08594286807807,0,0,0,1.13853048303409,0.596523525926524,0.529661016949152,0.929898714043467,1.43029927860658
PEX10,0.138295770209336,0.107149678371866,0,0,0,0,0,0.0245652563752982,0,0.0488901926273589,0.0452724268284401
PLCH2,0.172601273797401,0.0901713255184851,0,0,0,0,0,0,0,0,0
PANK4,0,0.165917363604113,0,0,0,0,0,0.0200644872620603,0,0,0.106849022331446
HES5,0,0,0,0,0,0,0,0,0,0,0
RP3-395M20.12,0.367610874747564,0.140486879707862,0,0,0,0,0,0.515879055804772,0,0.911311458016719,0.144880575244561
TNFRSF14,0.505179170006336,0.611256294022425,1.74909313994804,0,0,0,0.259098526096878,0.324081961465199,0,0.135132292954672,1.1775011553334
RP3-395M20.9,0,0,0,0,0,0,0,0,0,0,0
FAM213B,0.141731002747356,0.0696184906711222,0,0,0,0,0,0,0,0,0
MMEL1,0,0,0,0,0,0,0,0,0,0,0
TTC34,0,0,0,0,0,0,0,0,0,0,0
ARHGEF16,0,0,0,0,0,0,0.51795924845292,0,0,0,0
RP11-168F9.2,0,0,0,0,0,0,0,0,0,0,0
MEGF6,0,0.0567536889897843,0,0,0,0,0.043499632428106,0,0,0,0
RP11-46F15.2,0,0.0432600795985465,0,0,0,0,0,0,0,0,0
TPRG1L,0.12131398540095,0.140682517651319,0.430876178499165,0.219490781387182,0,0,0.0848740919742282,0.123213774753102,0,0.0957479928022342,0.234171474478813
WRAP73,0.198119936909882,0.355320566459022,0.224537452847135,0,0,0,0.113738300919685,0,0,0.0461552663158866,0.577484950941997
TP73,0.0279634238416152,0,0,0,0,0,0,0,0,0,0.0960707080411183
TP73-AS1,0.132169416616939,0.0886210563629918,0,0,0,0,0,0.0548176572898997,0,0,0.0920035290485849
SMIM1,0,0,0.224537452847135,0,0,0,0.0348014834265421,0.0434065041854372,0,0,0
LRRC47,0.188217579521927,0.0608124543906592,0,0,0,0,0,0,0.529661016949152,0.0374321542204754,0.651044875194634
CEP104,0.166880362894332,0.476571109854049,0.713129725043881,0,0,0,0.0534534498567329,0.278713833243583,0,0.0374321542204754,0.438173099021066
DFFB,0.0662989286093137,0,0,0,0,0,0.0413744595461222,0,0,0.293685756240822,0.114658124049312
C1orf174,0.393342850698518,0.295224842482205,0,0.493973523019166,0,0,0.043499632428106,0.14168655844683,0,0,0.5427850304905
LINC01134,0,0,0,0,0,0,0,0,0,0,0
NPHP4,0.0760490972972151,0.0687568756875688,0,0,0,0,0,0,0,0,0
KCNAB2,0.317525189231072,0.6256488085519,0,0,0,0,0,0.170659510304928,0,0.0863223468478343,0.583436724575988
RPL22,18.4214163736507,8.82178202846174,18.1947884859062,29.046963015333,0,40.4678030750802,25.7347374512644,9.48365031799676,15.6982761887618,30.7080281243806,14.6778507569858
RP1-120G22.11,0,0,0,0,0,0,0,0,0,0,0
RNF207,0,0,0,0,0,0,0.237988692171549,0,0,0,0.0829359319925358
ICMT,0.236407644885904,0.102394474285628,0,0,0,0,0,0.0208201905880246,0,0,0.215219474762128
LINC00337,0,0,0,0,0,0,0,0,0,0,0
GPR153,0,0,0,0,0,0,0,0,0,0,0
ACOT7,0,0.0450856627592426,1.38674208358529,0,0,4.07830342577488,0.0528256156432014,0.0208201905880246,0,0.0195400277468394,0
RP1-202O8.3,0,0.0634195839675292,0,0,0,0,0,0,0,0,0
HES2,0,0,0,0,0,0,0.275595976298746,0,0,0,0
ESPN,0,0.0856164383561644,0,0,0,0,0.133938736421961,0,0,0,0.0745212012817646
TNFRSF25,0,0.317518289016668,0,0,0,0,0,0,0,0,1.7012234501909
PLEKHG5,0,0,0,0,0,0,0,0,0,0,0
NOL9,0.545765638130322,0.477003244593907,0,0,0,0,0.884590170480731,0,0,0,0.72184788941342
ZBTB48,0,0.0620347394540943,0,0,0,0,0.268895391471859,0.189120679397345,0,0,0.0834933622776989
KLHL21,0,0.0687568756875688,0,0,0,0,0.00932598321509541,0.0448933782267116,0,0.0213483625805901,0.0461424880029531
PHF13,0,0.0567536889897843,0,0,0,0,0,0,0,0,0
THAP3,0.0810241451952682,0,0,0,0,0,0,0.101300497057032,0,0.0195400277468394,0.133288913051227
DNAJC11,0.0499720156712241,0.154370959612987,0,0.219490781387182,0,0,0.185385868044389,0.0245652563752982,0,0,0.0823858955346845
RP11-242F24.1,0,0,0,0,0,0,0,0,0,0,0
RP11-312B8.1,0,0,0,0,0,0,0,0,0,0,0
CAMTA1,0.459014625493001,0.249155165099953,0.430876178499165,1.81040758304999,0,0,2.09480275893101,0.73628463634685,0,0.926250016645394,0.545967287185898
VAMP3,0.150567644691155,0.236581106356546,0,0.424628450106157,0,0,0.32003301000678,0.121754465556557,0,0.113179288903299,0.343178778173724
PER3,0.104685733428248,0.620998835620651,0.937667177891016,0,0,0,0.684335657852273,0.0662056375513474,0,0.620732464307883,0.143143429716576
RP3-467L1.4,0,0,0.224537452847135,0,0,0,0,0,0,0,0
TNFRSF9,0,0.0711845102505695,0,0.424628450106157,0,0,0,0,0,0,0.507567368032484
PARK7,1.24927448175596,1.8803664928589,2.09012555700343,0.75978139214049,0,0,3.47710217536435,1.19237482097924,1.05932203389831,3.26902855967672,1.73297549016105
ERRFI1,0,0.107805088400173,0,0.212314225053079,0,0,0.0279779496452862,0.511425125118143,0,0,0
SLC45A1,0,0,0,0,0,0,0,0,0,0,0
RERE,0.789087946471373,0.295948324464216,1.38674208358529,0.713464304406348,0,0,1.79428882459395,0.305998720065702,1.92708974808386,0.111850560378613,0.207648606352577
RP5-1115A15.1,0,0,0,0,0,0,0,0,0,0,0
ENO1,1.55513598844942,2.22925124719666,3.88109261632341,2.32767020862443,0,0,5.48322254373507,2.70761994669871,0.529661016949152,4.74348891851334,0.974983755543827
ENO1-AS1,0,0,0,0,0,0,0,0,0,0,0
SLC2A5,0,0,0,0,0,0,0,0,0,0,0
GPR157,0,0.107149678371866,0,3.55245778107127,0,0,0.00932598321509541,0.0868130083708743,0,0.0918309263227087,0
RP3-510D11.1,0,0,0,0,0,0,0,0,0,0,0
RP3-510D11.2,0,0,0,0,0,0,0,0,0,0,0
H6PD,0.246825534468163,0.57253992914284,0.44907490569427,0,0,0,0.126876385733882,0.0657135688147362,0,0.114626318202659,0.254741592051007
SPSB1,0,0.0634195839675292,0,0,0,0,0.0857603512743988,0.0773377261161767,0,0,0.0452724268284401
SLC25A33,0.151309330059423,0,0.430876178499165,0.212314225053079,0,0,0.043499632428106,0.0894323735337093,1.05932203389831,0.0488901926273589,0.13438037735264
TMEM201,0,0,0.20633872565203,0,0,0,0,0,1.39742873113471,0,0.0655007532586625
PIK3CD,0.377735742020994,0.88214834189374,0,0,0,0,0,0.110809096911369,0,0.216223293526771,1.39798259709234
C1orf200,0,0,0,0,0,0,0,0,0,0,0
RP11-558F24.4,0,0,0,0,0,0,0,0,0,0,0
CLSTN1,0.0714694110920526,0.313640638726036,0,0,0,0,1.16609900660731,0.134695749058895,0.529661016949152,0,0.183151790139235
CTNNBIP1,0.18797853697844,0.104474789746738,0,0,0,0,0.87231163858427,0.201029810262441,0,0,0.166482276721881
LZIC,0,0.357662544895569,0.20633872565203,0,0,0,1.05363426769579,0.12110378222249,0,0.0488901926273589,0.539245302891248
NMNAT1,0,0,0,0,0,0,0.00932598321509541,0.080480306469007,0,0,0
RBP7,0,0,0,0,0,0,0.698194004840812,0.236508241981568,0,0,0
UBE4B,0.323603975529272,0.427043512817817,0.713129725043881,0,0,0,0.228662708956454,0.149150495894098,0,0,0.422290695703506
KIF1B,0.316679254042463,0,0.224537452847135,0.376302417903193,0,0,0.0186519664301908,0.655794579116675,1.39742873113471,0,0.134098930395318
PGD,0.0999440313424482,0.351793573865303,0.430876178499165,0,0,0,0.262237683892519,0.416942185950015,0.529661016949152,0.429187768957245,0.106849022331446
APITD1,0,0,0,0,0,0,1.31336467978206,0,0,0,0
DFFA,0.193696191218834,0.672541688921827,0.919468450695912,0,0,0,0,0.0378121868678275,0,0.0488901926273589,0.129497973595462
PEX14,0.0537859962780091,0.0467027834858958,0,0,0,0,0.271020564353843,0.0225863135974125,0,0,0.0458610410456317
CASZ1,0.188217579521927,0.0611246943765281,0,0,0,0,0.587190411828776,0,2.45675076503302,0.0213483625805901,0.0517973686936704
RP4-734G22.3,0,0,0,0,0,0,0,0,0,0,0
TARDBP,0.317846546588319,1.05157064205223,1.47110938004733,0.163988192850115,0,0,0.92181952139483,0.316653506289196,1.05932203389831,0.338974264185295,1.66740664846782
RP4-635E18.8,0.162652136420772,0,0.20633872565203,0,0,0,0,0,0,0,0.256755983981871
SRM,0.467457145710601,0.503062073067034,0.82962468925213,0,0,4.07830342577488,0.842848560900745,0.187377729230972,0,0.548485490320426,0.471555774366572
EXOSC10,0.472488030066993,0.343694052107258,1.12580717634794,0.163988192850115,0,0,0.541403860209523,0.160960612938014,1.05932203389831,0.0583158385817588,0.654754436820774
RP4-635E18.7,0,0,0.224537452847135,0,0,0,0.394664140816166,0,0,0,0
RP4-635E18.6,0,0,0,0,0,0,0,0,0,0,0
MTOR,0.488534036984738,0.209406764631908,0,0,0,0,0,0.292195545579746,0,0,0.773137923812627
UBIAD1,0,0.240681925024827,0,0,0,0,0,0.0773377261161767,0,0,0.114132077058603
FBXO2,0,0.337098909223649,0,0,0,0,0.230189207561492,0,0,0.178539546509552,0.0920035290485849
FBXO44,0.250000479624823,0.650477661637501,0,0,0,0,0,0.0200644872620603,0,0,0.367176275600664
FBXO6,0.0779354395128393,0.250523104298495,0,0,0,0,0.308234711032361,0.170332782551614,0,0.126123712136995,0.22566864690736
MAD2L2,0.211765879787395,0.360056236715491,0,0.376302417903193,0,0,1.18589244505063,0.126497302793527,0.529661016949152,0.310489162228737,0.367836750508376
DRAXIN,0,0,0,0,0,0,0,0,0,0,0
AGTRAP,0.0916422287390029,0.178304912463906,0.430876178499165,0.163988192850115,0,0,0.533677437898776,0.509905559240325,0,0.0374321542204754,0
C1orf167,0,0,0,0,0,0,0,0,0,0,0
MTHFR,0.135625438550832,0.0638895987733197,0.224537452847135,0.711455359937526,0,0,0,0.58075344426036,0,0.0675036288964767,0.5002846911663
CLCN6,0.279863774202737,0.125628140703518,0,0.163988192850115,0,0,0,0.083928995815973,0,0.0461552663158866,0.0829359319925358
NPPA-AS1,0,0,0,0,0,0,0,0,0,0,0.0745212012817646
KIAA2013,0.457601970379805,0.280836170916185,0.224537452847135,0,0,0,0.253852004062197,0.200789734490556,1.39742873113471,0.116393821523836,0.484291048577479
PLOD1,0.046653541470333,0,0,0,0,0,0,0.250216065954797,0,0,0
MFN2,0.0870172849903321,0.268977920389333,0.506790999391851,0,0,0,0.159104681143136,0.107846018727397,0,0,0.388383389696166
MIIP,0.33116171219549,0,0.430876178499165,0.493973523019166,18.6915887850467,0,0.043499632428106,0.173537220646552,0,0.0195400277468394,0.314090652966647
TNFRSF8,0.0499720156712241,0,0,0,0,0,0,0.0623774432431257,0,0,0
TNFRSF1B,0.985310382094342,0.828606700813393,0,0.930946141324708,0,0,0,4.56195096203998,1.39742873113471,0.0569721819673148,0.831635835858489
VPS13D,0.417267397782257,0.44721833580533,0.20633872565203,0.212314225053079,0,0,0.340408149371096,0.121996533680289,0.529661016949152,0,0.858545631471232
DHRS3,0,0.495869786880123,0,0.163988192850115,0,0,0.0413744595461222,0.722402907398239,0,0.132477613163721,0.523166840409836
RP11-474O21.5,0,0,0,0,0,0,0,0,0,0,0
C1orf158,0.104685733428248,0,0,0,0,0,0,0,0,0,0
PDPN,0,0,0,0,0,0,0,0,0,0,0
PRDM2,3.32410947689663,1.05364700799865,0.430876178499165,0,0,0,0.0876270990697434,0.507068088003545,1.92708974808386,0.306042707994134,0.713284454559661
KAZN,0,0.0552730488613752,0.224537452847135,0,0,0,0.141886235616283,0,0,0,0
TMEM51,0,0,0,0.163988192850115,0,0,0,0.06039850046524,0,0,0
FHAD1,0,0,0,0,0,0,0.0186519664301908,0,0,0,0
RP3-467K16.2,0,0,0,0,0,0,0,0,0,0,0
RP3-467K16.4,0,0,0,0,0,0,0,0,0,0,0.0765784737910173
EFHD2,0.57972872104636,0.907605813587185,0.224537452847135,3.7792871538359,0,4.07830342577488,1.4193054786853,3.35740300207611,1.39742873113471,3.7648013004458,0.653255889191266
CTRC,0,0,0,0,0,0,0,0,0,0,0
CASP9,0.0641560274587798,0.0886210563629918,0,0,0,0,0,0.175088358172369,0,0.0488901926273589,0.106849022331446
DNAJC16,0.0499720156712241,0.134393440542579,0,0,0,0,0,0.113121401439605,0,0.178539546509552,0.382963139242628
AGMAT,0.23167204986653,0,0.224537452847135,0,0,0,0,0,0,0,0.0829359319925358
RP4-680D5.2,0,0,0,0,0,0,0.00932598321509541,0,0,0,0
DDI2,0.87242225020635,0.211006203097989,0,0.163988192850115,0,0,0.141721347486572,0.118292493336835,0,0.0195400277468394,0.0549767723136975
PLEKHM2,0.311190945503279,0.282740440622941,0,0,0,0,0.212239852276609,0.158733674105656,0,0.160781584518546,0.168863449796924
RP11-288I21.1,0,0,0,0,0,0,0,0,0,0,0
SLC25A34,0,0,0,0,0,0,0,0,0,0,0
FBLIM1,0.154432517636145,0.0432600795985465,0,0,0,0,0,0,0,0,0.197625439336302
RP11-169K16.9,0.0746169653119482,0.0865201591970929,0.44907490569427,0.212314225053079,0,0,0.0254755002114466,0.18297207339144,1.39742873113471,0,0.143143429716576
SPEN,1.54777276674791,1.6311732843798,0,1.5143951724157,0,0,0.314029277958426,0.611600963020756,0.529661016949152,0.3599613397028,1.56328024055804
ZBTB17,0,0.20642447292814,0,0,0,0,0,0.722651311537046,0,0.0213483625805901,0.280529988034384
CLCNKB,0,0,0,0,0,0,0,0,0,0,0
FAM131C,0,0,0,0,0,0,0,0,0,0,0
EPHA2,0,0,0,0,0,0,0.765571296338185,0.690989496959646,0,0.0213483625805901,0
RP11-276H7.2,0,0,0,0,0,0,0,0,0,0,0
RP11-276H7.3,0,0,0,0,0,0,0,0,0,0,0
ARHGEF19,0.046653541470333,0,0,0,0,0,0,0,0,0,0
C1orf134,0,0,0,0,0,0,0,0,0,0,0
RSG1,0,0,0,0,0,0,0,0,0,0,0
FBXO42,0.0783834203389299,0.410176512502504,0.20633872565203,0.376302417903193,0,0,0.0254755002114466,0.0623774432431257,1.39742873113471,0.0195400277468394,0.491755982151769
SZRD1,0.560773037893552,0.85255242344021,0.224537452847135,0.376302417903193,0,4.07830342577488,0.5619739848628,0.702909487060196,0,0.0213483625805901,0.691902862013509
SPATA21,0,0,0.20633872565203,0,0,0,0,0,0,0,0
NECAP2,0.437951521050695,0.215025180717684,0.430876178499165,0,0,0,0.778446960607659,0.80411925086344,0,1.76485550417598,0.384915551501943
RP4-798A10.2,0,0,0,0,0,0,0,0.439869798539632,0,0,0
RP4-798A10.7,0.188217579521927,0,0.224537452847135,0,0,0,0,0,1.39742873113471,0,0
NBPF1,0,0.0448591422931994,0.224537452847135,0,0,0,0.043499632428106,0.0448933782267116,0,0.0195400277468394,0
CROCCP2,0.252373606980707,0.489536383777058,0.224537452847135,0,0,0,0,0.38597135419663,0,0,0.216224845043763
CROCC,0,0.231901755080825,0,0,0,0,0.0413744595461222,0,0,0,0.267649634383711
RP11-108M9.4,0,0,0,0,0,0,0.0279779496452862,0.0880362478227956,0,0.0950454589432456,0.0517973686936704
RP11-108M9.6,0.179041403648071,0,0,0,0,0,0,0,0,0,0.127377242390649
ATP13A2,0.287650414455595,0.1497721102686,0.430876178499165,0,0,0,0.0602769836379887,0,0,0,0.0960707080411183
SDHB,0.512271324421714,0.171547749516533,0.224537452847135,1.4269286088127,0,0,1.83921111014252,0.979843145057682,0,0.287167639213411,0.195456295679627
PADI2,0,0,0,0,0,0,0,0.0907708939266456,0,0,0
RP11-380J14.1,0,0,0,0,0,0,0,0,0,0,0
PADI1,0,0,0,0,0,0,0.141721347486572,0,0,0,0.0745212012817646
PADI3,0,0,0,0,0,0,0.0507004427612176,0,0,0,0
PADI4,0,0,0,0,0,0,0,0,0,0,0
RCC2,1.19619449349107,0.542731458897328,1.18040335793326,1.47324569654684,0,0,1.49789712839719,0.314070810087465,0,0.117400600041584,0.682667811960066
ARHGEF10L,0,0,0,0,0,0,0.0254755002114466,1.54197759938321,0,0,0
PAX7,0,0,0,0,0,0,0.541403860209523,0,0,0,0
ALDH4A1,0,0,0,0,0,0,0.00932598321509541,0.0593637394406748,0,0.0374321542204754,0
IFFO2,0,0.0567536889897843,0,0,0,0,0.0254755002114466,0,0,0,0
UBR4,0.718609366985212,0.680516701572059,1.06809108265036,0.93295508579353,0,0,0.689998415520718,0.758779130011047,0,0.0195400277468394,0.391394938586675
RP1-43E13.2,0,0,0,0,0,0,0,0,0,0,0.0875350140056022
EMC1,0.269241724717196,0.869582709416722,0.731328452238986,0,0,0,0.101400885522435,0,0,0.0923105326317733,0.566027675832181
MRTO4,0.211946402747443,0.502757315746092,0,0,0,0,0.0507004427612176,0.232567774760294,0,0.293685756240822,0.0979398566966235
AKR7A3,0,0,0,0,0,0,0,0,0,0,0
AKR7A2,0.127677686665601,0.100151742054397,0,0,0,0,0.537440061328591,0.0985174686250778,0,0.939993129767503,0.271040169856937
PQLC2,0.0370452693191079,0.0452570601013758,0,0,0,0,0,0.0200644872620603,0,0,0.0458610410456317
CAPZB,3.39017636820258,2.9244454881715,2.20243783228632,1.12890725370958,0,4.07830342577488,1.21166594868623,4.24011043972296,0.529661016949152,1.87234366666715,1.54888696850841
MINOS1-NBL1,0,0,0,0,0,0,0,0,0,0,0
MINOS1,1.2857735354559,1.43895775717372,2.66544167853169,1.47324569654684,0,0,3.00428830743737,1.38570614648405,0,2.13181767475678,0.914185214313142
NBL1,0,0.156767592807637,0,0,0,0,0.0534534498567329,0,0,0,0.209174523708142
TMCO4,0.35396820375382,0.235334214781101,0.20633872565203,0,0,0,0.218942943468932,0.0225863135974125,0,0,0.0986241925144238
OTUD3,0.0370452693191079,0.252085699815462,0,0,0,0,0,0,0,0,0.479534806821175
PLA2G2A,0,0,0,0,0,0,0,0,0,0,0
PLA2G2D,0,0,0,0,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,0,0,0,0,0
UBXN10-AS1,0,0,0.224537452847135,0,0,0,0,0.0208201905880246,0,0,0.049862877088008
UBXN10,0,0,0,0,0,0,0,0,0,0,0
CAMK2N1,0,0,0.506790999391851,0,0,0,0,2.00340578984273,0,0,0
MUL1,0.13989286352284,0.119581289573052,0,0.219490781387182,0,0,0,0.160960612938014,0,0.0213483625805901,0.0655007532586625
FAM43B,0,0,0,0,0,0,0,0,0,0,0
CDA,0,0,0,0,0,0,0,0.197492360945968,0,0,0
PINK1,0.0714694110920526,0.153900944807196,0.44907490569427,0,0,0,0.310941838020892,0,0,0,0.0834933622776989
PINK1-AS,0,0,0,0,0,0,0,0,0,0,0
DDOST,0.304377177284661,0.456917239930183,2.57871782920017,0,0,0,0.505413865244237,0.233045534529594,0,2.1166198485247,0.501111292888662
HP1BP3,0.954742382446624,1.84972050126816,2.25588413933989,0.219490781387182,0,4.07830342577488,0.900929241222512,0.772577504956056,1.58898305084746,0.502760283026203,2.03730522375792
RP5-930J4.4,0,0,0,0.219490781387182,0,0,0,0,0,0,0
EIF4G3,0.799620057972067,0.78651627490439,1.67744810569936,0.219490781387182,0,0,0.0441274666416375,0.406499591925512,1.39742873113471,0.0923105326317733,0.727090871173529
