ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-74751	Insulin receptor signalling cascade	38/874	45/4579	2.73087071489378e-21	2.82272727530384e-19	1.45820656355093e-19	208/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/2322/10818/2549/9846/2887/2885/3265/3643/3667/8660/3845/5594/5595/4893/5289/5290/5291/5295/5296/5781/6464/6654	38
R-HSA-199418	Negative regulation of the PI3K/AKT network	61/874	99/4579	4.88043088250128e-21	4.62420826116996e-19	2.38884248459273e-19	207/208/10000/374/1950/1956/2064/2065/2066/2099/2100/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/10818/2534/2549/2885/3082/3643/3667/8660/3815/3932/5594/5595/4233/3084/5155/5156/5159/5290/5291/5293/5295/5296/8503/5515/5518/5519/5528/5728/5781/5879/5880/6714/7039/7189/7409	61
R-HSA-187037	Signaling by NTRK1 (TRKA)	50/874	72/4579	8.06040724464665e-21	7.04975618243326e-19	3.641868212561e-19	1173/466/673/1385/1398/1399/2002/10818/2885/3265/3667/8660/3845/5604/5605/5594/5600/6300/5603/1432/5595/5598/9261/4205/4208/4893/4915/5290/5291/5295/5296/5335/5515/5518/5519/5528/5906/2889/387/6195/6196/6197/9252/6464/25759/53358/6654/6714/6774/7529	50
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	58/874	92/4579	9.15786556033679e-21	7.4374951015021e-19	3.8421721674195e-19	207/374/1950/1956/2064/2065/2066/2099/2100/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/10818/2534/2549/2885/3082/3643/3667/8660/3815/3932/5594/5595/4233/3084/5155/5156/5159/5290/5291/5293/5295/5296/8503/5515/5518/5519/5528/5781/5879/5880/6714/7039/7189/7409	58
R-HSA-9006931	Signaling by Nuclear Receptors	97/874	207/4579	1.13080058607512e-20	8.57146844244942e-19	4.4279770317889e-19	207/208/10000/374/1386/8312/596/801/805/808/857/595/1025/1027/4435/1385/1387/6387/1655/1950/1956/2002/2033/2066/2099/2100/2288/2353/2354/3169/2309/2625/2770/2773/2782/2783/10681/54331/2962/3014/3015/3020/3021/3065/8841/3265/3320/3326/3315/3480/3725/3727/8850/10524/3845/5594/5595/4313/4318/4609/8648/10499/8202/9611/9612/4893/8204/5163/5290/5295/5296/8503/5431/5432/5439/5451/5590/5747/5914/5916/6256/6257/6464/9126/6667/8877/6714/6720/6722/79718/6908/7031/7033/7039/7391/7514/7528	97
R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	38/874	46/4579	1.28845153675977e-20	9.15605873309912e-19	4.72997340468389e-19	867/1398/1399/1437/1438/1439/2534/9846/2885/3559/3560/3561/3563/3567/3635/3716/3717/3718/4067/5290/5291/5293/5295/5296/8503/5566/5781/5777/2889/6464/6654/6776/6777/6850/7314/7409/7525/7534	38
R-HSA-166520	Signaling by NTRKs	57/874	90/4579	1.44611570445254e-20	9.67196209389725e-19	4.99648645872765e-19	1173/466/627/673/1020/1385/1398/1399/2002/10818/2534/2549/2885/3265/3667/8660/3845/5604/5605/5594/5600/6300/5603/1432/5595/5598/9261/4205/4208/25920/4893/4915/5290/5291/5295/5296/5335/5515/5518/5519/5528/5781/5879/5906/2889/387/6195/6196/6197/9252/6464/25759/53358/6654/6714/6774/7529	57
R-HSA-5684996	MAPK1/MAPK3 signaling	101/874	221/4579	1.70754216121719e-20	1.07859746516886e-18	5.57197968397189e-19	60/369/374/408/673/801/805/808/815/816/817/818/983/1437/1438/1439/1445/153090/1950/1956/2064/2065/2066/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/2322/2335/10818/2534/2674/2885/3082/3265/3559/3560/3561/3563/3567/3569/3572/3667/8660/3674/3690/3716/3717/3718/3815/3845/8844/27040/5604/5605/5594/5595/4233/4893/3084/5155/5156/5159/5515/5518/5519/5528/5687/5688/5694/5717/5747/5781/5894/5906/5908/5921/5923/9978/5979/6464/25759/53358/6654/6714/7010/7039/7297/7314/7529	101
R-HSA-194138	Signaling by VEGF	62/874	104/4579	2.67215033075157e-20	1.59907101371818e-18	8.2607195820464e-19	60/207/208/10000/558/9564/801/805/808/857/998/1398/1495/1499/1500/1793/2321/2324/2534/3265/3320/3315/3685/3690/3791/3845/5600/6300/5603/1432/9261/2475/653361/4690/4893/5058/5062/5290/5291/5295/5296/5335/5566/5567/5578/5579/5580/5590/5747/2185/5829/5879/5921/387/25759/8877/6714/7409/7410/10451/7422/7424	62
R-HSA-4420097	VEGFA-VEGFR2 Pathway	59/874	97/4579	5.60473624445197e-20	3.12581939255368e-18	1.6147824108179e-18	60/207/208/10000/558/9564/801/805/808/857/998/1398/1495/1499/1500/1793/2534/3265/3320/3315/3685/3690/3791/3845/5600/6300/5603/1432/9261/2475/653361/4690/4893/5058/5062/5290/5291/5295/5296/5335/5566/5567/5578/5579/5580/5590/5747/2185/5829/5879/5921/387/25759/8877/6714/7409/7410/10451/7422	59
R-HSA-2428924	IGF1R signaling cascade	37/874	45/4579	5.77328119996721e-20	3.12581939255368e-18	1.6147824108179e-18	208/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/2322/10818/2549/9846/2885/3265/3479/3480/3667/8660/8471/3845/4893/5289/5290/5291/5295/5296/5781/6464/6654	37
R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	37/874	46/4579	2.421091425982e-19	1.25126406879161e-17	6.46396658228688e-18	208/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/2322/10818/2549/9846/2885/3265/3479/3480/3667/8660/8471/3845/4893/5289/5290/5291/5295/5296/5781/6464/6654	37
R-HSA-2428928	IRS-related events triggered by IGF1R	36/874	44/4579	2.57246483344239e-19	1.27169239809739e-17	6.56949829318469e-18	208/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/2322/10818/2549/9846/2885/3265/3479/3480/3667/8660/8471/3845/4893/5289/5290/5291/5295/5296/5781/6654	36
R-HSA-1257604	PIP3 activates AKT signaling	99/874	225/4579	1.21802412599928e-18	5.64631443786364e-17	2.91685734048782e-17	207/208/10000/374/1386/572/842/1026/1027/1147/1385/1457/1950/1956/1958/2064/2065/2066/2099/2100/2146/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/2308/2309/4303/10818/2534/2549/2885/2931/2932/3065/3066/8841/10014/51564/3082/3643/3667/8660/3725/3815/3932/5594/5595/4193/4233/9112/2475/3164/3084/5155/5156/5159/5290/5291/5293/5295/5296/8503/5371/5468/5515/5518/5519/5528/5687/5688/5694/5717/5728/5781/5879/5880/5928/6199/57521/6615/6714/10273/7039/7157/7189/7314/7409	99
R-HSA-5673001	RAF/MAP kinase cascade	96/874	215/4579	1.24149393972376e-18	5.64631443786364e-17	2.91685734048782e-17	60/369/374/408/673/801/805/808/815/816/817/818/1437/1438/1439/1445/153090/1950/1956/2064/2065/2066/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/2322/2335/10818/2534/2674/2885/3082/3265/3559/3560/3561/3563/3567/3667/8660/3674/3690/3716/3717/3718/3815/3845/8844/27040/5604/5605/5594/5595/4233/4893/3084/5155/5156/5159/5515/5518/5519/5528/5687/5688/5694/5717/5747/5894/5906/5908/5921/5923/9978/5979/6464/25759/53358/6654/6714/7010/7039/7314/7529	96
R-HSA-112399	IRS-mediated signalling	33/874	40/4579	5.22149690471459e-18	2.2834007617925e-16	1.1795932278667e-16	208/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/2322/10818/2549/9846/2885/3265/3667/8660/3845/4893/5289/5290/5291/5295/5296/5781/6654	33
R-HSA-9009391	Extra-nuclear estrogen signaling	47/874	72/4579	6.22359034901847e-18	2.62082304697556e-16	1.35390386540051e-16	207/208/10000/374/596/801/805/808/857/595/1027/1385/1950/1956/2002/2099/2100/2353/2309/2770/2773/2782/2783/10681/54331/3265/3320/3315/3480/3845/5594/5595/4313/4318/4893/5290/5295/5296/8503/5590/5747/6464/8877/6714/6722/7039/7514	47
R-HSA-2559583	Cellular Senescence	68/874	130/4579	6.5905442810926e-18	2.67623173128653e-16	1.38252771009386e-16	64682/10393/51529/29882/29945/51433/472/8900/890/898/9134/8881/8697/246184/996/1017/1019/1021/1026/1027/1029/1051/1869/2113/2114/2146/2353/51343/3014/3015/3020/3021/3159/3569/3725/10524/6416/5608/4217/9448/5594/5602/5600/1432/5595/5598/5599/5601/9261/8550/4193/4194/4790/5925/5928/5970/6195/6196/6197/6667/6774/7027/7029/7157/7295/7314/11065/7321	68
R-HSA-76002	Platelet activation, signaling and aggregation	83/874	182/4579	6.93731243281401e-17	2.71990490900328e-15	1.40508905172785e-15	207/351/408/9564/801/805/808/998/1191/1278/1398/1445/1950/2149/2207/2335/2534/2767/2768/10672/9630/2769/2770/2773/2776/2782/2783/10681/54331/2885/3082/3479/3674/3690/27040/3932/3937/4067/5594/1432/5595/5155/5290/5291/5294/5295/5296/8503/23533/5578/5579/5580/5581/5582/5588/5590/5747/5781/5777/5879/5880/5894/5906/5908/10235/387/388/5054/6464/6654/6714/6850/6915/7040/7042/7043/7114/7409/7410/10451/7422/7424/7534	83
R-HSA-1433557	Signaling by SCF-KIT	33/874	42/4579	8.40566018963866e-17	3.17844918605085e-15	1.6419706946409e-15	867/1111/2241/2534/9846/10750/2887/2885/3265/3717/3815/3845/3932/4067/4318/4893/5290/5295/5296/8503/5578/5781/5777/5879/8651/6654/6714/6772/6774/6776/6777/7409/7525	33
R-HSA-5654696	Downstream signaling of activated FGFR2	24/874	25/4579	8.6659564439381e-17	3.17844918605085e-15	1.6419706946409e-15	2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2263/10818/2549/2885/3265/3845/4893/5290/5295/5335/5781/6464/6654	24
R-HSA-186763	Downstream signal transduction	26/874	29/4579	2.96700988317899e-16	1.05421569911703e-14	5.44602471978249e-15	9564/1398/1399/2885/3265/3845/4690/4893/5155/5156/5159/5290/5291/5295/5296/5335/5781/2889/5921/6654/6714/6772/6774/6776/6777/6778	26
R-HSA-2871796	FCERI mediated MAPK activation	27/874	31/4579	3.90383139604724e-16	1.34504736281991e-14	6.94844631258169e-15	2207/2353/2885/3265/3725/3845/27040/3937/4067/6416/4214/5594/5602/5595/5599/5601/4893/5058/5062/5335/5879/6464/6654/6850/7409/7410/10451	27
R-HSA-9006335	Signaling by Erythropoietin	23/874	24/4579	4.45467384733475e-16	1.47125821147148e-14	7.60044514188852e-15	1399/2057/2549/2885/3265/8660/3717/3845/4067/4893/5290/5291/5293/5294/5295/23533/5335/2889/6464/6654/6776/6777/7409	23
R-HSA-5654741	Signaling by FGFR3	30/874	37/4579	4.52893908544432e-16	1.47125821147148e-14	7.60044514188852e-15	673/867/2246/8822/8817/2247/26281/8074/2250/2253/2254/2261/10818/2549/2885/3265/3845/5594/5595/4893/5290/5295/5335/5515/5518/5781/6464/6654/6714/7314	30
R-HSA-74752	Signaling by Insulin receptor	38/874	55/4579	5.67932218723479e-16	1.79371925746832e-14	9.26626251601466e-15	208/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/2322/10818/2549/9846/2887/2885/3265/3643/3667/8660/3845/5594/5595/4893/5289/5290/5291/5295/5296/5781/6464/6654	38
R-HSA-109582	Hemostasis	139/874	395/4579	1.67302311788817e-15	5.14115482442931e-14	2.65589445172574e-14	25/60/207/302/351/408/9564/801/805/808/857/23468/914/960/998/1017/1020/1191/1278/1398/1445/1793/1950/2149/2207/2268/2335/2534/2625/2767/2768/10672/9630/2769/2770/2773/2776/2782/2783/10681/54331/2885/3020/3021/3065/3066/3082/3265/3479/3635/3672/8515/3673/3674/3675/3676/3678/3655/3684/3685/3688/3689/3690/3717/3845/27040/3932/3937/4067/5594/1432/5595/4282/4312/4842/4843/4893/5155/5290/5291/5294/5295/5296/8503/23533/5327/5335/5515/5518/5519/5528/5566/5567/5573/5577/5578/5579/5580/5581/5582/5588/5590/10544/5747/5781/5777/5879/5880/5894/5906/5908/10235/387/388/6382/6383/6385/6402/5054/6464/25942/6654/6714/6850/6915/7010/7040/7042/7043/7114/7157/7409/7410/10451/7422/7424/7465/7525/7534	139
R-HSA-166166	MyD88-independent TLR4 cascade 	54/874	99/4579	1.80960418465748e-15	5.27569219988605e-14	2.72539577608334e-14	351/466/1386/8945/841/1147/1385/8454/2002/8772/2353/3551/9641/8517/3661/3725/5604/6416/5608/6885/5594/5602/5600/1432/5595/5598/5599/5601/9261/4205/4208/4790/4792/5515/5518/5519/5528/5781/5970/8737/11035/6195/6196/6197/9252/6288/6500/10454/23118/148022/7099/7189/7314/7321	54
R-HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling 	54/874	99/4579	1.80960418465748e-15	5.27569219988605e-14	2.72539577608334e-14	351/466/1386/8945/841/1147/1385/8454/2002/8772/2353/3551/9641/8517/3661/3725/5604/6416/5608/6885/5594/5602/5600/1432/5595/5598/5599/5601/9261/4205/4208/4790/4792/5515/5518/5519/5528/5781/5970/8737/11035/6195/6196/6197/9252/6288/6500/10454/23118/148022/7099/7189/7314/7321	54
R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	64/874	129/4579	1.95896587759432e-15	5.35441945427117e-14	2.76606587555739e-14	695/8945/801/805/808/1147/8454/2207/2353/2534/9846/2885/3265/3551/8517/3725/3845/27040/3937/4067/6416/4214/6885/5594/5602/5595/5599/5601/4772/4773/4775/4790/4792/4893/5058/5062/5290/5291/5295/5296/5335/5530/5532/5534/5588/5687/5688/5694/5717/5879/10235/5970/6464/6500/6654/6850/10454/23118/7189/7314/7321/7409/7410/10451	64
R-HSA-109704	PI3K Cascade	29/874	36/4579	1.97788581424265e-15	5.35441945427117e-14	2.76606587555739e-14	208/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/2322/10818/2549/9846/2885/3667/8660/5289/5290/5291/5295/5296/5781	29
R-HSA-5654743	Signaling by FGFR4	29/874	36/4579	1.97788581424265e-15	5.35441945427117e-14	2.76606587555739e-14	673/867/2246/8822/8817/2247/26281/8074/2253/2254/2264/10818/2549/2885/3265/3845/5594/5595/4893/5290/5295/5335/5515/5518/5781/6464/6654/6714/7314	29
R-HSA-5654708	Downstream signaling of activated FGFR3	22/874	23/4579	2.28381349648574e-15	6.03882778024253e-14	3.11962773816167e-14	2246/8822/8817/2247/26281/8074/2250/2253/2254/2261/10818/2549/2885/3265/3845/4893/5290/5295/5335/5781/6464/6654	22
R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	52/874	94/4579	2.78836614107816e-15	7.20539159637698e-14	3.7222686763675e-14	351/466/1386/8945/841/1147/1385/8454/2002/8772/2353/3551/9641/8517/3661/3725/5604/6416/5608/6885/5594/5602/5600/1432/5595/5598/5599/5601/9261/4205/4208/4790/4792/5515/5518/5519/5528/5970/8737/11035/6195/6196/6197/9252/6288/6500/10454/23118/148022/7189/7314/7321	52
R-HSA-5655332	Signaling by FGFR3 in disease	20/874	20/4579	3.44937180945075e-15	8.52594727683804e-14	4.40446102900118e-14	2246/8822/8817/2247/26281/8074/2250/2253/2254/2261/10818/2549/2885/3265/3845/4893/5290/5295/5335/6654	20
R-HSA-8853338	Signaling by FGFR3 point mutants in cancer	20/874	20/4579	3.44937180945075e-15	8.52594727683804e-14	4.40446102900118e-14	2246/8822/8817/2247/26281/8074/2250/2253/2254/2261/10818/2549/2885/3265/3845/4893/5290/5295/5335/6654	20
R-HSA-912526	Interleukin receptor SHC signaling	23/874	25/4579	4.57175731811556e-15	1.10597618525476e-13	5.71341676037734e-14	1437/1438/1439/9846/2885/3559/3560/3561/3563/3567/3635/3716/3717/3718/5290/5291/5293/5295/5296/8503/5777/6464/6654	23
R-HSA-5654736	Signaling by FGFR1	31/874	41/4579	5.0524795513048e-15	1.19680609371532e-13	6.18263945093876e-14	673/867/2246/8822/8817/2247/26281/27006/8074/2250/2253/2254/2260/10818/2549/2885/3265/3845/5594/5595/4893/5290/5295/5335/5515/5518/5781/6464/6654/6714/7314	31
R-HSA-451927	Interleukin-2 family signaling	30/874	39/4579	6.27559340291242e-15	1.45619381614519e-13	7.52262324129996e-14	1437/1438/1439/9846/2885/3559/3560/3561/3563/3567/3635/3716/3717/3718/3932/5290/5291/5293/5295/5296/8503/2185/5777/6464/6654/6772/6774/6776/6777/6850	30
R-HSA-1226099	Signaling by FGFR in disease	36/874	53/4579	7.89821777494156e-15	1.79605472202171e-13	9.2783274071945e-14	2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/10818/2549/9846/2885/2962/3265/3845/9208/4893/5290/5295/5335/5431/5432/5439/6654/6772/6774/6776/6777/8805	36
R-HSA-5655302	Signaling by FGFR1 in disease	26/874	31/4579	9.29285158186476e-15	2.0717592644275e-13	1.07026030602281e-13	2246/8822/2247/26281/8074/2250/2253/2254/2260/10818/2549/9846/2885/3265/3845/9208/4893/5290/5295/5335/6654/6772/6774/6776/6777/8805	26
R-HSA-5654716	Downstream signaling of activated FGFR4	21/874	22/4579	1.16757859452932e-14	2.55295550380739e-13	1.31884383754527e-13	2246/8822/8817/2247/26281/8074/2253/2254/2264/10818/2549/2885/3265/3845/4893/5290/5295/5335/5781/6464/6654	21
R-HSA-450294	MAP kinase activation	40/874	64/4579	1.77158657986212e-14	3.8005546062325e-13	1.96334719277668e-13	466/1386/8945/1147/1385/8454/2002/2353/3551/8517/3725/5604/6416/5608/6885/5594/5602/5600/1432/5595/5598/5599/5601/9261/4205/4208/4790/5515/5518/5519/5528/6195/6196/6197/9252/6500/10454/23118/7189/7314	40
R-HSA-5654687	Downstream signaling of activated FGFR1	22/874	24/4579	2.25056207257609e-14	4.73868347503522e-13	2.44797979824066e-13	2246/8822/2247/26281/27006/8074/2250/2253/2254/2260/10818/2549/2885/3265/3845/4893/5290/5295/5335/5781/6464/6654	22
R-HSA-448424	Interleukin-17 signaling	41/874	67/4579	2.36720176328452e-14	4.89365164519e-13	2.52803556729715e-13	466/1386/8945/1147/1385/8454/2002/2353/3551/8517/3605/3725/5604/6416/5608/6885/5594/5602/5600/1432/5595/5598/5599/5601/9261/4205/4208/4790/5515/5518/5519/5528/6195/6196/6197/9252/6500/10454/23118/7189/7314	41
R-HSA-9614085	FOXO-mediated transcription	37/874	57/4579	3.01561490818387e-14	6.12277526893761e-13	3.16299458414774e-13	207/208/10000/10018/847/857/1026/1027/1387/2033/356/2308/2309/4303/1647/2645/3065/3066/8850/9314/2908/5443/5934/2810/25942/23411/4087/4088/4089/6648/6720/6794/7295/7529/7532/10971/7534	37
R-HSA-190236	Signaling by FGFR	41/874	68/4579	4.89153338229776e-14	9.7573218520571e-13	5.04058287594118e-13	673/867/2246/8822/8817/2247/26281/27006/8074/2250/2252/2253/2254/2260/2263/2261/2264/10818/2549/2885/2962/3265/3845/5594/5595/4893/5290/5295/5335/5431/5432/5439/5515/5518/5725/5781/23543/6464/6654/6714/7314	41
R-HSA-9006936	Signaling by TGF-beta family members	49/874	91/4579	7.52421293126145e-14	1.47500519014556e-12	7.61980184327384e-13	91/94/650/657/658/659/867/1024/1025/1874/8928/3065/3726/4609/9611/9612/23327/142/5494/5590/387/54778/5054/6497/6498/4086/4087/4088/4089/4090/4091/4092/4093/64750/6667/11171/10273/7027/7029/7040/7046/7048/7050/7314/7321/51377/25937/7514/9372	49
