ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	9/432	27/4579	0.000543425018445789	0.0180035895867155	0.0143326398257522	8480/9688/23511/3303/3304/23225/4927/23636/10762	9
R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	17/432	76/4579	0.000543915093254244	0.0180035895867155	0.0143326398257522	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/3303/3304/26986/8570/5685/5702/6418	17
R-HSA-157118	Signaling by NOTCH	30/432	172/4579	0.000583476434032472	0.0186900677094918	0.0148791443788926	488/5045/23129/4854/4853/5705/9861/5713/5700/5708/5701/5707/5714/1999/5664/5719/10197/57534/5685/7088/5702/3002/861/22938/54567/1840/1871/409/23493/171558	30
R-HSA-111933	Calmodulin induced events	10/432	33/4579	0.000634914072192733	0.0191051416268904	0.0152095843131337	115/112/5576/801/805/808/196883/5575/109/111	10
R-HSA-111997	CaM pathway	10/432	33/4579	0.000634914072192733	0.0191051416268904	0.0152095843131337	115/112/5576/801/805/808/196883/5575/109/111	10
R-HSA-5210891	Uptake and function of anthrax toxins	6/432	13/4579	0.000656773002465483	0.0191816350425948	0.0152704806455597	5045/801/805/808/5609/5606	6
R-HSA-445717	Aquaporin-mediated transport	11/432	39/4579	0.000676419415320716	0.0191909851260992	0.0152779242377702	115/112/2778/2787/5576/551/2792/196883/5575/109/111	11
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	14/432	58/4579	0.000745248949149168	0.0200008704460844	0.0159226731382937	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/54583/112399	14
R-HSA-4608870	Asymmetric localization of PCP proteins	14/432	58/4579	0.000745248949149168	0.0200008704460844	0.0159226731382937	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/57154/50855	14
R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	12/432	46/4579	0.000842934797600181	0.021815800630813	0.0173675372594907	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-9013694	Signaling by NOTCH4	17/432	79/4579	0.000871470880515319	0.021815800630813	0.0173675372594907	4853/5705/9861/5713/5700/5708/5701/5707/5714/5664/5719/10197/5685/5702/22938/54567/23493	17
R-HSA-5693607	Processing of DNA double-strand break ends	14/432	59/4579	0.000894834110874728	0.021815800630813	0.0173675372594907	9025/8914/5883/7486/10111/3364/5810/4683/8924/7334/7158/84126/51720/83990	14
R-HSA-3858494	Beta-catenin independent WNT signaling	24/432	130/4579	0.000900753097546154	0.021815800630813	0.0173675372594907	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/2787/161/5685/5702/801/805/808/57154/5881/2792/50855/409/5216/1175	24
R-HSA-1280218	Adaptive Immune System	65/432	476/4579	0.000953640846394773	0.0224930484101284	0.0179066935453505	3309/1508/1514/30835/7317/100507436/2280/3135/5817/4267/3107/5705/9861/5713/5700/5708/5701/5707/5714/9690/10540/5719/2923/10197/3109/161/5685/10193/975/10134/79791/5527/5702/3812/801/805/808/1277/6502/940/8905/57154/942/926/5336/7535/4734/3683/5516/3821/3702/9402/941/11146/7319/7097/8924/7334/5788/3805/3106/64223/3824/997/1175	65
R-HSA-8941858	Regulation of RUNX3 expression and activity	13/432	53/4579	0.000974019216148559	0.0224930484101284	0.0179066935453505	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/57154	13
R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	12/432	47/4579	0.00103742657275228	0.0231409815298797	0.0184225124597865	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-111996	Ca-dependent events	10/432	35/4579	0.00105983111593248	0.0231409815298797	0.0184225124597865	115/112/5576/801/805/808/196883/5575/109/111	10
R-HSA-2980766	Nuclear Envelope Breakdown	11/432	41/4579	0.00107198907389171	0.0231409815298797	0.0184225124597865	2010/8480/9688/23511/23225/4927/91754/23636/23399/7443/10762	11
R-HSA-3371556	Cellular response to heat stress	16/432	74/4579	0.00116373012982996	0.0239964912909926	0.0191035829326713	3309/9532/7266/3308/8480/9688/23511/3303/3304/1915/23225/4927/23636/64223/3306/10762	16
R-HSA-5619084	ABC transporter disorders	13/432	54/4579	0.00117531992878465	0.0239964912909926	0.0191035829326713	5705/9861/5713/5700/5708/5701/5707/5714/5719/10956/10197/5685/5702	13
R-HSA-1640170	Cell Cycle	60/432	435/4579	0.00118411689149913	0.0239964912909926	0.0191035829326713	5862/4218/2010/5705/9861/5713/5700/5708/5701/5707/5714/8480/10540/5719/9688/23511/10197/1460/1459/23225/5500/4927/91754/23636/5931/5685/55755/11116/9025/8607/23399/5883/1032/5527/5702/6502/699/7486/6418/5516/114799/10111/3364/5810/4683/332/701/4926/1871/8924/7334/7158/84126/3306/51720/1453/7443/10762/83990/79866	60
R-HSA-169911	Regulation of Apoptosis	12/432	48/4579	0.00126781454490705	0.0242103815979365	0.0192738607940323	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	12/432	48/4579	0.00126781454490705	0.0242103815979365	0.0192738607940323	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-351202	Metabolism of polyamines	12/432	48/4579	0.00126781454490705	0.0242103815979365	0.0192738607940323	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-5676590	NIK-->noncanonical NF-kB signaling	13/432	55/4579	0.00141016970099473	0.0254703088095755	0.020276887598443	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/4791	13
R-HSA-5621481	C-type lectin receptors (CLRs)	22/432	119/4579	0.00143322247131142	0.0254703088095755	0.020276887598443	30835/5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/801/805/808/5336/257397/4791/7334/997/4582	22
R-HSA-180534	Vpu mediated degradation of CD4	12/432	49/4579	0.00153899146885653	0.0254703088095755	0.020276887598443	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-180585	Vif-mediated degradation of APOBEC3G	12/432	49/4579	0.00153899146885653	0.0254703088095755	0.020276887598443	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	12/432	49/4579	0.00153899146885653	0.0254703088095755	0.020276887598443	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-69610	p53-Independent DNA Damage Response	12/432	49/4579	0.00153899146885653	0.0254703088095755	0.020276887598443	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-69613	p53-Independent G1/S DNA damage checkpoint	12/432	49/4579	0.00153899146885653	0.0254703088095755	0.020276887598443	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D	12/432	49/4579	0.00153899146885653	0.0254703088095755	0.020276887598443	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	6/432	15/4579	0.00162552677742303	0.0264614440980503	0.0210659294192355	3309/3135/3107/2923/10134/3106	6
R-HSA-162906	HIV Infection	30/432	183/4579	0.00165273574059959	0.0264704288776677	0.0210730821933836	5045/5705/9861/5713/5700/5708/5701/5707/5714/8480/5719/9688/23511/10197/23225/4927/23636/2963/161/5685/5702/3055/940/9150/8905/2965/926/2967/1175/10762	30
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	13/432	56/4579	0.0016827377480036	0.0265231521232949	0.0211150551169709	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/4791	13
R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	18/432	91/4579	0.00174081333430472	0.0270098068900716	0.0215024804944546	8744/4055/5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/970/5702/4791/7133/7187	18
R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	12/432	50/4579	0.00185624673035406	0.0280335948023483	0.0223175170366922	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	23/432	129/4579	0.00186326007749747	0.0280335948023483	0.0223175170366922	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/801/805/808/7006/5609/5336/257397/3702/9402/7334/997	23
R-HSA-69473	G2/M DNA damage checkpoint	13/432	57/4579	0.00199750609783058	0.0296048291812801	0.0235683751684331	9025/5883/7486/10111/3364/5810/4683/8924/7334/7158/84126/51720/83990	13
R-HSA-195253	Degradation of beta-catenin by the destruction complex	16/432	78/4579	0.0020899820092921	0.0303285983522643	0.0241445670880908	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/166/7088/5527/5702/5516	16
R-HSA-1489509	DAG and IP3 signaling	10/432	38/4579	0.00210851975705091	0.0303285983522643	0.0241445670880908	115/112/5576/801/805/808/196883/5575/109/111	10
R-HSA-382551	Transport of small molecules	41/432	278/4579	0.00213796765826637	0.0303285983522643	0.0241445670880908	488/30968/682/5045/79751/486/525/115/112/5705/9861/5713/5700/5708/5701/5707/5714/6548/5719/2778/10956/5046/10197/2787/161/5685/5576/551/5702/801/805/808/5034/861/2792/196883/5575/26119/1175/109/111	41
R-HSA-68886	M Phase	37/432	245/4579	0.00230089877285178	0.032092525879418	0.0255488280441436	5862/2010/5705/9861/5713/5700/5708/5701/5707/5714/8480/10540/5719/9688/23511/10197/1460/1459/23225/4927/91754/23636/5685/55755/11116/23399/5527/5702/699/6418/5516/332/701/4926/1453/7443/10762	37
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	13/432	58/4579	0.00235926927411632	0.032092525879418	0.0255488280441436	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/6502	13
R-HSA-382556	ABC-family proteins mediated transport	13/432	58/4579	0.00235926927411632	0.032092525879418	0.0255488280441436	5705/9861/5713/5700/5708/5701/5707/5714/5719/10956/10197/5685/5702	13
R-HSA-1234174	Cellular response to hypoxia	14/432	65/4579	0.00242358848780721	0.0325219374107102	0.0258906821385948	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/54583/112399	14
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	12/432	52/4579	0.00265212200325678	0.0337635531953075	0.026879131234087	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-4641257	Degradation of AXIN	12/432	52/4579	0.00265212200325678	0.0337635531953075	0.026879131234087	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-68827	CDT1 association with the CDC6:ORC:origin complex	12/432	52/4579	0.00265212200325678	0.0337635531953075	0.026879131234087	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-9604323	Negative regulation of NOTCH4 signaling	12/432	52/4579	0.00265212200325678	0.0337635531953075	0.026879131234087	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	16/432	80/4579	0.00274612553806788	0.0344214933221118	0.0274029167169195	2280/5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/801/805/808	16
R-HSA-1169408	ISG15 antiviral mechanism	13/432	59/4579	0.00277313138546722	0.0344214933221118	0.0274029167169195	8480/9688/23511/9636/23225/4927/23636/5495/23586/4734/7334/1974/10762	13
R-HSA-983169	Class I MHC mediated antigen processing & presentation	32/432	206/4579	0.00286780673975632	0.0351571863281237	0.0279886011898245	3309/1514/7317/3135/3107/5705/9861/5713/5700/5708/5701/5707/5714/9690/5719/2923/10197/5685/10193/10134/79791/5702/6502/57154/4734/11146/7319/7097/8924/7334/3106/997	32
R-HSA-4641258	Degradation of DVL	12/432	53/4579	0.00314327403850797	0.0372543816697566	0.0296581763226663	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-69541	Stabilization of p53	12/432	53/4579	0.00314327403850797	0.0372543816697566	0.0296581763226663	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-5632684	Hedgehog 'on' state	15/432	74/4579	0.00322118206712764	0.0372543816697566	0.0296581763226663	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/57154/3549/409	15
R-HSA-5658442	Regulation of RAS by GAPs	13/432	60/4579	0.00324450053722936	0.0372543816697566	0.0296581763226663	5705/9861/5713/5700/5708/5701/5707/5714/5719/4763/10197/5685/5702	13
R-HSA-8939902	Regulation of RUNX2 expression and activity	14/432	67/4579	0.00326377057278878	0.0372543816697566	0.0296581763226663	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/6502/57154	14
R-HSA-170670	Adenylate cyclase inhibitory pathway	5/432	12/4579	0.00330149605935406	0.0372543816697566	0.0296581763226663	115/112/196883/109/111	5
R-HSA-442720	CREB1 phosphorylation through the activation of Adenylate Cyclase	5/432	12/4579	0.00330149605935406	0.0372543816697566	0.0296581763226663	5576/801/805/808/5575	5
R-HSA-1257604	PIP3 activates AKT signaling	34/432	225/4579	0.0034008070416556	0.0379438358692585	0.0302070501275382	6009/5705/9861/5713/5700/5708/5701/5707/5714/3654/5719/10197/1460/1459/5931/5685/5527/5702/940/23396/1839/942/4734/5154/5516/4254/23028/8395/941/8396/64223/2069/8394/2444	34
R-HSA-6807070	PTEN Regulation	20/432	112/4579	0.0035532763611608	0.0392044825181408	0.0312106496752253	6009/5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/1460/1459/5931/5685/5702/4734/23028/64223/2444	20
R-HSA-1169410	Antiviral mechanism by IFN-stimulated genes	13/432	61/4579	0.0037790805112902	0.0407894233446866	0.0324724194963266	8480/9688/23511/9636/23225/4927/23636/5495/23586/4734/7334/1974/10762	13
R-HSA-68867	Assembly of the pre-replicative complex	13/432	61/4579	0.0037790805112902	0.0407894233446866	0.0324724194963266	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702/1871	13
R-HSA-3301854	Nuclear Pore Complex (NPC) Disassembly	8/432	29/4579	0.00425090725219174	0.0453887193701763	0.0361339145036332	8480/9688/23511/23225/4927/91754/23636/10762	8
R-HSA-5610780	Degradation of GLI1 by the proteasome	12/432	55/4579	0.00434611695020458	0.0459116396973739	0.0365502108578235	5705/9861/5713/5700/5708/5701/5707/5714/5719/10197/5685/5702	12
R-HSA-2262752	Cellular responses to stress	46/432	334/4579	0.0046557167105571	0.0486644915114021	0.0387417534584862	3309/9532/10294/6009/525/5705/9861/5713/5700/7266/5708/5701/5707/3308/5714/8480/10540/5719/9688/23511/10197/3303/3304/1915/23225/4927/23636/5931/5685/1032/5702/5034/5609/5606/23043/3552/10111/4683/54583/4306/8091/1871/112399/64223/3306/10762	46
